N	2gram	Bakhtin_Pr	Literetu
301	который в	2	3
302	тот же	4	3
303	ее в	2	3
304	да и	3	3
305	относится к	2	3
306	и от	3	3
307	как например	2	3
308	не становится	5	3
309	ним и	4	3
310	только то	3	3
311	его личности	4	3
312	же это	2	3
313	творческого процесса	5	3
314	можно было	5	3
315	сознания и	9	3
316	в первой	3	3
317	бы и	6	3
318	не так	3	3
319	с их	9	3
320	о своем	2	3
321	мысли и	5	3
322	в этот	2	3
323	которая не	2	3
324	если бы	12	3
325	художественном мире	3	3
326	превращается в	4	3
327	и вполне	2	3
328	в особенности	2	3
329	был бы	6	3
330	он ищет	4	3
331	героя и	11	3
332	в этих	5	3
333	все равно	3	3
334	вследствие этого	2	3
335	не по	3	3
336	по крайней	3	3
337	отношении к	3	3
338	она и	3	3
339	в какой	2	3
340	что для	4	3
341	за ним	2	3
342	не имеет	2	3
343	целом ряде	3	3
344	он говорит	3	3
345	в чем	2	3
346	он в	3	3
347	в творчестве	6	3
348	не есть	2	3
349	отношения между	3	3
350	если не	2	3
351	из которых	3	3
352	произведения в	2	3
353	всяком случае	3	3
354	все что	6	3
355	здесь не	2	3
356	и уже	3	3
357	говорить о	3	3
358	же и	2	3
359	и перед	3	3
360	мира и	8	3
361	с ним	13	3
362	мы и	2	3
363	сознание в	3	3
364	он все	2	2
365	перед нами	8	2
366	в диалог	2	2
367	индивидуальном сознании	2	2
368	у достоевского	35	2
369	а и	2	2
370	для меня	2	2
371	как человек	2	2
372	от него	3	2
373	еще раз	3	2
374	человека и	2	2
375	с идеей	4	2
376	и притом	3	2
377	и у	6	2
378	есть и	2	2
379	а лишь	3	2
380	во мне	2	2
381	роль в	2	2
382	остается в	2	2
383	ведь это	3	2
384	это и	10	2
385	к человеку	3	2
386	а как	8	2
387	героя в	9	2
388	к идее	4	2
389	самом начале	3	2
390	самой жизни	2	2
391	чтобы в	2	2
392	была бы	5	2
393	своего времени	3	2
394	быть в	2	2
395	на вопрос	2	2
396	культурной традиции	2	2
397	что может	2	2
398	его не	2	2
399	тем как	4	2
400	для понимания	5	2
401	тому что	3	2
402	к нему	13	2
403	она не	9	2
404	а только	3	2
405	сознанием и	2	2
406	даже и	2	2
407	романа с	2	2
408	художественного видения	13	2
409	тогда когда	2	2
410	ответ на	2	2
411	от других	2	2
412	себя как	5	2
413	с которой	4	2
414	жизнь и	3	2
415	по этому	2	2
416	для них	3	2
417	переходит в	2	2
418	героя с	3	2
419	с ними	3	2
420	и самого	4	2
421	и по	4	2
422	что они	3	2
423	и ее	5	2
424	человек и	2	2
425	и более	2	2
426	и другими	6	2
427	уже и	2	2
428	автора а	2	2
429	здесь мы	3	2
430	сказать что	9	2
431	по поводу	2	2
432	кажется что	4	2
433	всего что	2	2
434	все то	5	2
435	нового типа	2	2
436	никак не	3	2
437	он как	4	2
438	герой не	2	2
439	не от	2	2
440	не об	6	2
441	бы в	7	2
442	как нам	2	2
443	человека а	2	2
444	им в	4	2
445	с другими	11	2
446	в результате	6	2
447	и души	2	2
448	из этих	2	2
449	так сказать	8	2
450	тем более	2	2
451	автора как	3	2
452	поэтического творчества	2	2
453	бы быть	3	2
454	на это	2	2
455	время не	3	2
456	для такого	2	2
457	борьба с	2	2
458	авторская позиция	4	2
459	его сознания	4	2
460	себя самого	5	2
461	лишь на	3	2
462	автора в	4	2
463	он писал	3	2
464	ибо в	2	2
465	него в	2	2
466	собственного сознания	2	2
467	последнее слово	10	2
468	в контексте	2	2
469	быть только	3	2
470	к той	2	2
471	не поддается	3	2
472	на протяжении	3	2
473	непосредственно в	2	2
474	есть в	10	2
475	нет и	4	2
476	первого лица	2	2
477	что у	5	2
478	мир и	6	2
479	творчества в	3	2
480	от первого	2	2
481	к более	2	2
482	в котором	6	2
483	человек в	2	2
484	слова в	4	2
485	со своими	6	2
486	оно не	2	2
487	в большинстве	3	2
488	этого сознания	2	2
489	на почве	5	2
490	со своим	4	2
491	романа и	5	2
492	на первом	2	2
493	так чтобы	3	2
494	раз и	4	2
495	в той	9	2
496	а прежде	2	2
497	в авторском	4	2
498	в таком	2	2
499	нового времени	4	2
500	друг другу	3	2
501	в совершенно	2	2
502	ни был	2	2
503	мы имеем	2	2
504	но он	3	2
