N	2gram	Vygotskiy_	Literetu
306	перед нами	12	2
307	к художественному	2	2
308	от него	2	2
309	для нее	2	2
310	еще раз	3	2
311	это будет	3	2
312	стихах и	3	2
313	и где	2	2
314	и каждый	2	2
315	должен быть	4	2
316	по словам	2	2
317	и вместе	3	2
318	роль в	2	2
319	всю свою	2	2
320	и столь	2	2
321	это и	4	2
322	и всегда	2	2
323	у них	2	2
324	при таком	4	2
325	была бы	5	2
326	в такой	5	2
327	к его	2	2
328	так например	5	2
329	к смерти	2	2
330	бы на	2	2
331	что касается	2	2
332	тому что	10	2
333	к нему	2	2
334	она не	10	2
335	для читателя	2	2
336	в общем	4	2
337	гораздо более	2	2
338	могло бы	4	2
339	все прочие	2	2
340	но мы	4	2
341	и без	2	2
342	что на	4	2
343	тогда когда	2	2
344	от других	2	2
345	себя как	3	2
346	жизнь и	2	2
347	и говорит	4	2
348	между двумя	3	2
349	то как	4	2
350	и по	2	2
351	первый раз	3	2
352	несет в	3	2
353	в нас	7	2
354	дело не	3	2
355	что они	9	2
356	и ее	4	2
357	человек и	2	2
358	и более	4	2
359	только как	2	2
360	и другими	2	2
361	из своей	2	2
362	полагал что	3	2
363	здесь мы	6	2
364	одно и	4	2
365	сказать что	14	2
366	кажется что	2	2
367	все то	15	2
368	никак не	12	2
369	первой половине	3	2
370	он как	2	2
371	и мы	19	2
372	не от	2	2
373	бы в	3	2
374	в нашей	2	2
375	в результате	3	2
376	время в	5	2
377	из этих	6	2
378	так сказать	6	2
379	тем более	2	2
380	однако и	3	2
381	бы быть	2	2
382	по мнению	2	2
383	на это	6	2
384	который не	7	2
385	к концу	4	2
386	не более	3	2
387	как ты	2	2
388	до тех	2	2
389	перед собой	2	2
390	автора в	2	2
391	иначе говоря	10	2
392	пор пока	2	2
393	каждого из	4	2
394	в первый	2	2
395	с кем	2	2
396	та же	6	2
397	из двух	4	2
398	как известно	2	2
399	есть по	2	2
400	что по	3	2
401	есть в	3	2
402	с другим	2	2
403	что у	7	2
404	раз в	7	2
405	утверждал что	2	2
406	в котором	7	2
407	что сам	2	2
408	еще более	2	2
409	как с	2	2
410	как все	4	2
411	и было	2	2
412	всякий раз	6	2
413	чтобы он	3	2
414	только не	3	2
415	не можем	4	2
416	внимание на	4	2
417	в той	8	2
418	можно назвать	2	2
419	и который	2	2
420	в таком	6	2
421	друг другу	2	2
422	на эту	2	2
423	во всем	2	2
424	что такой	2	2
425	в совершенно	3	2
426	мы имеем	2	2
427	но он	5	2
