N	2gram	Potebnia_M	VLabPisa
122	и их	6	3
123	у нас	3	3
124	как на	5	3
125	видно из	3	3
126	в другую	2	3
127	утверждает что	3	3
128	его не	3	3
129	мы знаем	2	3
130	того что	15	3
131	образом в	5	3
132	мы видели	5	3
133	что без	2	3
134	явлений и	3	3
135	далеко не	4	3
136	этот вопрос	2	3
137	видели что	2	3
138	что у	2	3
139	она не	3	3
140	а в	11	3
141	в котором	5	3
142	именно в	2	3
143	точки зрения	8	3
144	даже и	4	3
145	что например	5	3
146	в которых	2	3
147	что оно	5	3
148	между ними	2	3
149	человека и	2	3
150	что не	15	3
151	жизни и	3	3
152	того чтобы	4	3
153	что и	16	3
154	и по	8	3
155	или в	4	3
156	что они	6	3
157	в слове	21	3
158	вовсе не	13	3
159	в противоположность	2	3
160	относится к	5	2
161	также что	2	2
162	если в	3	2
163	самого себя	4	2
164	чтобы не	3	2
165	восприятия и	3	2
166	и отдельные	2	2
167	одном и	3	2
168	на это	2	2
169	показывает что	3	2
170	и потому	7	2
171	как например	4	2
172	к этим	2	2
173	слова не	2	2
174	с другими	3	2
175	только то	3	2
176	то это	8	2
177	так сказать	5	2
178	одной стороны	6	2
179	и слова	2	2
180	крайней мере	6	2
181	что многие	2	2
182	могут не	3	2
183	в каждом	6	2
184	чего бы	2	2
185	должно быть	9	2
186	что она	3	2
187	с а	4	2
188	из своих	2	2
189	начиная с	2	2
190	в последнем	2	2
191	в другом	3	2
192	что нет	2	2
193	и даже	4	2
194	от того	9	2
195	и у	3	2
196	связанное с	3	2
197	в самых	2	2
198	уже по	2	2
199	лица и	2	2
200	мысль о	8	2
201	вообще и	2	2
202	явления в	2	2
203	и весь	3	2
204	а как	3	2
205	бы не	11	2
206	все они	3	2
207	не всегда	2	2
208	только для	7	2
209	эти явления	3	2
210	еще не	9	2
211	после этого	2	2
212	в которой	5	2
213	между собою	10	2
214	не по	4	2
215	в течение	2	2
216	начнем с	4	2
217	по крайней	6	2
218	что ни	2	2
219	в чем	6	2
220	сих пор	5	2
221	с одной	7	2
222	его от	2	2
223	после того	3	2
224	что даже	2	2
225	заключается в	3	2
226	не с	2	2
227	так например	5	2
228	что его	2	2
229	в жизни	5	2
230	от них	2	2
231	к ним	3	2
232	но не	19	2
233	и для	8	2
234	ни с	2	2
235	стороны и	3	2
236	не менее	10	2
237	и впечатления	2	2
238	на него	6	2
239	но в	12	2
240	они не	5	2
241	на то	5	2
242	он может	2	2
243	могло бы	4	2
244	как деятельность	2	2
245	что такое	3	2
246	зависит от	6	2
247	все его	2	2
248	в своих	4	2
249	ни одна	2	2
250	себе и	2	2
251	в ней	9	2
252	на вопрос	3	2
253	из себя	6	2
254	этой точки	2	2
255	между прочим	5	2
256	нам остается	2	2
257	на этом	3	2
258	тогда когда	15	2
259	что так	2	2
260	не столько	3	2
261	что мы	11	2
262	с нею	6	2
263	только не	2	2
264	представить себе	3	2
265	по себе	24	2
266	всяком случае	7	2
267	для них	2	2
268	внимание на	3	2
269	человека в	3	2
270	должны быть	11	2
271	и том	3	2
272	о его	2	2
273	в противном	3	2
274	им как	2	2
275	собою и	2	2
276	и может	5	2
277	и непосредственно	2	2
278	по его	7	2
279	только о	2	2
280	он не	4	2
281	должна быть	4	2
282	из основных	2	2
283	но с	3	2
284	остановимся на	3	2
285	что при	6	2
286	на язык	7	2
287	хотя и	6	2
288	лишь в	2	2
289	само собою	4	2
290	во всяком	9	2
291	противном случае	3	2
292	до сих	5	2
293	того как	12	2
