N	2gram	Voloshinov	Myslijsy
199	но вместе	2	9
200	для самого	2	9
201	это было	2	9
202	и даже	3	9
203	на него	4	9
204	и о	6	9
205	далеко не	5	9
206	с точки	15	9
207	самом деле	14	9
208	один из	10	9
209	в целом	4	9
210	во время	6	9
211	можно сказать	6	9
212	на язык	4	9
213	что она	5	9
214	на самом	6	8
215	то мы	2	8
216	при помощи	2	8
217	в более	5	8
218	мы называем	3	8
219	такое же	2	8
220	тот же	10	8
221	не как	2	8
222	но все	2	8
223	это содержание	3	8
224	их в	3	8
225	именно в	4	8
226	только не	3	8
227	одним словом	2	8
228	влияние на	4	8
229	и той	3	8
230	между ними	5	8
231	на все	3	8
232	с ними	5	8
233	не так	3	8
234	мы в	3	8
235	говорить о	5	8
236	на другие	3	8
237	но мы	6	7
238	к другим	2	7
239	для себя	2	7
240	а как	3	7
241	на основании	5	7
242	самого начала	5	7
243	в искусстве	3	7
244	в эту	2	7
245	она не	6	7
246	с самого	7	7
247	связь с	7	7
248	во втором	3	7
249	и та	2	7
250	к сознанию	3	7
251	и во	2	7
252	себя и	4	7
253	дает нам	4	7
254	его с	2	7
255	все эти	15	7
256	в собственном	4	7
257	за пределы	10	7
258	и тот	3	7
259	превращается в	2	7
260	находятся в	2	7
261	в своих	5	7
262	для сознания	2	7
263	и теперь	2	7
264	из него	3	7
265	них не	3	7
266	один и	3	7
267	в таких	4	7
268	его к	4	7
269	но как	2	7
270	не всегда	4	7
271	для понимания	2	7
272	самого себя	2	7
273	в данном	4	7
274	бы и	2	7
275	на это	3	7
276	к этому	9	7
277	в жизни	7	7
278	этом смысле	2	7
279	не существует	4	7
280	но если	2	6
281	связанное с	3	6
282	в виду	4	6
283	таким путем	5	6
284	увидим что	5	6
285	в обществе	3	6
286	в ее	5	6
287	в своей	14	6
288	должна быть	2	6
289	в этой	7	6
290	в мире	2	6
291	у нас	3	6
292	представления и	3	6
293	в последнем	4	6
294	с таким	2	6
295	что между	2	6
296	главным образом	4	6
297	и к	7	6
298	для всех	3	6
299	представлений и	2	6
300	в их	2	6
301	может стать	4	6
302	его не	2	6
303	между двумя	3	6
304	сознание и	5	6
305	что с	2	6
306	и до	5	6
307	нас в	2	6
308	да и	2	6
309	об этом	7	6
310	и самое	2	6
311	если и	2	6
312	ни было	2	6
313	а именно	2	6
314	же самое	2	6
315	заключается в	5	6
316	явлений и	2	6
317	представляется нам	3	6
318	мог бы	2	6
319	жизни и	7	6
320	и уже	2	6
321	человек не	2	6
322	ничего общего	4	6
323	у него	4	6
324	мы уже	10	6
325	из того	2	5
326	в процессе	5	5
327	для нее	2	5
328	когда человек	2	5
329	и таким	3	5
330	а с	2	5
331	они не	3	5
332	из которого	4	5
333	при таких	2	5
334	рядом с	2	5
335	одна из	4	5
336	как не	3	5
337	отношение к	7	5
338	предмета и	2	5
339	если это	3	5
340	входит в	2	5
341	на которой	2	5
342	этот вопрос	4	5
343	о которых	2	5
344	в нашем	3	5
345	до сознания	6	5
346	оно и	8	5
347	и у	7	5
348	в области	4	5
349	этого не	3	5
350	что может	5	5
351	ответ на	3	5
352	ли мы	2	5
353	все то	3	5
354	но эти	2	5
355	мы имеем	6	5
356	такие же	3	5
357	по мнению	8	5
358	человека в	4	5
359	одним из	3	5
360	в течение	2	5
361	в какой	3	5
362	и значение	2	5
363	на этот	3	5
364	только при	2	5
365	конечно не	10	5
366	природы и	3	5
367	не к	2	5
368	следовательно и	2	4
369	данном случае	4	4
370	вывести из	2	4
371	в другом	4	4
372	к своему	2	4
373	то она	2	4
374	а его	2	4
375	в такой	2	4
376	от этого	2	4
377	но так	2	4
378	то ни	4	4
379	в применении	2	4
380	и они	2	4
381	дело в	2	4
382	не имели	2	4
383	но во	3	4
384	все они	2	4
385	отказаться от	2	4
386	видели что	3	4
387	ни в	12	4
388	что бы	2	4
389	еще более	2	4
390	равно как	2	4
391	из этого	2	4
392	не дает	4	4
393	чтобы не	2	4
394	он должен	2	4
395	ничего не	5	4
396	есть и	2	4
397	не без	3	4
398	в науке	2	4
399	не знает	5	4
400	по своему	4	4
401	мы только	2	4
402	и оно	4	4
403	он в	2	4
404	все его	3	4
405	в голову	4	4
406	образы и	2	4
407	мы находим	4	4
408	на них	2	4
409	на другой	2	4
410	это есть	2	4
411	бы то	3	4
412	с его	9	4
413	внешнего мира	2	4
414	и между	2	4
415	только о	2	4
416	только то	5	4
417	сознания и	6	4
418	этом отношении	4	4
419	такой же	3	4
420	человек может	2	4
421	и так	2	4
422	во многом	2	4
423	этой теории	4	4
424	на этом	8	4
425	стремление к	2	4
426	в некоторых	2	4
427	я и	7	4
428	мы могли	2	4
429	отношения к	2	4
430	собственном смысле	3	4
431	в свой	3	3
432	как ее	2	3
433	ни о	6	3
434	с первого	2	3
435	к этим	2	3
436	и сама	2	3
437	нисколько не	4	3
438	и ее	7	3
439	в отношении	2	3
440	и поэтому	2	3
441	мы и	4	3
442	должен быть	2	3
443	и прежде	7	3
444	доказать что	2	3
445	из тех	4	3
446	это только	4	3
447	жизни ребенка	2	3
448	или вовсе	2	3
449	же касается	3	3
450	же мы	3	3
451	отличие от	2	3
452	идеи и	2	3
453	и др	9	3
454	мы знаем	11	3
455	содержание его	4	3
456	для них	3	3
457	для развития	2	3
458	которой мы	6	3
459	как для	2	3
460	что значит	2	3
461	в связь	2	3
462	для этого	6	3
463	в нашей	2	3
464	время в	2	3
465	в развитии	4	3
466	во внутренней	3	3
467	применении к	2	3
468	на первых	2	3
469	ее от	2	3
470	таком виде	2	3
471	и наконец	12	3
472	или как	3	3
473	себе и	3	3
474	для ребенка	2	3
475	но нет	2	3
476	их не	2	3
477	сказать о	3	3
478	часть его	3	3
479	связанные с	4	3
480	речь и	2	3
481	его жизни	7	3
482	теми же	2	3
483	этом мы	4	3
484	не совсем	3	3
485	в себя	5	3
486	о которой	3	3
487	ясно что	2	3
488	в различных	2	3
489	в одной	2	3
490	но для	3	3
491	которых мы	2	3
492	из всего	2	3
493	ничем не	2	3
494	как это	5	3
495	утверждает что	3	3
496	по-видимому не	2	3
497	к этой	2	3
498	в общем	5	3
499	развития как	3	3
500	все наше	2	3
501	большинстве случаев	6	3
502	совсем не	6	3
503	в тени	2	3
504	случае не	3	3
505	жизни то	2	3
506	на образование	2	3
507	с которыми	4	3
508	или другими	2	3
509	всех сторон	2	3
510	в результате	3	3
511	единство и	3	3
512	мы увидим	4	3
513	в первый	4	3
514	и мысли	2	3
515	человека с	3	3
516	в самых	3	3
517	ее в	5	3
518	которое не	3	3
519	для образования	3	3
520	в большинстве	5	3
521	он сам	5	3
522	можем сказать	5	3
523	на первый	5	3
524	не нуждается	2	2
525	не будем	3	2
526	в следующем	2	2
527	роль в	7	2
528	ни одно	2	2
529	жизни человека	15	2
530	к человеку	3	2
531	значение для	2	2
532	где оно	3	2
533	для своего	2	2
534	все остальное	2	2
535	в г	3	2
536	тому чтобы	3	2
537	теперь уже	2	2
538	и об	2	2
539	формы и	3	2
540	жизни к	3	2
541	приходит в	2	2
542	на языке	2	2
543	быть и	7	2
544	художественный образ	2	2
545	с чувством	2	2
546	бы он	3	2
547	тех же	5	2
548	необходим для	2	2
549	человека на	2	2
550	таких случаях	2	2
551	в систему	4	2
552	с сознанием	7	2
553	с их	5	2
554	во второй	5	2
555	сказать и	3	2
556	сознания в	3	2
557	его уже	2	2
558	и начинается	2	2
559	от всех	3	2
560	только одну	2	2
561	когда он	3	2
562	если он	6	2
563	всем своем	2	2
564	становится уже	2	2
565	раз и	3	2
566	или только	2	2
567	не имеющие	4	2
568	имеет дело	3	2
569	чувства к	2	2
570	целом и	3	2
571	на другую	2	2
572	и чувств	3	2
573	нуждается в	3	2
574	две группы	3	2
575	в глаза	2	2
576	едва ли	4	2
577	как совокупность	2	2
578	воспоминания о	2	2
579	на которые	4	2
580	а на	2	2
581	это и	4	2
582	и за	4	2
583	на две	3	2
584	себе самом	3	2
585	о нем	2	2
586	в прошлом	2	2
587	связано с	3	2
588	только с	4	2
589	и было	2	2
590	же как	2	2
591	на более	2	2
592	я не	4	2
593	не исчерпывается	2	2
594	с этими	3	2
595	к больному	2	2
596	ведь мы	3	2
597	этот процесс	4	2
598	всех этих	6	2
599	себя в	3	2
600	дело не	2	2
601	с ее	4	2
602	и содержание	3	2
603	к делу	2	2
604	в самое	2	2
605	то или	2	2
606	отличается от	2	2
607	есть та	2	2
608	и сам	3	2
609	его и	2	2
610	обратимся к	2	2
611	душевная жизнь	2	2
612	человека к	4	2
613	период развития	4	2
614	переходим к	3	2
615	нет и	4	2
616	во сне	3	2
617	оно может	3	2
618	знаем что	8	2
619	как с	4	2
620	к его	3	2
621	из которых	2	2
622	теории и	2	2
623	личной жизни	2	2
624	зависимости от	4	2
625	но когда	2	2
626	не найдем	3	2
627	как его	2	2
628	жизни но	2	2
629	из основных	3	2
630	основное понятие	3	2
631	и внешней	4	2
632	этих двух	3	2
633	похоже на	3	2
634	ровно ничего	2	2
635	а следовательно	3	2
