N	2gram	Bakhtin_Fr	DiskursI
317	этого слова	3	2
318	и они	5	2
319	своего развития	2	2
320	заявляет что	4	2
321	вовсе не	18	2
322	представление о	2	2
323	и вообще	3	2
324	некоторые из	4	2
325	хвалы и	5	2
326	до нас	8	2
327	право на	2	2
328	только то	2	2
329	в первой	3	2
330	это было	2	2
331	мысли и	2	2
332	если бы	3	2
333	связаны с	6	2
334	в первый	2	2
335	и той	2	2
336	в языке	2	2
337	и вполне	2	2
338	в xix	3	2
339	для того	5	2
340	и их	5	2
341	как его	2	2
342	в последнем	2	2
343	такой же	3	2
344	нас в	2	2
345	наших дней	5	2
346	не был	4	2
347	и брань	4	2
348	речи и	2	2
349	у него	14	2
350	значение в	4	2
351	поэтому в	2	2
352	со своими	2	2
353	романа в	3	2
354	еще более	5	2
355	видеть в	2	2
356	и с	15	2
357	жизни как	2	2
358	большей или	3	2
359	всякий раз	2	2
360	влияния на	2	2
361	эпохи и	3	2
362	что было	3	2
363	во всем	4	2
364	в нашем	5	2
365	и смертью	4	2
366	в четвертой	6	2
367	на их	4	2
368	чем он	2	2
369	на основе	3	2
370	с помощью	5	2
