N	2gram	Potebnia_M	Problemy
531	чего бы	2	2
532	не кажется	2	2
533	стало быть	6	2
534	явления в	2	2
535	известно что	3	2
536	сделать его	2	2
537	что как	4	2
538	из нее	2	2
539	мы чувствуем	3	2
540	и вполне	2	2
541	от друга	3	2
542	для того	8	2
543	ее с	2	2
544	в истории	8	2
545	нет но	4	2
546	для нас	29	2
547	не столько	3	2
548	от одного	2	2
549	эти отношения	4	2
550	к ней	3	2
551	не могло	3	2
552	с одной	7	2
553	в какой	2	2
554	после того	3	2
555	лучше сказать	2	2
556	но тем	6	2
557	само собою	4	2
558	иначе как	2	2
559	не имеет	9	2
560	прежде чем	4	2
561	в нашем	2	2
562	что для	5	2
563	мысль что	6	2
564	и они	2	2
565	столь же	6	2
566	даже с	2	2
567	ничем не	2	2
568	представляется нам	4	2
569	над всеми	2	2
570	в свою	8	2
571	души в	2	2
572	в одних	2	2
573	их и	2	2
574	действительности не	2	2
575	в движение	2	2
576	в стороне	5	2
577	и того	6	2
578	из самого	3	2
579	от нее	6	2
580	себя а	2	2
581	только как	5	2
582	служит для	2	2
583	из этого	2	2
584	человек не	2	2
585	как во	2	2
586	из него	3	2
587	и должно	2	2
588	не следует	6	2
589	эти последние	3	2
590	быть не	7	2
591	них не	3	2
592	но оно	3	2
593	что сам	3	2
594	с такою	2	2
595	что касается	2	2
596	во втором	6	2
597	на их	2	2
598	что имеет	2	2
599	а потому	14	2
