N	2gram	Vygotskiy_	Analitik
251	как он	7	4
252	только на	3	4
253	самом начале	2	4
254	в действительности	6	4
255	известном смысле	7	4
256	его и	4	4
257	к нему	4	4
258	указывает на	3	4
259	и что	18	4
260	потому что	40	4
261	ему в	2	4
262	состоит не	2	4
263	в чем	10	4
264	в известном	9	4
265	что же	2	4
266	с ними	4	4
267	того чтобы	26	4
268	и во	2	4
269	из виду	2	4
270	сказать что	18	4
271	и от	2	4
272	по своему	4	4
273	к предмету	2	4
274	но при	2	4
275	обратиться к	2	4
276	с этим	9	4
277	но это	4	4
278	что она	3	4
279	бы в	6	4
280	в которой	8	4
281	представляют собой	4	4
282	отличается от	2	4
283	сама по	4	4
284	сознания в	3	4
285	все три	2	4
286	при наличии	2	4
287	ее в	3	4
288	мы уже	4	4
289	между ними	5	4
290	или иных	2	4
291	в своих	5	4
292	могли бы	15	4
293	этом смысле	5	4
294	на всех	2	4
295	тех или	2	4
296	или даже	2	4
297	это и	3	4
298	и есть	8	4
299	является по	2	4
300	на основе	6	4
301	в собственном	2	4
302	на самом	3	3
303	вопрос о	15	3
304	очевидно что	2	3
305	которые в	4	3
306	мы должны	13	3
307	же мере	5	3
308	от него	3	3
309	один и	5	3
310	в состоянии	6	3
311	включает в	3	3
312	в обоих	2	3
313	говоря о	2	3
314	может иметь	3	3
315	в виду	4	3
316	в речевом	2	3
317	которого он	2	3
318	в момент	4	3
319	одной и	3	3
320	в такой	5	3
321	на котором	3	3
322	и составляет	5	3
323	с тем	9	3
324	нам кажется	2	3
325	переходит от	2	3
326	она не	2	3
327	к этой	3	3
328	речи и	8	3
329	при анализе	4	3
330	своей собственной	2	3
331	том числе	2	3
332	в ней	2	3
333	уже о	2	3
334	и те	2	3
335	между собой	17	3
336	только к	4	3
337	языка и	6	3
338	и заключается	2	3
339	что все	9	3
340	в зависимости	2	3
341	в тех	2	3
342	заключается в	15	3
343	связи с	9	3
344	в связи	6	3
345	что они	8	3
346	никто не	2	3
347	случае не	2	3
348	из его	2	3
349	бы то	2	3
350	вопрос об	4	3
351	для этого	3	3
352	никак не	6	3
353	первом случае	2	3
354	и той	3	3
355	независимо от	3	3
356	так как	20	3
357	можно было	11	3
358	хотя в	2	3
359	должно быть	10	3
360	речи в	7	3
361	в центре	2	3
362	и тот	5	3
363	зависимости от	3	3
364	и может	4	3
365	оказывается не	2	3
366	только для	2	3
367	и наконец	3	3
368	в речи	3	3
369	в жизни	2	3
370	с этой	8	3
371	и оказывается	3	3
372	в центр	3	3
373	возникает в	3	3
374	в какой	8	3
375	к объекту	8	3
376	ничто не	3	3
377	на этот	9	3
378	они не	7	3
379	а тем	2	3
380	также и	2	3
381	что у	4	3
382	на свою	2	3
383	на то	6	3
384	оно может	2	3
385	на каждом	3	3
386	представляется нам	4	3
387	когда он	3	3
388	оно не	2	3
389	и с	7	3
390	если не	3	3
391	тогда когда	10	3
392	на место	2	3
393	раз и	3	3
394	жизни и	2	3
395	он сам	2	3
396	из этого	3	3
397	научного мышления	3	3
398	не говорит	3	3
399	слова в	3	3
400	как на	4	3
401	же самое	7	3
402	но с	2	3
403	этих двух	4	3
404	мы могли	16	3
405	но он	8	3
406	способность к	3	2
407	все более	4	2
408	к одному	4	2
409	которое дает	3	2
410	о которых	2	2
411	сущности говоря	5	2
412	но мы	7	2
413	слова не	2	2
414	так же	22	2
415	той мере	3	2
416	в процессе	37	2
417	не имеют	4	2
418	в одной	2	2
419	выступает в	2	2
420	не способен	3	2
421	обе эти	8	2
422	является в	2	2
423	к которому	7	2
424	при переходе	2	2
425	и эти	2	2
426	как показывает	6	2
427	что именно	4	2
428	только по	4	2
429	случае мы	2	2
430	на всем	5	2
431	и при	4	2
432	когда мы	4	2
433	в обратном	2	2
434	может ли	2	2
435	быть в	3	2
436	не являются	2	2
437	образом в	2	2
438	отношением к	3	2
439	в прошлом	2	2
440	как я	3	2
441	тому что	14	2
442	а только	8	2
443	с другом	10	2
444	собой и	3	2
445	мы вынуждены	2	2
446	по законам	3	2
447	равной мере	4	2
448	этой точки	7	2
449	в готовом	5	2
450	смысле этого	2	2
451	не требует	3	2
452	на все	7	2
453	всем протяжении	5	2
454	тем или	2	2
455	там где	2	2
456	к их	2	2
457	своей природе	4	2
458	по одному	5	2
459	что с	7	2
460	отношений и	5	2
461	и другими	3	2
462	как совокупность	2	2
463	во всей	3	2
464	который по	2	2
465	слов и	3	2
466	требует от	6	2
467	по существу	5	2
468	чем это	2	2
469	не возникает	2	2
470	одно и	2	2
471	мы видим	6	2
472	он оказывается	2	2
473	к другим	2	2
474	собой не	2	2
475	или не	2	2
476	совершенно очевидно	2	2
477	то и	2	2
478	собой в	2	2
479	сегодня в	2	2
480	мы можем	15	2
481	исходит из	2	2
482	своего собственного	3	2
483	значение в	3	2
484	за скобки	2	2
485	прежде чем	2	2
486	на первый	2	2
487	должен был	3	2
488	имеет свою	5	2
489	у нас	4	2
490	все равно	2	2
491	со всеми	2	2
492	не означает	5	2
493	но они	2	2
494	сих пор	3	2
495	но если	7	2
496	моментов в	4	2
497	в ином	3	2
498	друг с	10	2
499	на протяжении	2	2
500	только его	2	2
501	обоих случаях	2	2
502	не имеет	7	2
503	выходит далеко	3	2
504	вообще не	5	2
505	раз в	4	2
506	он произносит	2	2
507	он может	5	2
508	даже самое	2	2
509	уже по	5	2
510	которого является	2	2
511	их в	3	2
512	к ним	2	2
513	зависит от	4	2
514	еще более	5	2
515	что при	4	2
516	отношения между	3	2
517	этот вопрос	8	2
518	или иным	2	2
519	что между	5	2
520	если он	4	2
521	не можем	2	2
522	учение о	3	2
523	может не	3	2
524	далеко за	4	2
525	к другому	3	2
526	мы и	6	2
527	могут оказаться	2	2
528	взгляд на	3	2
529	и только	4	2
530	и сами	2	2
531	как его	2	2
532	до сих	3	2
533	который всегда	2	2
534	возвращает нас	2	2
535	мы будем	4	2
536	его собственной	2	2
537	в системе	4	2
