N	2gram	Trubetskoy	Myslijsy
250	течением времени	3	3
251	без помощи	2	3
252	для этого	2	3
253	и наконец	2	3
254	и из	2	3
255	связанные с	7	3
256	есть как	2	3
257	в новом	2	3
258	ясно что	3	3
259	человек должен	2	3
260	которые в	2	3
261	ничем не	4	3
262	в общем	8	3
263	с одним	2	3
264	случае не	3	3
265	признать что	2	3
266	в результате	3	3
267	большею частью	2	3
268	из своих	2	3
269	образом если	2	3
270	должен был	4	3
271	как о	3	3
272	или иначе	3	3
273	основано на	2	2
274	должны признать	2	2
275	на пути	2	2
276	уже с	3	2
277	на друга	2	2
278	людей и	2	2
279	нужно чтобы	2	2
280	отличаются от	2	2
281	то с	3	2
282	быть и	2	2
283	живых существ	2	2
284	целый ряд	4	2
285	по своей	2	2
286	тому же	5	2
287	когда он	3	2
288	бы например	2	2
289	и другой	2	2
290	и после	2	2
291	отчасти от	2	2
292	и заставляет	2	2
293	с тех	2	2
294	когда же	2	2
295	может ли	2	2
296	его от	2	2
297	связано с	2	2
298	же как	3	2
299	не исчерпывается	2	2
300	и нет	3	2
301	то или	2	2
302	отличается от	2	2
303	никем не	2	2
304	друг на	2	2
305	к его	2	2
306	к другу	2	2
307	из которых	4	2
308	именно из	2	2
309	но когда	2	2
310	по своим	2	2
