N	2gram	Bakhtin_Pr	Analitik
373	он может	2	2
374	в эстетическом	3	2
375	не вполне	2	2
376	языка в	3	2
377	лица и	2	2
378	коем случае	2	2
379	есть чисто	6	2
380	об искусстве	3	2
381	здесь совершенно	3	2
382	не можем	2	2
383	и должны	2	2
384	и только	4	2
385	в форме	4	2
386	как его	3	2
387	и становится	7	2
388	мы будем	3	2
389	художественного творчества	12	2
