N	2gram	Ircho_Kome	KulturaY
440	не означает	2	2
441	но они	2	2
442	раз на	3	2
443	время как	6	2
444	ко времени	3	2
445	едва ли	16	2
446	в литературе	2	2
447	точек зрения	2	2
448	за то	4	2
449	отрывки из	4	2
450	от друга	2	2
451	имело место	2	2
452	и одновременно	3	2
453	правда в	3	2
454	к числу	2	2
455	и теперь	3	2
456	чем это	2	2
457	большей частью	3	2
458	является не	2	2
459	друг другу	2	2
460	в период	5	2
461	и после	3	2
462	в себя	3	2
463	чем же	2	2
464	в пользу	3	2
465	это время	5	2
466	важно что	3	2
