N	2gram	Bakhtin_Fr	DiskursI
143	сказать что	12	5
144	но она	5	5
145	из этих	4	5
146	так сказать	2	5
147	за пределы	4	5
148	с ее	7	5
149	во второй	3	5
150	в значительной	2	5
151	но они	6	5
152	известной степени	4	5
153	на протяжении	2	5
154	в литературе	4	5
155	подобно тому	2	5
156	можно говорить	2	5
157	в акте	5	5
158	зрения на	5	5
159	на этом	7	5
160	в сторону	2	5
161	в той	2	5
162	как раз	5	5
163	говорить о	5	5
164	же самое	3	5
165	в ней	10	5
166	тем что	3	5
167	становления и	2	5
168	до конца	2	4
169	не могут	3	4
170	и прежде	4	4
171	подобного рода	2	4
172	у них	2	4
173	и др	11	4
174	по своему	5	4
175	как это	5	4
176	и это	5	4
177	более того	3	4
178	произведение в	2	4
179	на его	2	4
180	что не	4	4
181	в году	6	4
182	и до	3	4
183	и во	4	4
184	что они	3	4
185	в первом	3	4
186	до известной	4	4
187	это в	3	4
188	существенную роль	9	4
189	в результате	5	4
190	по преимуществу	2	4
191	связи с	7	4
192	одним из	7	4
193	традиции в	2	4
194	или на	2	4
195	есть в	5	4
196	в жизни	4	4
197	в самом	7	4
198	и к	7	4
199	или в	3	4
200	и само	2	4
201	и есть	5	4
202	с ним	6	4
203	еще и	6	3
204	и притом	2	3
205	не подлежит	2	3
206	этого рода	3	3
207	вплоть до	2	3
208	в форме	2	3
209	там же	3	3
210	это и	10	3
211	в новом	3	3
212	в области	2	3
213	здесь как	4	3
214	в одно	2	3
215	но оно	4	3
216	тенденция к	4	3
217	как на	6	3
218	своего времени	3	3
219	характер и	2	3
220	они и	3	3
221	на том	2	3
222	они не	5	3
223	более или	2	3
224	об этом	5	3
225	заметить что	2	3
226	в романе	15	3
227	которая в	2	3
228	дистанции между	2	3
229	что на	3	3
230	их с	4	3
231	но здесь	3	3
232	и он	4	3
233	в сферу	2	3
234	для этого	2	3
235	числе и	3	3
236	все эти	12	3
237	было бы	5	3
238	этой традиции	6	3
239	мы не	6	3
240	более не	2	3
241	на языке	3	3
242	том числе	6	3
243	как мы	16	3
244	да и	2	3
245	и от	6	3
246	тут же	2	3
247	с этим	6	3
248	в начале	2	3
249	его как	4	3
250	особенно в	4	3
251	из важнейших	2	3
252	хотя бы	2	3
253	к ней	2	3
254	и по	3	3
255	с миром	10	3
256	на первый	4	3
257	внешнем мире	2	3
258	и наконец	5	3
259	как у	2	3
260	чем не	3	3
261	в пределе	6	3
262	или менее	2	3
263	но все	2	3
264	не имеет	4	3
265	всей своей	2	3
266	не случайно	3	3
267	их в	2	3
268	когда он	2	3
269	мира с	2	3
270	жизни и	11	3
271	место в	3	3
272	и сам	2	3
273	момент в	2	3
274	в большинстве	6	3
275	слова и	2	3
276	и что	3	3
277	и без	3	3
278	вместе с	5	3
279	в книге	2	2
280	от его	4	2
281	в отношении	2	2
282	чтобы не	2	2
283	в третьем	3	2
284	ни о	2	2
285	о природе	2	2
286	граница между	3	2
287	для всех	4	2
288	они были	2	2
289	включает в	2	2
290	в каждом	3	2
291	все то	6	2
292	в пятой	3	2
293	как к	2	2
294	за счет	2	2
295	и вся	2	2
296	и при	2	2
297	к своему	2	2
298	во времени	2	2
299	самом деле	6	2
300	в чем	6	2
301	его не	5	2
302	что даже	2	2
303	по существу	4	2
304	мы видели	11	2
305	так например	3	2
306	со всей	2	2
307	к нему	5	2
308	о мире	2	2
309	с самого	3	2
310	в г	2	2
311	в различных	3	2
312	а потому	2	2
313	говорит и	2	2
314	самим собой	2	2
315	так в	3	2
316	распространяется на	2	2
317	большинстве случаев	6	2
318	же не	2	2
319	не могло	3	2
320	о своей	2	2
321	самого начала	3	2
322	себя и	2	2
323	все это	15	2
324	свидетельствуют о	2	2
325	выходит за	3	2
326	и они	2	2
327	же как	4	2
328	вовсе не	19	2
329	по поводу	5	2
330	и вообще	3	2
331	до нас	4	2
332	право на	10	2
333	с другими	3	2
334	тем более	3	2
335	в первой	5	2
336	что она	4	2
337	это было	4	2
338	мысли и	6	2
339	к концу	2	2
340	мы можем	5	2
341	на него	2	2
342	целый ряд	2	2
343	себя самого	2	2
344	если бы	2	2
345	связаны с	8	2
346	народа и	2	2
347	для того	8	2
348	и их	6	2
349	как его	2	2
350	за его	2	2
351	такой же	5	2
352	нас в	4	2
353	на фоне	4	2
354	человеком и	2	2
355	на этот	4	2
356	у него	4	2
357	ни с	2	2
358	человека с	5	2
359	поэтому в	4	2
360	на то	2	2
361	в самой	8	2
362	романа в	2	2
363	под названием	3	2
364	время и	2	2
365	и с	18	2
366	но на	3	2
367	мы все	2	2
368	в пьесе	2	2
369	только о	2	2
370	и только	2	2
371	в нашем	3	2
372	и смертью	2	2
373	в четвертой	3	2
374	народного творчества	2	2
375	а как	3	2
376	с помощью	6	2
