N	2gram	Tiupa_Narr	RusskieA
231	отношению к	5	3
232	сих пор	3	3
233	что касается	3	3
234	с одной	5	3
235	на этот	2	3
236	восходит к	2	3
237	не к	4	3
238	на то	4	3
239	все что	4	3
240	слова в	4	3
241	в русской	3	3
242	можно назвать	2	3
243	с точки	2	3
244	сводится к	10	3
245	говорит о	3	3
246	здесь не	4	3
247	и его	12	3
248	нас нет	2	3
249	по его	3	3
250	как на	2	3
251	что именно	2	3
252	тому же	9	3
253	быть и	3	3
254	до сих	3	3
255	и притом	3	2
256	могло бы	3	2
257	в себе	14	2
258	перед нами	9	2
259	с другим	2	2
260	за столом	2	2
261	в силу	5	2
262	в конце	4	2
263	отношение к	2	2
264	и наконец	2	2
265	одним из	2	2
266	и тем	9	2
267	а как	2	2
268	между ними	3	2
269	так называемая	2	2
270	в частности	23	2
271	самом деле	4	2
272	т п	2	2
273	утверждает что	2	2
274	к различным	2	2
275	е годы	2	2
276	в него	2	2
277	тот кто	2	2
278	только с	2	2
279	участие в	2	2
280	они не	3	2
281	в церкви	2	2
282	людей и	2	2
283	точка зрения	5	2
284	одной стороны	5	2
285	ответ на	6	2
286	но возможно	2	2
287	в состав	5	2
288	с нею	2	2
289	в е	3	2
290	исходя из	4	2
291	о своей	3	2
292	между двумя	6	2
293	когда в	4	2
294	и когда	3	2
295	и дело	2	2
296	в двух	2	2
297	можно сказать	11	2
298	обращается к	3	2
299	интерес к	3	2
300	который в	2	2
301	для обозначения	2	2
302	для него	8	2
303	с его	6	2
304	и состоит	6	2
305	сказать что	5	2
306	пока еще	4	2
307	он не	8	2
308	другой стороны	2	2
309	и он	8	2
310	в начале	4	2
311	тем более	2	2
312	в равной	3	2
313	дело в	2	2
314	его как	2	2
315	особенно в	3	2
316	если она	3	2
317	этом и	5	2
318	и даже	4	2
319	мы можем	2	2
320	этом отношении	5	2
321	не является	7	2
322	как по	2	2
323	с этой	3	2
324	как у	6	2
325	в пределах	2	2
326	нас в	2	2
327	не могло	3	2
328	или просто	2	2
329	как известно	3	2
330	в жизни	9	2
331	и является	2	2
332	не случайно	2	2
333	за пределами	3	2
334	в чем	3	2
335	в ряде	2	2
336	оно не	4	2
337	быть не	3	2
338	следует признать	2	2
339	о них	5	2
340	по себе	4	2
341	раз и	2	2
342	также не	2	2
343	к другому	2	2
344	значения и	2	2
345	из деревни	2	2
346	человека который	2	2
347	у него	13	2
348	в нашем	4	2
349	о которой	3	2
350	равной степени	3	2
351	однако не	2	2
352	и сами	2	2
