N	2gram	Tiupa_Hudo	Komedia
414	характера в	4	2
415	ни одна	2	2
416	да не	2	2
417	еще раз	2	2
418	человека и	4	2
419	такая же	2	2
420	не как	3	2
421	в конечном	5	2
422	где в	2	2
423	никак не	3	2
424	в произведениях	2	2
425	от себя	3	2
426	в любви	2	2
427	во времени	2	2
428	жизни так	4	2
429	начинается с	2	2
430	же из	2	2
431	что даже	2	2
432	первой из	2	2
433	того что	5	2
434	со всей	2	2
435	о нем	4	2
436	с матерью	2	2
437	только потому	2	2
438	в душе	6	2
439	как уже	3	2
440	что все	3	2
441	и тех	3	2
442	но еще	3	2
443	мы узнаем	5	2
444	была бы	3	2
445	жизнь в	3	2
446	на свой	3	2
447	во втором	2	2
448	чувства в	2	2
449	выступает в	2	2
450	я теперь	2	2
451	видит себя	4	2
452	этого человека	2	2
453	же касается	2	2
454	и сама	3	2
455	вторая половина	2	2
456	живет в	2	2
457	здесь не	2	2
458	не была	3	2
459	с такой	3	2
460	в полном	2	2
461	все эти	4	2
462	себя и	4	2
463	в центре	4	2
464	эти слова	3	2
465	рядом с	5	2
466	приходит в	2	2
467	бы и	2	2
468	если говорить	3	2
469	особенно в	3	2
470	первом случае	2	2
471	у вас	3	2
472	то в	6	2
473	как например	2	2
474	с другими	2	2
475	в литературе	3	2
476	но это	2	2
477	человека а	2	2
478	однако и	5	2
479	не все	2	2
480	и так	3	2
481	о котором	2	2
482	дело не	2	2
483	на свете	2	2
484	с мужем	2	2
485	а о	2	2
486	молодой женщины	2	2
487	перед собой	2	2
488	то чтобы	2	2
489	обращение к	2	2
490	с ее	7	2
491	разговоре с	2	2
492	я и	7	2
493	превращается в	6	2
494	на земле	2	2
495	жизни в	12	2
496	как по	2	2
497	было ясно	2	2
498	зрения на	2	2
499	явно не	2	2
500	начнем с	2	2
501	не означает	2	2
502	в тот	3	2
503	речь в	2	2
504	как только	3	2
505	для него	15	2
506	в жизни	9	2
507	это уже	2	2
508	его жизни	6	2
509	подобно тому	4	2
510	до вечера	2	2
511	это была	2	2
512	отсюда и	2	2
513	представляется нам	3	2
514	это были	2	2
515	еще одна	3	2
516	и ты	2	2
517	в настоящем	2	2
518	и она	2	2
519	как она	3	2
520	тому как	4	2
521	не знаем	2	2
522	которой он	2	2
523	к жизни	6	2
524	сводится к	7	2
525	к другому	5	2
526	говорит о	4	2
527	на стороне	2	2
528	на примере	2	2
529	мы уже	7	2
530	и только	2	2
531	в форме	2	2
532	именно на	2	2
533	на фоне	5	2
534	же и	3	2
535	одних и	2	2
536	с такими	2	2
537	как от	2	2
