N	2gram	Bakhtin_Pr	FransuaR
116	и здесь	5	23
117	есть и	2	23
118	к нему	13	23
119	большинстве случаев	3	23
120	и о	5	22
121	и во	2	22
122	даже в	7	22
123	а в	9	22
124	что и	10	22
125	там где	12	22
126	поэтому и	3	22
127	и других	8	22
128	тем что	5	22
129	вместе с	2	22
130	не было	5	22
131	именно в	8	21
132	в своих	5	21
133	в себя	3	21
134	в отношении	3	21
135	и наконец	5	21
136	ни в	5	21
137	одним из	11	21
138	есть в	10	21
139	и как	10	21
140	уже в	9	21
141	в образе	4	20
142	как раз	9	20
143	этом отношении	7	20
144	в виду	2	20
145	с точки	21	20
146	самом деле	9	20
147	и это	5	20
148	в форме	8	19
149	в дальнейшем	2	19
150	их в	8	19
151	к этому	6	19
152	было бы	10	19
153	за пределы	10	19
154	далеко не	3	19
155	с другой	3	19
156	с ее	5	19
157	на протяжении	3	19
158	это в	3	18
159	на мир	10	18
160	здесь не	2	18
161	превращается в	4	18
162	но они	4	18
163	это и	10	18
164	перед нами	8	18
165	одна из	4	18
166	конечно и	5	18
167	в плане	5	17
168	своего времени	3	17
169	для того	3	17
170	но все	8	17
171	того что	4	17
172	можно было	5	17
173	в результате	6	17
174	и смерти	7	17
175	на его	7	17
176	и вот	4	17
177	конечно не	7	17
178	а не	30	17
179	между тем	5	16
180	нужно сказать	2	16
181	тот же	4	16
182	ничего не	8	16
183	в свете	4	16
184	в начале	3	16
185	между ними	4	16
186	начала и	3	16
187	они не	5	16
188	и одновременно	5	16
189	одно из	2	15
190	в истории	3	15
191	мысли и	5	15
192	в нашем	3	15
193	и прежде	2	15
194	как на	4	15
195	в первой	3	15
196	с их	9	15
197	в которой	6	15
198	в самой	10	15
199	с начала	2	15
200	характерно что	2	15
201	из этих	2	15
202	мы не	3	14
203	все что	6	14
204	по существу	5	14
205	в данном	3	14
206	и он	3	14
207	с миром	2	14
208	несмотря на	7	14
209	и по	4	14
210	в чем	2	14
211	в котором	6	14
212	образом в	2	14
213	как он	5	13
214	отличие от	3	13
215	что все	5	13
216	о мире	6	13
217	на языке	2	13
218	это было	3	13
219	здесь нет	3	13
220	или в	2	13
221	с этим	2	13
222	и еще	2	13
223	бы в	7	13
224	жизнь и	3	13
225	в жизни	7	13
226	в мире	10	13
227	и есть	6	13
228	и сам	5	13
229	мира в	6	13
230	в книге	4	13
231	более того	5	13
232	не на	6	13
233	и эта	3	13
234	во все	5	13
235	его к	4	13
236	в одной	9	13
237	в основном	2	13
238	они и	3	13
239	не знает	5	13
240	мир и	6	13
241	подчеркнуть что	4	13
242	в последующих	2	13
243	мировой литературы	2	12
244	лишь в	4	12
245	только для	2	12
246	у нас	2	12
247	здесь с	3	12
248	не могут	6	12
249	во всей	2	12
250	все то	5	12
251	менее всего	4	12
252	жизни в	3	12
253	в пределах	13	12
254	благодаря этому	2	12
255	и ее	5	12
256	но именно	5	12
257	те же	3	12
258	характерно для	2	12
259	он в	3	12
260	но здесь	2	12
261	место в	2	12
262	можно сказать	3	12
263	мы слышим	2	12
264	о нем	16	12
265	другой стороны	3	12
266	об этом	4	12
267	в творчестве	6	12
268	наконец в	2	11
269	все время	4	11
270	и более	2	11
271	зрения на	12	11
272	он говорит	3	11
273	уже не	14	11
274	и что	2	11
275	другими словами	2	11
276	отметить что	2	11
277	слова и	2	11
278	и особенно	2	11
279	и т.д	2	11
280	с ними	3	11
281	той или	3	11
282	что они	3	11
283	в отличие	3	11
284	данном случае	3	10
285	сочетается с	6	10
286	или иной	3	10
287	на котором	3	10
288	для понимания	5	10
289	по преимуществу	3	10
290	в изображении	2	10
291	на этот	2	10
292	поэтому в	2	10
293	в процессе	4	10
294	человека и	2	10
295	конце концов	7	10
296	выходит за	2	10
297	его как	6	10
298	мы остановимся	3	10
299	что для	4	10
300	им в	4	10
301	выражение в	6	10
302	по отношению	17	10
303	даже и	2	10
304	в целом	8	10
305	да и	3	10
306	все его	4	10
307	еще раз	3	9
308	что не	6	9
309	весь этот	2	9
310	со всею	3	9
311	именно на	2	9
312	относится к	2	9
313	но как	4	9
314	это как	2	9
315	как это	2	9
316	с образом	3	9
317	отношению к	17	9
318	видим что	2	9
319	романа в	8	9
320	для нас	3	9
321	и со	3	9
322	как к	3	9
323	что образ	2	9
324	не имеет	2	9
325	в которых	2	9
326	же в	3	9
327	ведь это	3	9
328	но конечно	3	9
329	своего романа	2	9
330	конечно в	2	9
331	мы можем	3	9
332	но на	2	9
333	отношения к	4	9
334	чем же	2	9
335	от него	3	8
336	следовательно и	2	8
337	так что	3	8
338	людей и	2	8
339	здесь мы	3	8
340	от этого	2	8
341	с самого	3	8
342	со всем	2	8
343	для этого	4	8
344	протяжении всего	2	8
345	если бы	12	8
346	но эта	4	8
347	в другое	3	8
348	мы сказали	2	8
349	по поводу	2	8
350	это очень	4	8
351	но эти	2	8
352	перестает быть	4	8
353	в совершенно	2	8
354	все те	2	8
355	одном из	3	8
356	самой жизни	2	8
357	всего в	2	8
358	сам он	5	8
359	т.п все	2	8
360	борьба с	2	8
361	но с	4	8
362	его целом	8	8
363	не менее	3	8
364	он как	4	8
365	в этот	2	8
366	то время	3	8
367	переходим к	2	8
368	к этим	2	7
369	а как	8	7
370	точку зрения	9	7
371	шекспира и	2	7
372	точка зрения	14	7
373	времени в	2	7
374	всего романа	3	7
375	никак не	3	7
376	не как	15	7
377	последнее слово	10	7
378	себе и	3	7
379	что у	5	7
380	тому как	5	7
381	есть только	5	7
382	правда в	2	7
383	его не	2	7
384	только с	2	7
385	по этому	2	7
386	мир в	4	7
387	во всяком	5	7
388	себя в	5	7
389	к ним	3	7
390	подобно тому	5	7
391	из которых	3	7
392	в таком	2	7
393	как его	2	7
394	был бы	6	7
395	на него	4	7
396	и оценки	2	7
397	от них	3	7
398	что значит	2	7
399	к себе	2	7
400	его творчество	4	7
401	которые были	3	7
402	нет и	4	7
403	и этим	2	7
404	своей книге	2	7
405	же и	2	7
406	в искусстве	2	6
407	переходит в	2	6
408	нет ни	5	6
409	как у	4	6
410	он может	4	6
411	сущности только	2	6
412	входит в	11	6
413	или даже	2	6
414	не дает	4	6
415	ее в	2	6
416	своей эпохи	3	6
417	жизнь в	2	6
418	могут быть	5	6
419	для них	3	6
420	что она	6	6
421	в противоположность	3	6
422	котором мы	2	6
423	совершенно не	2	6
424	а именно	4	6
425	и перед	3	6
426	во времени	4	6
427	и следовательно	7	6
428	его на	2	6
429	его и	4	6
430	друг друга	10	6
431	и был	3	6
432	в один	2	6
433	и вы	2	6
434	самого начала	4	6
435	для своего	2	6
436	понимания и	2	6
437	этого слова	3	6
438	уже и	2	6
439	не могли	3	6
440	хотя бы	5	6
441	и слово	6	6
442	от того	4	6
443	то он	3	6
444	имеем в	2	6
445	как она	2	6
446	находится в	2	6
447	как будто	4	6
448	которые в	2	6
449	за счет	2	6
450	например у	2	6
451	не столько	3	6
452	в обычном	3	6
453	и пр	3	6
454	со своими	6	6
455	говорить о	3	6
456	таким же	4	6
457	тем самым	3	5
458	он понимает	2	5
459	тогда когда	2	5
460	своей жизни	2	5
461	вступают в	3	5
462	быть только	3	5
463	нисколько не	2	5
464	и самого	4	5
465	в первом	3	5
466	должна быть	4	5
467	которую он	2	5
468	тем более	2	5
469	из его	4	5
470	друг с	4	5
471	но только	3	5
472	можно говорить	2	5
473	в другой	4	5
474	не является	2	5
475	что мы	2	5
476	чем в	3	5
477	мире в	3	5
478	ему не	2	5
479	для его	4	5
480	в человеке	15	5
481	есть не	3	5
482	проявляется в	2	5
483	ничем не	2	5
484	в произведении	4	5
485	в едином	6	5
486	с другими	11	5
487	с другом	4	5
488	его романа	2	5
489	сливается с	6	5
490	ведь он	2	5
491	как например	2	5
492	друг в	3	5
493	должно быть	4	5
494	словом и	2	5
495	ко всем	2	5
496	и самое	4	5
497	одного и	2	5
498	ни было	4	5
499	смысл и	2	5
500	сравнению с	2	5
501	автора и	7	5
502	слова в	4	5
503	бы и	6	5
504	всяком случае	3	5
505	форму и	2	5
506	он сам	9	5
507	что было	4	5
508	и только	2	5
509	бы не	3	5
510	что дело	2	5
511	со всей	2	5
512	себя и	4	5
513	входят в	3	5
514	отсюда и	2	5
515	по сравнению	2	5
516	и над	2	5
517	из одного	4	5
518	раз и	4	5
519	все в	7	5
520	дано в	3	5
521	этой новой	2	5
522	у шекспира	2	5
523	не во	3	5
524	на первом	2	5
525	всем этим	2	5
526	слово в	3	5
527	же как	5	5
528	мы имеем	2	5
529	только то	3	5
530	человека в	8	5
531	этот мир	3	5
532	с одним	2	5
533	он знает	3	5
534	как ее	2	4
535	говорит об	2	4
536	в каждом	11	4
537	он еще	2	4
538	же мы	2	4
539	этого мира	6	4
540	значение для	2	4
541	в уста	3	4
542	в мировоззрении	3	4
543	оно ни	2	4
544	именно этот	2	4
545	понять и	3	4
546	прошлого и	2	4
547	ведь они	2	4
548	о себе	12	4
549	на которой	2	4
550	о них	2	4
551	я не	7	4
552	по ту	2	4
553	слов о	2	4
554	есть с	2	4
555	кажется что	4	4
556	друг другу	3	4
557	что из	3	4
558	образ в	2	4
559	образом все	2	4
560	самом начале	3	4
561	правда о	2	4
562	в прошлое	2	4
563	говорит он	9	4
564	в контексте	2	4
565	представляется нам	2	4
566	дело идет	12	4
567	предисловии к	2	4
568	них в	2	4
569	ее как	3	4
570	на это	2	4
571	нигде не	6	4
572	но ведь	4	4
573	заключается в	3	4
574	если же	3	4
575	точек зрения	5	4
576	романа но	3	4
577	но для	2	4
578	ряде других	2	4
579	со своим	4	4
580	их и	3	4
581	ту сторону	2	4
582	и притом	3	4
583	находит свое	2	4
584	не так	3	4
585	заметить что	2	4
586	сочетается здесь	2	4
587	и само	2	4
588	самого автора	7	4
589	ни одного	4	4
590	ли он	2	4
591	который в	2	4
592	в чисто	2	4
593	это вовсе	2	4
594	знает и	2	4
595	его жизни	2	4
596	или же	2	4
597	оно не	2	4
598	этот вопрос	3	4
599	не совсем	2	4
600	что я	2	4
601	них не	2	4
602	и становится	2	4
603	у меня	4	4
604	мы и	2	4
605	свою жизнь	2	4
606	не раз	3	4
607	есть нечто	2	4
608	и тем	2	4
609	разобранные нами	2	4
610	нем и	2	4
611	не входит	3	4
612	из тех	3	4
613	со всех	2	4
614	не исчерпывается	3	4
615	в словах	2	4
616	эти три	2	4
617	и вполне	2	4
618	нами в	5	4
619	не по	3	4
620	она и	3	4
621	можно найти	3	4
622	ни на	2	4
623	в смысле	4	4
624	время и	2	4
625	по себе	13	4
626	и понимания	3	3
627	в каком	2	3
628	утрачивает свою	2	3
629	он есть	5	3
630	друг от	2	3
631	смысле этого	2	3
632	роман в	2	3
633	является одним	2	3
634	в точке	5	3
635	она не	9	3
636	его творчестве	3	3
637	на равных	2	3
638	в дантовском	2	3
639	в художественном	5	3
640	которая не	2	3
641	переходит к	2	3
642	нам важно	3	3
643	не о	3	3
644	в новую	3	3
645	материал и	2	3
646	именно потому	3	3
647	уже отмечали	2	3
648	от друга	2	3
649	идет не	6	3
650	у самого	3	3
651	же вы	3	3
652	также не	2	3
653	в каждой	3	3
654	ни одной	3	3
655	иной степени	2	3
656	не потому	4	3
657	которые он	3	3
658	в большом	3	3
659	в произведениях	5	3
660	для других	2	3
661	у вас	4	3
662	со стороны	6	3
663	этой работы	2	3
664	тому что	3	3
665	быть в	2	3
666	видения и	10	3
667	целом ряде	3	3
668	как вы	4	3
669	его творчества	8	3
670	и мир	4	3
671	бы то	3	3
672	в мир	4	3
673	одной плоскости	7	3
674	есть то	4	3
675	к человеку	3	3
676	они могут	2	3
677	дантовском мире	3	3
678	же это	2	3
679	вводит в	2	3
680	бы к	2	3
681	именно и	2	3
682	между отдельными	2	3
683	него в	2	3
684	ее с	3	3
685	вследствие этого	2	3
686	лишь как	6	3
687	время как	2	3
688	человек в	2	3
689	был не	2	3
690	не из	3	3
691	чтобы его	2	3
692	лежат в	2	3
693	слова но	2	3
694	как человек	2	3
695	углом зрения	2	3
696	а с	4	3
697	здесь конечно	3	3
698	этих условиях	2	3
699	и другими	6	3
700	а потому	4	3
701	о шекспире	2	3
702	вот почему	3	3
703	то ни	3	3
704	на материале	6	3
705	какой бы	2	3
706	такой образ	2	3
707	за ним	2	3
708	по своим	4	3
709	проникнуть в	2	3
710	все три	6	3
711	где она	2	3
712	и благодаря	2	3
713	на своем	2	3
714	характера и	2	3
715	является не	3	3
716	особый тип	2	3
717	этом смысле	12	3
718	все стороны	2	3
719	остается в	2	3
720	и через	2	3
721	но есть	2	3
722	он видел	2	3
723	что именно	2	3
724	воспринимается как	3	3
725	существует только	2	3
726	тем как	4	3
727	бы он	3	3
728	только чисто	2	3
729	с которой	4	3
730	и свое	2	3
731	и уже	3	3
732	себя самого	5	3
733	себе все	2	3
734	как целое	2	3
735	и тон	2	3
736	него не	4	3
737	не есть	2	3
738	не укладывается	2	3
739	приводит к	4	3
740	в устах	2	3
741	в лучшем	3	3
742	сознания в	2	3
743	так чтобы	3	3
744	себя на	2	3
745	говорили в	2	3
746	он все	2	2
747	о человеке	2	2
748	как же	5	2
749	мы должны	6	2
750	в построении	5	2
751	а и	2	2
752	подчеркивает что	2	2
753	приводит его	3	2
754	с самим	3	2
755	нем в	2	2
756	должна была	4	2
757	и автор	2	2
758	человеческой мысли	2	2
759	никак нельзя	2	2
760	в зоне	2	2
761	а только	3	2
762	сводить к	2	2
763	вне их	2	2
764	в пространстве	3	2
765	только один	2	2
766	для самого	2	2
767	роман с	2	2
768	человека а	2	2
769	его с	2	2
770	и построения	3	2
771	бы быть	3	2
772	их здесь	2	2
773	о своем	2	2
774	формы его	2	2
775	словесного стиля	2	2
776	и рождается	2	2
777	линии развития	2	2
778	он уже	2	2
779	но у	5	2
780	которой можно	2	2
781	несколько подробнее	2	2
782	в разрезе	5	2
783	к той	2	2
784	всей его	2	2
785	данте и	2	2
786	проникновения в	4	2
787	в самую	2	2
788	если не	2	2
789	в настоящем	4	2
790	же что	5	2
791	звучит в	2	2
792	друг к	4	2
793	раз подчеркнуть	2	2
794	ибо в	2	2
795	и оценить	2	2
796	и положений	2	2
797	нам важна	5	2
798	с которыми	2	2
799	за собой	3	2
800	лишь один	2	2
801	входящих в	2	2
802	современной ему	2	2
803	в идее	2	2
804	понимает и	2	2
805	на вопрос	2	2
806	человеческой жизни	4	2
807	он остается	2	2
808	мы его	2	2
809	они уже	4	2
810	как образ	2	2
811	все ведущие	3	2
812	себе самому	3	2
813	мира но	2	2
814	ни того	2	2
815	всего что	2	2
816	не от	2	2
817	что если	4	2
818	нам кажется	4	2
819	в науке	2	2
820	совершенно справедливо	2	2
821	к другу	4	2
822	же по	3	2
823	в какой	2	2
824	совпадает с	3	2
825	и всех	2	2
826	последним словом	2	2
827	говорит сам	2	2
828	точкой зрения	3	2
829	ее и	2	2
830	или к	2	2
831	всеми своими	2	2
832	и внутренне	3	2
833	и всякой	2	2
834	условия для	2	2
835	а его	3	2
836	то оно	3	2
837	раскрыть и	2	2
838	равных правах	3	2
839	это лишь	2	2
840	есть он	2	2
841	именно к	2	2
842	совершенно так	2	2
843	можем сказать	2	2
844	чтобы в	2	2
845	сознания и	9	2
846	была для	3	2
847	и нет	2	2
848	время не	3	2
849	отличается от	3	2
850	это делает	2	2
851	или точнее	2	2
852	в рамки	2	2
853	остается вне	2	2
854	иногда почти	2	2
855	или как	5	2
856	все остальное	2	2
857	том и	2	2
858	одинаково не	2	2
859	за пределами	2	2
860	на почве	5	2
861	он воспринимает	2	2
862	он создал	2	2
863	лежащие в	2	2
864	его произведениях	3	2
865	обычном смысле	2	2
866	другом случае	2	2
867	мира не	2	2
868	важна здесь	4	2
869	и земли	2	2
870	в единстве	7	2
871	героя в	9	2
872	подхода к	2	2
873	плана в	2	2
874	самые основы	2	2
875	что может	2	2
876	себе самом	9	2
877	только он	2	2
878	самое слово	2	2
879	лишь там	2	2
880	для такого	2	2
881	и свою	2	2
882	что оно	2	2
883	построены в	2	2
884	недопустимо сводить	2	2
885	не все	2	2
886	в речах	2	2
887	особенности его	5	2
888	а о	4	2
889	вне его	2	2
890	нему и	2	2
891	и оно	2	2
892	героев и	7	2
893	мысли в	2	2
894	как только	2	2
895	диалога в	2	2
896	оно может	2	2
897	найти в	2	2
898	жизни а	2	2
899	вы что	2	2
900	глубокое и	3	2
901	и художественно	3	2
902	они ни	2	2
903	ни был	2	2
904	однако не	2	2
905	о двух	2	2
