N	2gram	Losev_Vesc	KulturaY
171	на то	9	9
172	ни в	11	9
173	но для	2	9
174	мы говорим	6	9
175	что мы	17	9
176	и есть	40	9
177	в частности	3	8
178	мере в	2	8
179	только тогда	4	8
180	мы видели	3	8
181	в своих	3	8
182	а потому	2	8
183	что на	2	8
184	в чем	10	8
185	с одной	3	8
186	и о	4	8
187	что они	12	8
188	с его	2	8
189	да и	5	8
190	само по	4	8
191	то и	7	8
192	независимо от	5	8
193	по преимуществу	2	8
194	и как	12	8
195	об этом	5	8
196	тому что	2	8
197	смысл и	12	8
198	заключается в	3	8
199	но все	3	8
200	далеко не	2	8
201	что я	26	8
202	не есть	79	8
203	отнюдь не	8	8
204	в свою	5	7
205	казалось бы	3	7
206	как он	2	7
207	свою очередь	5	7
208	и потому	8	7
209	была бы	3	7
210	бы сказать	2	7
211	а с	3	7
212	она не	9	7
213	нам не	2	7
214	одной стороны	3	7
215	нисколько не	7	7
216	с ними	4	7
217	при чем	2	7
218	никак не	7	7
219	когда мы	6	7
220	не все	3	7
221	как о	5	7
222	же и	2	7
223	в истории	3	7
224	все равно	6	7
225	и более	4	7
226	в самой	3	7
227	есть в	4	7
228	есть лишь	2	7
229	в котором	4	7
230	когда он	2	7
231	с ним	8	7
232	в одном	6	7
233	сводится к	4	7
234	только как	2	7
235	в слове	2	7
236	не значит	11	7
237	учение о	2	7
238	свое время	2	6
239	перед нами	3	6
240	данном случае	2	6
241	о них	4	6
242	она есть	12	6
243	в себе	23	6
244	нуждается в	2	6
245	как к	5	6
246	вообще и	5	6
247	на этом	4	6
248	е в	7	6
249	это только	2	6
250	в свое	2	6
251	от этого	3	6
252	можно ли	7	6
253	на этой	2	6
254	гораздо более	2	6
255	а если	6	6
256	на себя	5	6
257	этой точки	3	6
258	что оно	10	6
259	не столько	2	6
260	в ее	8	6
261	должны быть	6	6
262	той или	3	6
263	в каком-то	5	6
264	не на	2	6
265	что эти	2	6
266	на язык	3	6
267	что значит	8	6
268	как будто	2	6
269	что если	2	6
270	только то	4	6
271	то это	5	6
272	же это	5	6
273	дело не	4	6
274	мы не	8	6
275	отличается от	8	6
276	или в	3	6
277	же время	4	6
278	но только	4	6
279	не с	8	6
280	я в	3	6
281	только что	2	6
282	оно не	6	6
283	приводит к	2	6
284	если не	3	6
285	главным образом	3	6
286	то или	5	6
287	чтобы не	2	6
288	что именно	4	6
289	в сфере	6	6
290	тем же	2	6
291	никогда не	5	5
292	в отношении	7	5
293	к его	2	5
294	как же	6	5
295	мы должны	5	5
296	относится к	6	5
297	к себе	4	5
298	в другом	3	5
299	а это	5	5
300	в конце	3	5
301	но если	12	5
302	слово в	2	5
303	и у	4	5
304	здесь как	2	5
305	имеет смысл	5	5
306	или менее	4	5
307	так что	9	5
308	не так	2	5
309	бы на	3	5
310	более или	4	5
311	учения о	2	5
312	даже и	5	5
313	на вопрос	2	5
314	но как	3	5
315	не то	4	5
316	то не	7	5
317	и тогда	7	5
318	нельзя было	4	5
319	и от	4	5
320	из того	3	5
321	и еще	4	5
322	не как	2	5
323	и даже	12	5
324	переход от	2	5
325	как не	2	5
326	я и	8	5
327	кроме того	5	5
328	превращается в	3	5
329	у него	3	5
330	нас в	3	5
331	лишь как	2	5
332	отношение к	4	5
333	то он	2	5
334	конечно и	2	5
335	о котором	2	5
336	еще более	4	5
337	или иначе	5	5
338	есть не	17	5
339	это так	4	5
340	но что	9	5
341	и их	11	5
342	только не	5	5
343	и того	2	5
344	точка зрения	5	5
345	только о	2	5
346	из предыдущего	2	5
347	и только	11	5
348	быть не	5	5
349	но с	2	5
350	мы находим	5	5
351	не о	2	4
352	к одному	3	4
353	его в	8	4
354	о которых	2	4
355	для меня	3	4
356	различие между	3	4
357	о чем	2	4
358	именно так	2	4
359	обе эти	2	4
360	и выражения	2	4
361	в науке	3	4
362	не говорит	3	4
363	я имею	3	4
364	первом случае	2	4
365	в виде	3	4
366	значит не	4	4
367	то она	2	4
368	же мы	2	4
369	одно из	2	4
370	что о	2	4
371	говорить об	2	4
372	и все	6	4
373	к нему	3	4
374	е на	2	4
375	это уже	2	4
376	мог бы	7	4
377	себе и	2	4
378	совершенно ясно	2	4
379	во втором	2	4
380	и без	4	4
381	одного из	2	4
382	а а	2	4
383	а вот	3	4
384	между ними	6	4
385	однако в	3	4
386	свидетельствует о	3	4
387	же как	3	4
388	вот почему	3	4
389	нужно было	3	4
390	на более	2	4
391	на все	2	4
392	это есть	8	4
393	могла бы	3	4
394	то в	4	4
395	по сравнению	8	4
396	утверждать что	2	4
397	ли это	9	4
398	ведь не	4	4
399	к другой	3	4
400	на это	5	4
401	как можно	5	4
402	в данной	2	4
403	как я	6	4
404	мы можем	4	4
405	говорить что	4	4
406	в возможности	2	4
407	д и	11	4
408	но ведь	2	4
409	понимать как	2	4
410	ли в	3	4
411	отношения к	3	4
412	ни на	7	4
413	не к	3	4
414	что для	5	4
415	или иных	2	4
416	в смысле	22	4
417	и это	17	4
418	но на	2	4
419	выражение в	3	4
420	из которых	3	4
421	из них	7	4
422	не понимает	3	4
423	я хочу	5	4
424	о значении	2	4
425	сам по	4	4
426	но еще	3	4
427	так или	5	4
428	он есть	2	4
429	как только	6	4
430	если же	5	4
431	но он	2	4
432	не мог	3	4
433	есть явление	9	3
434	этого вопроса	3	3
435	следовательно и	2	3
436	еще один	2	3
437	и следовательно	20	3
438	а что	2	3
439	можно и	3	3
440	том как	4	3
441	например что	2	3
442	те или	5	3
443	общения и	2	3
444	же есть	3	3
445	в это	2	3
446	иное как	12	3
447	что здесь	2	3
448	наряду с	2	3
449	в россии	2	3
450	заключается не	2	3
451	конце концов	2	3
452	и эти	3	3
453	тех кто	2	3
454	и мы	5	3
455	и другие	2	3
456	за ними	2	3
457	в одно	2	3
458	и со	2	3
459	знает что	2	3
460	себе в	5	3
461	его и	4	3
462	и дает	2	3
463	смысловом отношении	2	3
464	который мы	4	3
465	в свете	8	3
466	на него	3	3
467	она была	2	3
468	другое дело	2	3
469	в более	2	3
470	своей собственной	2	3
471	от слова	2	3
472	в собственном	3	3
473	и может	3	3
474	со всем	5	3
475	же такое	4	3
476	из самых	3	3
477	даже не	8	3
478	признать что	2	3
479	самый смысл	4	3
480	смысле что	2	3
481	но зато	2	3
482	в одну	2	3
483	вопрос об	2	3
484	только и	8	3
485	но она	3	3
486	смысла и	8	3
487	е не	5	3
488	тогда как	3	3
489	не знать	2	3
490	нет и	4	3
491	то время	4	3
492	не нужно	3	3
493	мысли и	5	3
494	сама по	7	3
495	так то	4	3
496	разумеется и	2	3
497	между собою	12	3
498	но даже	3	3
499	она может	4	3
500	когда и	2	3
501	быть только	6	3
502	только с	3	3
503	что есть	8	3
504	не хватает	2	3
505	для него	8	3
506	именно потому	2	3
507	что у	5	3
508	тех или	6	3
509	каждой из	2	3
510	если это	4	3
511	все что	3	3
512	собственном смысле	4	3
513	есть уже	4	3
514	с прочими	3	3
515	для всякой	3	3
516	и самой	2	3
517	так чтобы	4	3
518	раз и	2	3
519	есть вещь	7	3
520	и уже	2	3
521	факты и	2	3
522	то ни	13	3
523	и делает	2	3
524	будет уже	3	3
525	бы то	12	3
526	мы будем	3	3
527	без всякого	7	3
528	никакого реального	3	2
529	конечно можно	4	2
530	может идти	2	2
531	но можно	3	2
532	именем и	3	2
533	в действительности	7	2
534	и возможно	2	2
535	явления как	3	2
536	и нужно	2	2
537	что раз	3	2
538	явлений в	2	2
539	для нее	2	2
540	для всего	2	2
541	предполагает что	11	2
542	в состоянии	2	2
543	живой и	2	2
544	звуков и	2	2
545	она должна	4	2
546	не что	12	2
547	нужно только	3	2
548	не был	2	2
549	у них	2	2
550	есть и	13	2
551	когда оно	2	2
552	что между	2	2
553	это вовсе	2	2
554	себе как	2	2
555	быть и	5	2
556	состоит из	3	2
557	есть нечто	12	2
558	об отношении	4	2
559	слов а	2	2
560	себе не	3	2
561	или о	3	2
562	это все	3	2
563	ничем не	4	2
564	смысл в	2	2
565	может и	3	2
566	не годится	2	2
567	самого смысла	4	2
568	что иное	12	2
569	раз к	2	2
570	смысл может	2	2
571	в руки	2	2
572	в разных	6	2
573	из истории	4	2
574	характером и	2	2
575	ведь и	6	2
576	с а	4	2
577	собственно говоря	5	2
578	словесной природе	2	2
579	указывает на	8	2
580	он говорит	2	2
581	и такой	2	2
582	не из	2	2
583	по природе	2	2
584	форме и	2	2
585	как оно	4	2
586	как специфической	2	2
587	к такому	2	2
588	когда она	4	2
589	от смысла	2	2
590	же не	4	2
591	том или	2	2
592	вот это	3	2
593	но тут	2	2
594	к другому	3	2
595	его от	2	2
596	переходит в	4	2
597	тем или	2	2
598	жизни и	6	2
599	находится в	4	2
600	и когда	5	2
601	и до	6	2
602	было в	3	2
603	которую я	2	2
604	в применении	2	2
605	повседневной жизни	2	2
606	мы получим	3	2
607	что нужно	4	2
608	одна из	6	2
609	пусть даже	3	2
610	но эти	2	2
611	с другими	8	2
612	можно только	6	2
613	я сам	3	2
614	я уже	2	2
615	каком-то отношении	2	2
616	сознания и	2	2
617	дело в	6	2
618	его как	2	2
619	только к	2	2
620	бы к	2	2
621	и слава	2	2
622	это было	2	2
623	поэтому и	2	2
624	применении к	3	2
625	исходит из	2	2
626	себя самого	4	2
627	и отвечает	2	2
628	и ничего	2	2
629	природе своей	2	2
630	и понимания	3	2
631	почти все	2	2
632	не является	3	2
633	отличаются от	2	2
634	ни было	12	2
635	самого же	2	2
636	от всякого	4	2
637	данной области	2	2
638	но они	2	2
639	отношении к	4	2
640	свое выражение	3	2
641	бы что	3	2
642	в научной	2	2
643	что только	4	2
644	время как	4	2
645	сами по	3	2
646	мы сказали	2	2
647	в жизни	5	2
648	является и	3	2
649	и так	2	2
650	и хочу	2	2
651	и а	3	2
652	вообще не	6	2
653	не будет	13	2
654	такое этот	2	2
655	поэтому в	2	2
656	тут мы	6	2
657	этом в	2	2
658	на почве	6	2
659	равно как	4	2
660	чтобы быть	3	2
661	и вообще	6	2
662	а следовательно	4	2
663	той и	2	2
664	быть совершенно	3	2
665	чего же	3	2
666	как принцип	2	2
667	и прежде	2	2
668	не стоит	2	2
669	он и	2	2
670	отношении они	2	2
671	это можно	2	2
672	я мог	5	2
673	не можем	3	2
674	тому как	5	2
675	не знаем	2	2
676	есть конечно	3	2
677	которая была	2	2
678	смысле и	4	2
679	как таковая	4	2
680	явление не	2	2
681	меняется и	2	2
682	что эта	2	2
683	но тогда	5	2
684	о свете	2	2
685	одно то	2	2
686	является не	2	2
687	сравнению с	7	2
688	и значит	5	2
689	во всем	2	2
690	из основных	3	2
691	а тем	3	2
692	в себя	13	2
693	но оно	3	2
694	один и	2	2
695	чем же	5	2
696	с какой	2	2
697	момент в	6	2
698	и чтобы	2	2
699	а так	3	2
700	всякой иной	3	2
701	как с	7	2
