N	2gram	Losev_Prob	Freidism
118	что такое	23	6
119	можно сказать	9	6
120	чем же	2	6
121	ни о	8	6
122	совсем не	9	6
123	здесь в	4	6
124	как раз	20	6
125	и что	21	6
126	учение о	5	6
127	в основе	4	6
128	по поводу	6	5
129	что это	4	5
130	ничего не	20	5
131	со стороны	2	5
132	что она	8	5
133	в которой	2	5
134	и по	3	5
135	другими словами	8	5
136	от того	2	5
137	потому и	2	5
138	со всеми	2	5
139	на первый	5	5
140	и те	2	5
141	в этих	7	5
142	как это	7	5
143	что может	4	5
144	не знает	4	5
145	самого начала	2	5
146	что и	2	5
147	ее в	2	5
148	тому что	6	5
149	в общем	5	5
150	далеко не	9	5
151	в своих	3	5
152	сознание и	2	5
153	только то	6	5
154	это не	7	5
155	той же	2	5
156	отнюдь не	15	5
157	того чтобы	10	5
158	не было	7	5
159	в ее	3	5
160	он сам	2	5
161	и до	3	5
162	говорить о	14	5
163	заключается в	2	5
164	вместе с	4	5
165	данном случае	10	4
166	одна из	4	4
167	и вообще	13	4
168	в таких	5	4
169	с которыми	4	4
170	дает нам	2	4
171	все время	3	4
172	так же	12	4
173	нисколько не	3	4
174	но это	11	4
175	в области	8	4
176	мысли и	2	4
177	нашего сознания	3	4
178	в другом	2	4
179	тем не	25	4
180	этом отношении	2	4
181	если бы	8	4
182	это вовсе	3	4
183	таком случае	14	4
184	и может	2	4
185	мы увидим	3	4
186	в виду	10	4
187	это только	4	4
188	но ведь	6	4
189	ничего общего	14	4
190	этой области	5	4
191	только на	13	4
192	как в	5	4
193	между собой	5	4
194	в своем	7	4
195	только с	3	4
196	по своему	14	4
197	едва ли	10	4
198	а только	9	4
199	в котором	5	4
200	потому что	24	4
201	именно в	5	4
202	а потому	2	4
203	этот вопрос	2	4
204	что оно	4	4
205	этой теории	4	4
206	не существует	12	4
207	мы находим	2	4
208	смысле слова	11	4
209	по себе	20	4
210	нет и	5	4
211	зависимости от	2	4
212	должны быть	2	4
213	только как	2	4
214	в зависимости	2	4
215	сам по	7	4
216	мы и	8	4
217	то ни	3	4
218	войти в	3	4
219	в истории	6	4
220	первый план	3	4
221	в данном	16	4
222	слова и	5	4
223	и речи	3	4
224	на язык	2	4
225	сводится к	3	4
226	конечно в	2	3
227	и то	15	3
228	с этими	4	3
229	и от	3	3
230	и притом	6	3
231	бы он	2	3
232	о них	3	3
233	в сознании	5	3
234	тому чтобы	2	3
235	независимо от	2	3
236	нам уже	2	3
237	не будем	5	3
238	в результате	6	3
239	и даже	19	3
240	и тот	2	3
241	тем же	2	3
242	иным как	2	3
243	и как	10	3
244	этих двух	2	3
245	он был	2	3
246	одним из	2	3
247	и при	4	3
248	у нас	31	3
249	или как	4	3
250	и ни	7	3
251	как на	3	3
252	всем этим	3	3
253	себе и	2	3
254	же мы	4	3
255	и той	4	3
256	сих пор	6	3
257	не больше	3	3
258	и очень	3	3
259	в искусстве	3	3
260	ведь и	2	3
261	об его	4	3
262	и следовательно	6	3
263	мы в	4	3
264	на этот	3	3
265	ни на	5	3
266	сказать о	2	3
267	значение в	4	3
268	и является	9	3
269	сознания мы	2	3
270	нам в	3	3
271	от всех	2	3
272	на этой	4	3
273	это содержание	2	3
274	о том	25	3
275	если это	2	3
276	того же	3	3
277	человека с	2	3
278	на почве	2	3
279	оно не	6	3
280	к его	2	3
281	их в	6	3
282	на себя	2	3
283	которого оно	2	3
284	но для	3	3
285	мы называем	2	3
286	для всех	3	3
287	же касается	3	3
288	что мы	23	3
289	в них	8	3
290	только не	4	3
291	можно ли	9	3
292	уже в	6	3
293	и должны	3	3
294	возможно только	2	3
295	для них	5	3
296	которой он	4	3
297	раз и	13	3
298	мы конечно	3	3
299	находится в	2	3
300	сейчас же	3	3
301	говорит о	4	3
302	мы видим	2	3
303	для настоящего	2	3
304	в условиях	2	3
305	сказать и	3	3
306	и есть	7	3
307	являются только	3	3
308	а следовательно	2	3
309	и сам	3	3
310	есть только	16	3
311	во всей	4	3
312	случае не	6	3
313	не приходится	2	3
314	в нашем	3	3
315	до сих	6	3
316	между тем	3	3
317	представляется нам	2	3
318	бы то	2	3
319	до последнего	2	2
320	да и	11	2
321	как этого	2	2
322	самого себя	2	2
323	на всю	2	2
324	как ее	2	2
325	в отношении	7	2
326	чтобы не	3	2
327	вопрос о	4	2
328	особого рода	3	2
329	к этой	2	2
330	следовательно и	3	2
331	о которых	6	2
332	или иной	8	2
333	когда мы	10	2
334	с первого	2	2
335	а также	6	2
336	то в	6	2
337	ли это	2	2
338	и сама	2	2
339	таких случаях	2	2
340	по преимуществу	4	2
341	же такое	5	2
342	для своего	3	2
343	бы и	5	2
344	дело в	3	2
345	в состоянии	2	2
346	должно быть	3	2
347	и поэтому	2	2
348	к другим	2	2
349	бы в	3	2
350	все другие	4	2
351	свой смысл	3	2
352	такого рода	20	2
353	это было	3	2
354	не как	2	2
355	нам о	3	2
356	в науке	4	2
357	отличается от	2	2
358	о каком	2	2
359	в конце	13	2
360	на один	2	2
361	все наше	3	2
362	и часто	2	2
363	есть и	4	2
364	то мы	2	2
365	для себя	9	2
366	но их	2	2
367	является чем-то	2	2
368	что бы	2	2
369	мы никогда	3	2
370	нужно сказать	3	2
371	однако и	4	2
372	конце концов	11	2
373	при помощи	21	2
374	и тем	16	2
375	есть та	2	2
376	все они	2	2
377	он должен	2	2
378	находятся в	2	2
379	в их	7	2
380	если и	2	2
381	только для	3	2
382	но именно	5	2
383	к своему	2	2
384	а именно	16	2
385	и та	2	2
386	ничем не	2	2
387	для нас	11	2
388	между собою	9	2
389	в момент	2	2
390	что значит	3	2
391	мы говорили	5	2
392	нас в	4	2
393	в такой	3	2
394	которые мы	3	2
395	с одной	4	2
396	должна быть	2	2
397	очень много	3	2
398	о нем	3	2
399	для понимания	2	2
400	больше и	2	2
401	и этот	4	2
402	от этого	2	2
403	думать что	2	2
404	и так	2	2
405	в него	3	2
406	в эту	2	2
407	не имеет	8	2
408	относится к	6	2
409	вообще не	5	2
410	также и	22	2
411	не есть	49	2
412	говорить об	2	2
413	с другой	8	2
414	каком случае	6	2
415	правда в	3	2
416	своему содержанию	4	2
417	только его	4	2
418	предмета и	5	2
419	он в	2	2
420	учения о	3	2
421	с большим	2	2
422	или может	4	2
423	даже если	4	2
424	большую роль	2	2
425	отказаться от	2	2
426	входит в	4	2
427	но все	5	2
428	а его	2	2
429	он и	8	2
430	не чем	2	2
431	одной стороны	4	2
432	что между	2	2
433	является для	3	2
434	этом смысле	8	2
435	от других	3	2
436	тогда когда	4	2
437	из которых	2	2
438	ведь все	3	2
439	представляет собой	2	2
440	и их	4	2
441	но как	11	2
442	не то	4	2
443	вещи и	13	2
444	теории и	4	2
445	которых мы	2	2
446	ведь если	5	2
447	смысл и	3	2
448	и значение	4	2
449	но если	6	2
450	не отличается	3	2
451	то или	3	2
452	ли он	2	2
453	но когда	2	2
454	же как	2	2
455	из этого	2	2
456	и уже	4	2
457	что с	2	2
458	и во	4	2
459	для всего	2	2
460	в нас	2	2
461	могли бы	2	2
462	в качестве	3	2
463	только о	8	2
464	это есть	10	2
465	в первом	2	2
466	же самое	9	2
467	отношения к	2	2
468	как его	2	2
469	в дальнейшем	5	2
470	если же	4	2
471	как для	2	2
472	мира в	2	2
473	что при	2	2
474	или иное	2	2
475	в нашей	3	2
476	будто бы	4	2
477	ровно ничего	4	2
478	чем иным	2	2
479	мы могли	2	2
480	ясно что	7	2
481	художественный образ	9	2
