N	2gram	Voloshinov	EvropaiC
153	от того	4	3
154	настоящее время	6	3
155	только что	2	3
156	с этой	2	3
157	в этих	2	3
158	конечно не	9	3
159	и других	3	3
160	в связи	12	3
161	одного и	9	3
162	у нас	4	3
163	но по	2	3
164	прежде всего	19	3
165	отличие от	7	3
166	с одной	2	3
167	в разных	2	3
168	в жизни	2	3
169	но не	2	3
170	и это	6	3
171	целом ряде	2	3
172	в данном	8	3
173	на этой	6	3
174	а в	5	3
175	бы то	11	3
176	на почве	14	3
177	в нем	17	3
178	в ней	5	3
179	что оно	3	3
180	тогда когда	2	3
181	же не	2	3
182	в эти	2	3
183	можно назвать	2	3
184	должны быть	4	3
185	было бы	8	3
186	ничего общего	5	3
187	в истории	5	3
188	если же	2	3
189	в нашем	4	3
190	в совершенно	2	3
191	же как	2	3
192	и того	11	3
193	тот же	4	3
194	как мы	26	3
195	слагается из	3	3
196	конечно в	4	2
197	одна из	6	2
198	другими словами	4	2
199	психологии в	4	2
200	нет в	2	2
201	то в	3	2
202	независимо от	3	2
203	в процессе	31	2
204	но как	3	2
205	между этими	2	2
206	к двум	2	2
207	одну из	2	2
208	и ее	4	2
209	или поздно	2	2
210	этот процесс	4	2
211	этими двумя	2	2
212	более всего	2	2
213	высшей степени	5	2
214	то есть	2	2
215	в другом	5	2
216	лишь тогда	2	2
217	свою очередь	5	2
218	но если	2	2
219	до тех	2	2
220	для себя	4	2
221	друг друга	10	2
222	должен быть	2	2
223	теперь мы	4	2
224	зависимости от	4	2
225	всех остальных	2	2
226	на первый	2	2
227	в виду	2	2
228	не было	6	2
229	следовательно и	4	2
230	в частности	2	2
231	точку зрения	4	2
232	одной и	2	2
233	же касается	2	2
234	не знает	4	2
235	в высшей	5	2
236	всех других	3	2
237	для него	18	2
238	мы видели	5	2
239	на нее	2	2
240	и так	2	2
241	рано или	2	2
242	не имеет	6	2
243	общего с	3	2
244	тому что	6	2
245	к нему	5	2
246	она не	2	2
247	следует что	7	2
248	они не	2	2
249	в котором	6	2
250	тех пор	2	2
251	те же	5	2
252	только при	4	2
253	ту же	2	2
254	во втором	2	2
255	в своих	2	2
256	в свою	6	2
257	этот вопрос	5	2
258	одной стороны	2	2
259	но для	4	2
260	и те	7	2
261	между ними	6	2
262	отнюдь не	14	2
263	если он	2	2
264	что же	5	2
265	всяком случае	4	2
266	общества и	2	2
267	жизни и	4	2
268	сводится к	5	2
269	с ними	5	2
270	от нее	2	2
271	во всяком	8	2
272	из него	4	2
273	говорить о	2	2
274	в общей	3	2
275	себя и	2	2
276	и особенно	2	2
277	и его	33	2
278	в сущности	17	2
279	каждого человека	2	2
280	же время	7	2
281	и только	2	2
282	а следовательно	2	2
283	с ее	2	2
284	из одного	4	2
285	которой мы	2	2
286	не следует	2	2
287	во всей	2	2
288	и более	6	2
289	этого слова	7	2
290	все без	3	2
291	широком смысле	2	2
292	той же	5	2
293	все в	2	2
294	имеет место	2	2
295	вовсе не	15	2
296	при более	2	2
297	в основе	10	2
298	почти все	2	2
299	тем же	4	2
