N	2gram	Vinokur_Vv	Problemy
245	смысле этого	9	4
246	каждый из	2	4
247	мы видели	3	4
248	только с	4	4
249	даже и	4	4
250	и без	2	4
251	по мере	4	4
252	что оно	2	4
253	то это	3	4
254	на котором	2	4
255	связи с	3	4
256	в первом	5	4
257	понятно что	3	4
258	уже и	10	4
259	одно и	2	4
260	что с	3	4
261	это в	2	4
262	только что	4	4
263	что если	2	4
264	об этом	6	4
265	этом отношении	4	4
266	с этой	5	4
267	времени и	4	4
268	только так	2	4
269	вообще не	3	4
270	также и	20	4
271	что такое	12	4
272	само по	4	4
273	не есть	5	4
274	а так	2	4
275	здесь нет	4	4
276	за собой	3	4
277	со словом	2	4
278	данном случае	5	3
279	следовательно и	2	3
280	о чем	4	3
281	есть только	2	3
282	том или	2	3
283	целом ряде	2	3
284	этого не	2	3
285	что даже	3	3
286	увидим что	2	3
287	своего рода	3	3
288	может служить	3	3
289	именно как	3	3
290	его можно	2	3
291	или меньшей	3	3
292	нуждается в	3	3
293	совсем не	3	3
294	не бывает	2	3
295	того чтобы	22	3
296	а затем	2	3
297	связи между	4	3
298	е в	4	3
299	можно сказать	4	3
300	этом случае	6	3
301	отсюда и	2	3
302	того как	3	3
303	и вообще	3	3
304	с которыми	2	3
305	одной из	4	3
306	как например	6	3
307	в данном	11	3
308	какой бы	2	3
309	из этих	9	3
310	говорить о	5	3
311	дело в	5	3
312	мог бы	2	3
313	и уже	3	3
314	как такового	3	3
315	значение в	2	3
316	как целое	3	3
317	и при	2	3
318	и есть	3	3
319	у нас	2	3
320	себе что	3	3
321	в чисто	4	3
322	от характера	4	3
323	мы можем	2	3
324	не с	3	3
325	на нее	3	3
326	но уже	2	3
327	на тему	2	3
328	о них	2	3
329	большей или	3	3
330	но что	3	3
331	говорит о	3	3
332	которая как	2	3
333	уже после	3	3
334	именно на	2	3
335	в различных	5	3
336	будто бы	2	3
337	в большей	7	3
338	однако не	4	3
339	чем в	3	3
340	свой материал	4	2
341	еще и	4	2
342	все более	4	2
343	которые были	2	2
344	и сама	2	2
345	ними и	2	2
346	этой точки	2	2
347	одного и	2	2
348	к этому	3	2
349	или же	3	2
350	должен быть	4	2
351	и других	3	2
352	свою очередь	2	2
353	тогда когда	4	2
354	и был	2	2
355	же касается	2	2
356	быть в	5	2
357	из истории	2	2
358	одно из	5	2
359	надо было	2	2
360	в особенности	4	2
361	такого же	2	2
362	и понимать	4	2
363	от этого	5	2
364	по сравнению	4	2
365	материал для	3	2
366	в г	5	2
367	она была	2	2
368	это уже	2	2
369	на том	3	2
370	не место	2	2
371	как она	4	2
372	при том	5	2
373	ответ на	4	2
374	в значительной	3	2
375	этих двух	2	2
376	в прямом	4	2
377	и совершенно	2	2
378	смысле слова	7	2
379	для них	2	2
380	тем или	2	2
381	же как	3	2
382	нового типа	2	2
383	с теми	2	2
384	же это	2	2
385	до того	2	2
386	случае не	2	2
387	этих случаях	2	2
388	на языке	2	2
389	не исчерпывается	2	2
390	е не	2	2
391	в содержании	2	2
392	любовь к	4	2
393	независимо от	5	2
394	этот процесс	4	2
395	во второй	3	2
396	с ней	2	2
397	не нужно	2	2
398	в этот	2	2
399	есть лишь	2	2
400	что здесь	2	2
401	иной раз	2	2
402	в качестве	8	2
403	для того	23	2
404	в истории	9	2
405	и другие	2	2
406	уже совсем	2	2
407	а именно	6	2
408	не столько	2	2
409	в центре	4	2
410	речь в	4	2
411	с одной	4	2
412	в какой	6	2
413	после того	2	2
414	не имеет	4	2
415	не к	2	2
416	в свою	2	2
417	произведения и	2	2
418	и обратно	4	2
419	и именно	13	2
420	и того	3	2
421	только как	7	2
422	из него	2	2
423	и должно	2	2
424	не следует	3	2
425	же самое	3	2
426	них не	2	2
427	собой в	2	2
428	принуждены были	2	2
429	во втором	2	2
430	с помощью	2	2
431	а потому	5	2
