N	2gram	Tiupa_Lite	Problema
128	то это	2	19
129	он не	4	19
130	с ним	2	19
131	уже в	7	19
132	самом деле	2	19
133	как в	5	19
134	жизни и	6	19
135	того же	5	18
136	в этих	2	18
137	не было	5	18
138	в ней	4	18
139	но уже	2	17
140	тех или	2	17
141	во всех	4	17
142	но даже	2	16
143	к тому	3	16
144	же в	6	16
145	далеко не	4	16
146	для этого	5	16
147	как это	9	16
148	он и	5	16
149	в чем	2	15
150	общего с	3	15
151	казалось бы	6	15
152	в частности	18	15
153	у него	5	15
154	что не	3	15
155	и сам	6	15
156	за пределы	3	14
157	искусства и	6	14
158	этом случае	2	14
159	который в	2	13
160	дело в	3	13
161	из этого	2	13
162	в их	3	13
163	мы имеем	2	13
164	в области	5	13
165	мы в	3	13
166	же и	3	13
167	из них	5	13
168	так или	8	12
169	не говоря	3	12
170	в другом	3	12
171	с одной	9	12
172	вяч иванов	2	12
173	в целом	10	12
174	для них	2	12
175	в начале	4	12
176	в литературе	2	12
177	или иначе	9	12
178	он сам	2	12
179	и самого	2	11
180	в нашей	2	11
181	или иных	2	11
182	одной стороны	8	11
183	по этому	2	11
184	по поводу	2	11
185	жизни в	5	11
186	что его	3	11
187	в искусстве	4	11
188	свидетельствует о	3	11
189	все еще	2	10
190	один из	7	10
191	однако в	7	10
192	слова и	6	10
193	что для	2	10
194	в одном	2	10
195	художественного творчества	3	10
196	относится к	3	10
197	только то	3	10
198	бы не	3	10
199	художественное произведение	2	10
200	со всеми	2	10
201	на том	3	10
202	в году	18	10
203	из которых	3	10
204	здесь как	2	9
205	в художественном	6	9
206	то с	2	9
207	в сравнении	2	9
208	имеется в	2	9
209	и наконец	2	9
210	то он	3	9
211	в своих	5	9
212	с собой	4	9
213	однако не	2	9
214	говоря уже	3	9
215	сравнении с	2	9
216	в жизни	7	9
217	как он	2	8
218	а если	2	8
219	для него	6	8
220	если в	2	8
221	и нет	4	8
222	с этой	6	8
223	в силу	4	8
224	себе и	2	8
225	еще в	7	8
226	поскольку в	3	8
227	тем же	5	8
228	для всех	5	8
229	вплоть до	4	8
230	в сознании	3	8
231	а то	2	8
232	из этих	2	8
233	и он	3	8
234	с ее	3	8
235	ни было	2	8
236	это уже	2	8
237	друг друга	5	7
238	а с	2	7
239	одной из	2	7
240	в основе	5	7
241	однако и	2	7
242	все они	2	7
243	в какой	2	7
244	в случае	5	7
245	даже в	6	7
246	не на	2	7
247	не раз	2	7
248	себе в	3	7
249	уже о	2	7
250	же как	3	7
251	же это	3	7
252	о своем	3	7
253	по преимуществу	6	7
254	не можем	2	7
255	тому же	2	7
256	не как	4	6
257	нами не	2	6
258	в статье	2	6
259	по своей	3	6
260	и того	2	6
261	не знает	3	6
262	но с	3	6
263	до конца	3	6
264	чтобы не	2	6
265	и всегда	2	6
266	в действительности	2	6
267	самого себя	3	6
268	нам представляется	3	6
269	по существу	4	6
270	на первом	2	6
271	могут быть	4	6
272	из тех	2	6
273	а скорее	2	6
274	от всякой	2	6
275	под названием	3	6
276	с его	5	6
277	мышления и	3	6
278	дело не	2	6
279	в поэме	5	6
280	на свете	2	6
281	перестает быть	5	6
282	этом отношении	5	6
283	нового времени	2	6
284	к своему	2	6
285	не к	3	6
286	как на	3	6
287	не мог	3	6
288	в слове	3	6
289	если оно	2	5
290	человека и	2	5
291	одна из	8	5
292	и прежде	4	5
293	но по	2	5
294	художественное творчество	2	5
295	своей собственной	2	5
296	но зато	2	5
297	ту или	2	5
298	о себе	7	5
299	сам же	2	5
300	лишь в	4	5
301	себе не	2	5
302	все что	3	5
303	тому как	4	5
304	я не	8	5
305	сводится к	4	5
306	за то	2	5
307	между тем	2	5
308	во многих	3	5
309	он говорит	2	5
310	тех пор	2	5
311	том числе	2	5
312	на себя	4	5
313	у достоевского	2	5
314	и весьма	2	5
315	и будет	2	5
316	по мысли	2	5
317	к этому	2	5
318	в противоположность	2	5
319	себя в	7	5
320	мира в	4	5
321	оказывается не	2	5
322	человека в	5	5
323	одним из	8	5
324	от тех	2	5
325	в пределах	4	5
326	подобно тому	4	5
327	которая не	2	5
328	человеческого духа	2	5
329	не для	2	5
330	в каждом	2	5
331	свое собственное	3	5
332	не знали	3	4
333	от него	2	4
334	с чем	3	4
335	для нее	2	4
336	именно так	3	4
337	на свою	3	4
338	должен быть	2	4
339	себе как	2	4
340	а как	2	4
341	отличие от	6	4
342	одно из	3	4
343	для своего	2	4
344	и само	3	4
345	во втором	3	4
346	себя и	3	4
347	человеческого я	3	4
348	на нее	2	4
349	человека а	2	4
350	со своим	2	4
351	который бы	2	4
352	или иную	2	4
353	поскольку он	2	4
354	я в	12	4
355	той же	5	4
356	особого рода	3	4
357	этот путь	3	4
358	и каждый	2	4
359	нет в	2	4
360	в тебе	2	4
361	и за	2	4
362	как нам	2	4
363	xix века	6	4
364	бы на	2	4
365	к этой	2	4
366	одного из	4	4
367	этой точки	3	4
368	и др	4	4
369	в сущности	5	4
370	например в	3	4
371	с их	3	4
372	на это	2	4
373	до тех	2	4
374	ничего кроме	2	4
375	в свою	2	4
376	при всем	4	4
377	в русской	13	4
378	ему в	2	4
379	имеем дело	2	4
380	из того	3	3
381	том же	3	3
382	от своего	3	3
383	в каждой	2	3
384	от других	2	3
385	в душе	3	3
386	для этой	2	3
387	которая в	3	3
388	а потому	4	3
389	в отличие	6	3
390	произведение в	2	3
391	нуждается в	3	3
392	должна быть	3	3
393	до последнего	2	3
394	то как	2	3
395	время не	2	3
396	в любом	2	3
397	мысль о	2	3
398	превращается в	2	3
399	более не	2	3
400	общения людей	2	3
401	из таких	2	3
402	но тем	4	3
403	столь же	5	3
404	представляет собой	5	3
405	о которой	2	3
406	имел в	2	3
407	и жизни	4	3
408	и других	4	3
409	в москве	2	3
410	я на	3	3
411	каждый из	4	3
412	со стороны	6	3
413	из нас	2	3
414	со всей	2	3
415	в россии	2	3
416	при всех	2	3
417	и м	2	3
418	пока не	2	3
419	не столько	8	3
420	не сам	2	3
421	эти слова	2	3
422	и состоит	2	3
423	и мы	2	3
424	но при	2	3
425	а к	2	3
426	не обладает	2	3
427	от самого	2	3
428	а для	3	3
429	русской литературе	7	3
430	самим собою	2	3
431	всей своей	2	3
432	новых и	2	3
433	мир и	2	3
434	речь идет	3	3
435	на этом	3	3
436	произведения искусства	4	3
437	будь то	2	3
438	я и	10	3
439	все более	3	2
440	что ему	4	2
441	в третьем	3	2
442	не станем	2	2
443	россии как	2	2
444	эти и	2	2
445	классической литературы	3	2
446	например и	2	2
447	тех кто	3	2
448	от себя	2	2
449	а во	2	2
450	такой же	3	2
451	черты в	2	2
452	и говорит	2	2
453	ту же	4	2
454	у кого	2	2
455	своего рода	22	2
456	можно и	2	2
457	в глазах	4	2
458	и художественного	2	2
459	владимир ильич	2	2
460	на два	2	2
461	виду не	2	2
462	а я	2	2
463	разговоре с	2	2
464	и вот	2	2
465	одновременно с	2	2
466	не должен	3	2
467	от всех	2	2
468	искусства в	2	2
469	за собой	2	2
470	отношения между	3	2
471	жизни как	3	2
472	а по	2	2
473	на почве	2	2
474	со своей	3	2
475	роль в	2	2
476	он на	2	2
477	перед лицом	2	2
478	на рубеже	4	2
479	на фоне	5	2
480	однако с	2	2
481	в художественной	4	2
482	по отношению	6	2
483	такое произведение	2	2
484	свою очередь	2	2
485	на один	2	2
486	ли не	7	2
487	быть это	4	2
488	третьем лице	2	2
489	героя в	2	2
490	т п	2	2
491	со мной	2	2
492	право на	4	2
493	для понимания	2	2
494	от читателя	2	2
495	здесь поэт	2	2
496	поэтому для	2	2
497	от жизни	2	2
498	и я	7	2
499	обращается к	5	2
500	так называемых	2	2
501	произведения как	2	2
502	ведь мы	2	2
503	чего бы	2	2
504	xx века	2	2
505	войне и	2	2
506	отношению к	4	2
507	что есть	2	2
508	не с	2	2
509	не случайно	5	2
510	в роли	3	2
511	утверждал что	2	2
512	человек в	2	2
513	слова в	2	2
514	что я	4	2
515	жизни не	2	2
516	на плечи	2	2
517	автора в	2	2
518	этого не	2	2
519	ко всему	4	2
520	жизни с	2	2
521	является по	2	2
522	на основе	2	2
