N	2gram	Vygotskiy_	Analitik
275	и от	2	4
276	обратиться к	9	4
277	с этим	4	4
278	это по	2	4
279	но это	2	4
280	не все	3	4
281	что она	10	4
282	бы в	7	4
283	в которой	4	4
284	представляют собой	2	4
285	в двух	9	4
286	отличается от	4	4
287	об этом	5	4
288	на него	4	4
289	сама по	3	4
290	человека в	3	4
291	все три	2	4
292	что по	3	4
293	ее в	2	4
294	мы уже	7	4
295	между ними	2	4
296	строго говоря	2	4
297	искусства в	7	4
298	в своих	9	4
299	и если	13	4
300	могли бы	6	4
301	этом смысле	4	4
302	произведения искусства	2	4
303	к самому	3	4
304	не было	2	4
305	это и	7	4
306	и есть	7	4
307	во внешнем	2	4
308	дело здесь	2	4
309	в собственном	2	4
310	на самом	9	3
311	вопрос о	6	3
312	это означает	2	3
313	очевидно что	3	3
314	ни о	2	3
315	которые в	2	3
316	мы должны	10	3
317	от него	5	3
318	в состоянии	3	3
319	действующего лица	2	3
320	с двумя	3	3
321	в виду	5	3
322	которого он	2	3
323	героя в	3	3
324	т п	5	3
325	тем как	2	3
326	одной и	4	3
327	и за	4	3
328	при таком	4	3
329	и составляет	4	3
330	с тем	10	3
331	нам кажется	6	3
332	же не	2	3
333	для своего	2	3
334	может и	2	3
335	мы узнаем	2	3
336	к этой	2	3
337	речи и	2	3
338	при анализе	2	3
339	для читателя	2	3
340	гораздо более	3	3
341	тех пор	2	3
342	в ней	5	3
343	с героем	2	3
344	между собой	2	3
345	и заключается	6	3
346	что все	12	3
347	в зависимости	7	3
348	героя а	3	3
349	в тех	3	3
350	заключается в	13	3
351	связи с	2	3
352	что они	11	3
353	во время	4	3
354	никто не	4	3
355	из его	4	3
356	как нельзя	2	3
357	для этого	12	3
358	никак не	10	3
359	ритма и	2	3
360	например в	2	3
361	и той	4	3
362	какой бы	3	3
363	так как	20	3
364	в словах	3	3
365	можно было	6	3
366	дело в	4	3
367	должно быть	6	3
368	всех этих	3	3
369	о котором	9	3
370	это было	4	3
371	в центре	2	3
372	и тот	2	3
373	зависимости от	9	3
374	и может	3	3
375	только для	2	3
376	и наконец	5	3
377	в жизни	2	3
378	с этой	5	3
379	себе не	2	3
380	в рассказе	2	3
381	в какой	5	3
382	сюжета и	2	3
383	сами по	2	3
384	на этот	7	3
385	то он	2	3
386	они не	3	3
387	и наоборот	2	3
388	что у	7	3
389	на то	27	3
390	оно может	2	3
391	когда он	10	3
392	оно не	2	3
393	и с	3	3
394	если не	2	3
395	мог бы	3	3
396	жизни и	8	3
397	из этого	7	3
398	сам по	4	3
399	в сюжете	2	3
400	как на	15	3
401	же самое	13	3
402	быть не	2	3
403	всякий раз	6	3
404	этих двух	8	3
405	мы могли	5	3
406	но он	6	3
407	оно есть	2	2
408	при помощи	5	2
409	о которых	3	2
410	в драме	5	2
411	с теми	3	2
412	сущности говоря	8	2
413	но мы	4	2
414	могло бы	4	2
415	так же	19	2
416	для нас	9	2
417	в одной	4	2
418	еще раз	2	2
419	своего героя	3	2
420	бы мы	7	2
421	искусства как	5	2
422	не могла	2	2
423	обе эти	2	2
424	с не	2	2
425	является в	2	2
426	и таким	3	2
427	он как	2	2
428	и эти	3	2
429	что именно	7	2
430	события в	3	2
431	это только	5	2
432	или с	2	2
433	одном из	2	2
434	и при	3	2
435	это как	2	2
436	когда мы	10	2
437	противоречие с	2	2
438	оно становится	2	2
439	которое как	2	2
440	от нас	2	2
441	что ни	4	2
442	что может	2	2
443	то о	2	2
444	образом в	3	2
445	так например	5	2
446	любви и	3	2
447	со всей	4	2
448	тому что	11	2
449	только с	3	2
450	однако эта	2	2
451	в ту	2	2
452	искусство и	4	2
453	она есть	2	2
454	с другом	6	2
455	что этот	3	2
456	этой точки	3	2
457	произведение в	2	2
458	для чего	4	2
459	в ритме	3	2
460	по этому	5	2
461	в поэзии	5	2
462	и просто	3	2
463	на все	2	2
464	в уста	3	2
465	и др	2	2
466	там где	6	2
467	белкина что	2	2
468	что даже	3	2
469	что с	8	2
470	следует понимать	2	2
471	не вызывает	2	2
472	в нас	15	2
473	и другими	2	2
474	здесь мы	2	2
475	же точно	11	2
476	из четырех	2	2
477	искусство в	2	2
478	слов и	2	2
479	по существу	4	2
480	чем это	4	2
481	одно и	3	2
482	мы видим	13	2
483	событий и	3	2
484	согласуется с	2	2
485	к другим	2	2
486	что это	15	2
487	совершенно очевидно	6	2
488	оно в	2	2
489	дело и	3	2
490	собой в	2	2
491	на это	3	2
492	и конечно	3	2
493	думать что	3	2
494	мы можем	8	2
495	в глаза	2	2
496	до тех	2	2
497	исходит из	5	2
498	и та	5	2
499	себя за	2	2
500	на первый	2	2
501	полагал что	2	2
502	та же	6	2
503	это делает	3	2
504	и вот	7	2
505	должен был	7	2
506	но ведь	2	2
507	у нас	7	2
508	все равно	3	2
509	узнает о	3	2
510	в течение	2	2
511	но они	2	2
512	сих пор	9	2
513	но если	3	2
514	том и	3	2
515	друг с	6	2
516	на протяжении	2	2
517	качестве своего	2	2
518	за ним	3	2
519	нет и	2	2
520	не имеет	2	2
521	связаны с	2	2
522	раз в	4	2
523	он может	3	2
524	их в	4	2
525	целым рядом	2	2
526	еще более	2	2
527	что при	5	2
528	отношения между	3	2
529	этот вопрос	6	2
530	что между	2	2
531	здесь совершенно	2	2
532	если он	2	2
533	разговора с	2	2
534	ко всем	2	2
535	не можем	8	2
536	ближе к	2	2
537	не для	4	2
538	перед ним	2	2
539	к другому	2	2
540	в стихе	4	2
541	мы и	2	2
542	осуществляется в	2	2
543	не просто	6	2
544	взгляд на	2	2
545	и только	5	2
546	в форме	2	2
547	не имея	2	2
548	до сих	9	2
549	связь между	2	2
550	мы будем	3	2
551	тем же	3	2
