N	2gram	Tiupa_Vved	Vladivir
191	письма к	2	6
192	свидетельствует о	5	6
193	по своему	3	6
194	другой стороны	3	6
195	тем более	3	6
196	что она	2	6
197	на него	3	6
198	должен был	2	6
199	и наконец	2	6
200	году в	2	6
201	мы не	6	6
202	не с	4	6
203	она была	2	6
204	в жизни	7	6
205	или иначе	2	6
206	но на	2	6
207	той же	3	6
208	видно что	2	6
209	по своей	4	6
210	в период	2	6
211	начиная с	3	5
212	но она	2	5
213	подобного рода	3	5
214	и тем	3	5
215	в их	2	5
216	в частности	19	5
217	а то	2	5
218	заметить что	2	5
219	этого не	2	5
220	один из	3	5
221	место в	2	5
222	что они	2	5
223	во время	3	5
224	однако и	3	5
225	в области	5	5
226	сводится к	6	5
227	мы имеем	8	5
228	нет ничего	2	5
229	во всех	2	5
230	жизни в	5	5
231	что я	2	5
232	далеко не	5	5
233	что у	4	5
234	не вполне	4	5
235	еще более	2	5
236	в свою	5	5
237	со своей	4	5
238	которое в	4	5
239	и только	2	5
240	не к	4	5
241	не о	2	4
242	на самом	5	4
243	перед нами	13	4
244	тем самым	6	4
245	истории в	6	4
246	о которых	2	4
247	вплоть до	2	4
248	котором он	2	4
249	глубоко и	2	4
250	ясно что	2	4
251	наряду с	2	4
252	совершенно не	2	4
253	как у	3	4
254	у них	3	4
255	мог бы	2	4
256	так в	5	4
257	одной стороны	9	4
258	и во	2	4
259	в сущности	3	4
260	или не	3	4
261	тех же	2	4
262	не все	2	4
263	которые не	2	4
264	не имели	2	4
265	мы можем	2	4
266	лишь в	4	4
267	ни к	3	4
268	в особенности	3	4
269	этом отношении	7	4
270	не на	3	4
271	с одной	9	4
272	заключается в	2	4
273	всего на	2	4
274	и более	5	4
275	том чтобы	2	4
276	всей своей	4	4
277	их в	3	4
278	этом не	2	4
279	пока еще	6	4
280	ему в	2	4
281	же самое	2	4
282	у которого	2	4
283	о которой	4	4
284	по своим	3	4
285	так сказать	2	3
286	ни о	2	3
287	указывает на	2	3
288	и ее	2	3
289	чувствуя себя	2	3
290	бы мы	2	3
291	и через	2	3
292	не как	2	3
293	в другом	2	3
294	свою очередь	5	3
295	в силу	2	3
296	который в	5	3
297	роль в	2	3
298	но о	2	3
299	от своего	2	3
300	и вся	3	3
301	точка зрения	3	3
302	самом деле	6	3
303	теперь же	2	3
304	так например	2	3
305	именно к	2	3
306	к которой	2	3
307	с того	3	3
308	а мы	2	3
309	которая в	3	3
310	человеческой жизни	4	3
311	из трех	2	3
312	что не	2	3
313	не говорится	3	3
314	для них	3	3
315	и др	2	3
316	в разных	2	3
317	когда в	2	3
318	ему было	2	3
319	период его	2	3
320	с ними	2	3
321	в литературе	2	3
322	вернуться к	2	3
323	дело не	2	3
324	особенно в	3	3
325	с их	2	3
326	бы в	4	3
327	с самим	2	3
328	первых двух	3	3
329	как о	2	3
330	одним из	5	3
331	не могло	2	3
332	как известно	2	3
333	в мире	9	3
334	всей его	2	3
335	что такое	23	3
336	строго говоря	2	3
337	все что	3	3
338	в какой	4	3
339	будто бы	3	3
340	оно не	2	3
341	в которых	2	3
342	не существует	3	3
343	в настоящем	2	3
344	говорить и	2	3
345	к жизни	2	3
346	и который	2	3
347	нас нет	2	3
348	как будто	6	3
349	начала и	2	3
350	быть и	2	3
351	человека в	2	2
352	к одному	2	2
353	не подлежит	2	2
354	бытия в	3	2
355	том как	4	2
356	не является	7	2
357	тот кто	2	2
358	в ответ	2	2
359	одна из	5	2
360	к себе	2	2
361	не могу	2	2
362	не по	4	2
363	которой не	2	2
364	не всегда	2	2
365	жизни так	2	2
366	но именно	3	2
367	потому не	2	2
368	а во	2	2
369	после первого	2	2
370	любви и	2	2
371	к своей	2	2
372	стороны и	4	2
373	но так	2	2
374	они не	3	2
375	могло бы	4	2
376	в бытии	3	2
377	и само	2	2
378	времени в	3	2
379	мира и	5	2
380	же ему	2	2
381	одного из	3	2
382	ответ на	2	2
383	однако в	9	2
384	о ней	4	2
385	той или	5	2
386	было в	2	2
387	все равно	2	2
388	должна быть	3	2
389	например в	2	2
390	и затем	2	2
391	в основе	6	2
392	еще один	3	2
393	если в	3	2
394	все было	2	2
395	хотя в	2	2
396	если она	2	2
397	о котором	5	2
398	было не	2	2
399	с ее	3	2
400	еще до	2	2
401	этом и	2	2
402	но после	2	2
403	дело с	4	2
404	все они	2	2
405	она в	2	2
406	судя по	3	2
407	которое не	2	2
408	не можем	2	2
409	внимание на	4	2
410	в той	5	2
411	можно назвать	2	2
412	чтобы стать	3	2
413	и того	3	2
414	говорить о	5	2
415	в высшей	2	2
416	и после	2	2
