N	2gram	Propp_Isto	Narrotol
116	как у	2	6
117	с одной	2	6
118	что у	4	6
119	на то	4	6
120	все что	4	6
121	таким образом	15	6
122	на самом	2	5
123	для нее	2	5
124	в другом	11	5
125	и у	6	5
126	не всегда	7	5
127	а именно	8	5
128	дело с	2	5
129	и о	2	5
130	к нему	12	5
131	между собой	2	5
132	исходя из	2	5
133	было бы	5	5
134	мы не	3	5
135	я не	3	5
136	и здесь	8	5
137	да и	2	5
138	и то	4	5
139	и от	3	5
140	что это	4	5
141	или не	3	5
142	с ними	5	5
143	в начале	2	5
144	говорилось выше	4	5
145	себя в	2	5
146	с ее	2	5
147	и даже	4	5
148	только что	3	5
149	подобно тому	3	5
150	в пределах	5	5
151	не случайно	2	5
152	их в	6	5
153	в русской	5	5
154	но для	2	5
155	если не	2	5
156	из них	7	5
157	тому как	3	5
158	в одном	9	5
159	не было	2	5
160	он сам	2	5
161	и уже	2	5
162	как будто	2	5
163	даже в	4	4
164	и ее	3	4
165	эти два	3	4
166	роль в	2	4
167	а на	5	4
168	в виду	2	4
169	жизни так	2	4
170	только на	2	4
171	друг друга	6	4
172	в них	6	4
173	она не	4	4
174	это уже	3	4
175	на том	3	4
176	а то	2	4
177	ему в	2	4
178	так в	8	4
179	что на	6	4
180	не все	7	4
181	и по	6	4
182	не на	2	4
183	что они	14	4
184	как мы	11	4
185	быть и	3	4
186	хотя бы	3	4
187	к этому	10	4
188	к ней	4	4
189	и как	6	4
190	не имеет	3	4
191	человека в	2	4
192	ведет к	2	4
193	но они	2	4
194	не с	2	4
195	он является	3	4
196	не вполне	7	4
197	что я	2	4
198	и с	10	4
199	пребывания в	7	4
200	для нас	6	4
201	по себе	3	4
202	всяком случае	2	4
203	которой он	3	4
204	к жизни	2	4
205	во всяком	2	4
206	не говорит	2	4
207	в себя	3	4
208	вместе с	12	4
209	мать и	2	3
210	и потому	2	3
211	так же	16	3
212	но как	2	3
213	как к	2	3
214	с этой	3	3
215	а как	2	3
216	к чему	2	3
217	в виде	2	3
218	связано с	4	3
219	и вот	3	3
220	его не	3	3
221	не знает	2	3
222	здесь мы	6	3
223	одно из	2	3
224	с матерью	2	3
225	в него	3	3
226	и это	5	3
227	же не	2	3
228	точно так	8	3
229	что не	3	3
230	же как	8	3
231	все эти	8	3
232	той же	3	3
233	связи с	9	3
234	в связи	5	3
235	во время	8	3
236	и т	33	3
237	лицо и	2	3
238	особенно в	2	3
239	о его	2	3
240	все время	2	3
241	но это	5	3
242	можно было	3	3
243	что она	8	3
244	дело не	3	3
245	героя из	2	3
246	по мере	2	3
247	во второй	2	3
248	должен был	5	3
249	он уже	2	3
250	в этих	18	3
251	все равно	3	3
252	сих пор	7	3
253	по ходу	2	3
254	со своей	2	3
255	своей матери	2	3
256	со своими	2	3
257	не происходит	2	3
258	о себе	3	3
259	он и	4	3
260	что мы	5	3
261	только не	2	3
262	как она	2	3
263	и что	6	3
264	что было	3	3
265	не просто	4	3
266	и только	6	3
267	не следует	2	3
268	к своей	4	3
269	наряду с	4	3
270	но он	8	3
271	до сих	7	3
272	в нее	2	2
273	вот как	2	2
274	могло быть	3	2
275	в которых	7	2
276	случае в	2	2
277	она может	2	2
278	он живет	3	2
279	именно так	3	2
280	даже не	2	2
281	одному из	2	2
282	является в	2	2
283	на столе	2	2
284	казалось бы	2	2
285	от своего	3	2
286	к своему	3	2
287	после этого	2	2
288	так что	8	2
289	представления о	2	2
290	никому не	2	2
291	с появлением	8	2
292	они и	3	2
293	указывает на	6	2
294	только с	2	2
295	она была	2	2
296	они могут	2	2
297	те же	2	2
298	которая в	2	2
299	где они	2	2
300	солнца и	3	2
301	могут быть	9	2
302	бы она	2	2
303	можно ли	3	2
304	что же	2	2
305	живет в	8	2
306	для них	3	2
307	героя с	3	2
308	ней в	2	2
309	или просто	2	2
310	все те	2	2
311	это весьма	2	2
312	никто не	2	2
313	принадлежит к	4	2
314	вовсе не	3	2
315	это еще	2	2
316	тут же	4	2
317	но все	5	2
318	состоят в	2	2
319	другой стороны	10	2
320	это в	2	2
321	на это	4	2
322	также в	2	2
323	в этот	6	2
324	мы можем	10	2
325	целый ряд	3	2
326	в некотором	3	2
327	превращается в	10	2
328	все это	4	2
329	тем что	8	2
330	не есть	3	2
331	в особенности	3	2
332	и есть	3	2
333	одним из	4	2
334	что иное	6	2
335	его и	6	2
336	что после	2	2
337	в течение	6	2
338	детей в	3	2
339	себе и	2	2
340	должна быть	2	2
341	и более	3	2
342	отношение к	4	2
343	на нее	4	2
344	мире в	2	2
345	том свете	2	2
346	когда он	2	2
347	вступает в	4	2
348	у меня	5	2
349	к которому	6	2
350	видно что	5	2
351	иное как	6	2
352	еще более	3	2
353	в других	6	2
354	из него	3	2
355	с собой	4	2
356	это и	4	2
357	таким же	5	2
358	как только	2	2
359	если же	2	2
360	после смерти	2	2
361	и вновь	2	2
362	этих двух	2	2
363	однако не	2	2
364	не можем	2	2
365	ясно что	2	2
