N	2gram	Tiupa_Narr	Psycholo
217	раз в	4	11
218	не было	3	11
219	данном случае	12	10
220	в другом	5	10
221	представить себе	3	10
222	это было	3	10
223	не является	7	10
224	но как	3	10
225	и у	4	10
226	в данном	17	10
227	по мнению	2	10
228	сами по	2	10
229	и от	3	10
230	тому же	9	10
231	тем самым	9	9
232	и ее	3	9
233	в силу	5	9
234	который не	2	9
235	и по	3	9
236	внимание на	7	9
237	на него	4	9
238	каждого из	2	9
239	и наконец	2	9
240	роль в	4	9
241	если же	2	9
242	в действительности	2	9
243	о чем	6	9
244	к чему	3	9
245	в виде	2	9
246	в чем	3	9
247	по своему	3	9
248	в него	2	9
249	ответ на	6	9
250	так сказать	4	9
251	точно так	2	9
252	можно сказать	11	9
253	с ее	3	9
254	героя и	4	9
255	его и	2	9
256	в отличие	6	9
257	по его	3	9
258	не к	4	9
259	в нее	2	8
260	в процессе	2	8
261	и составляет	2	8
262	одно и	2	8
263	наряду с	2	8
264	себе и	2	8
265	и более	2	8
266	как все	2	8
267	в сознании	6	8
268	тем же	3	8
269	том как	3	8
270	эти два	2	8
271	о нем	5	8
272	в произведении	2	8
273	место в	3	8
274	во время	2	8
275	то чтобы	2	8
276	к нему	5	8
277	будто бы	2	8
278	о ней	5	7
279	свою очередь	2	7
280	видит в	3	7
281	одно из	2	7
282	они не	3	7
283	ни одного	2	7
284	связи с	3	7
285	еще раз	3	7
286	чем это	2	7
287	того или	3	7
288	дело в	2	7
289	нас в	2	7
290	все что	4	7
291	представляет собой	21	7
292	же в	6	7
293	она в	3	7
294	в нашем	4	7
295	а как	2	7
296	а на	2	7
297	на другой	6	7
298	когда в	4	7
299	в качестве	27	7
300	имеет место	4	7
301	но при	5	7
302	к ним	2	7
303	в особенности	2	7
304	времени и	9	7
305	со всеми	3	7
306	на том	2	7
307	слова в	4	7
308	не существует	3	7
309	к жизни	3	7
310	для нее	2	6
311	отношение к	2	6
312	события в	3	6
313	людей и	2	6
314	тот кто	2	6
315	а потому	2	6
316	не могла	2	6
317	первый раз	2	6
318	на две	2	6
319	не все	2	6
320	тем не	7	6
321	в себя	3	6
322	на нее	2	6
323	оно не	4	6
324	или менее	2	6
325	один и	2	6
326	у меня	2	6
327	каждый из	3	6
328	только с	2	6
329	она была	2	6
330	так в	4	6
331	в русской	3	6
332	о его	3	6
333	да и	5	6
334	или иного	3	6
335	то и	3	6
336	к ней	3	6
337	как если	2	6
338	одного и	2	6
339	мы узнаем	2	6
340	что касается	3	6
341	более или	2	6
342	что я	4	6
343	уже не	11	6
344	к его	5	6
345	приводит к	2	6
346	жизни но	3	6
347	одного из	6	5
348	это означает	2	5
349	столько же	2	5
350	все равно	2	5
351	между ними	3	5
352	точку зрения	3	5
353	в душе	3	5
354	в других	2	5
355	между собой	3	5
356	в известном	4	5
357	если в	2	5
358	то в	4	5
359	и является	2	5
360	и опять	2	5
361	но они	4	5
362	не мог	7	5
363	не следует	3	5
364	не знает	2	5
365	или не	5	5
366	в романе	3	5
367	действующее лицо	2	5
368	зависит от	3	5
369	представляют собой	5	5
370	и еще	2	5
371	хотя и	8	5
372	себя в	4	5
373	дело не	3	5
374	на одном	2	5
375	человека в	2	5
376	и сам	4	5
377	она может	2	5
378	он является	4	5
379	а то	2	5
380	он прямо	2	5
381	однако не	2	5
382	и тогда	2	5
383	быть не	3	5
384	своих героев	2	5
385	вплоть до	5	4
386	при такой	3	4
387	начала и	5	4
388	также и	4	4
389	потому не	2	4
390	к своему	2	4
391	к другому	2	4
392	не по	5	4
393	однако в	4	4
394	в глазах	7	4
395	ли он	2	4
396	в первом	4	4
397	могут служить	2	4
398	который в	2	4
399	характер и	3	4
400	в речи	5	4
401	как у	6	4
402	его жизни	5	4
403	строго говоря	2	4
404	с собой	2	4
405	если не	4	4
406	и того	5	4
407	с помощью	2	4
408	слов в	2	4
409	рассказа в	5	4
410	но для	5	4
411	по отношению	5	4
412	именно эта	2	4
413	ли не	3	4
414	говоря о	2	4
415	сам себя	2	4
416	что может	2	4
417	из нас	3	4
418	от этих	3	4
419	в состав	5	4
420	здесь не	4	4
421	с ними	5	4
422	в связи	3	4
423	в первой	3	4
424	одной из	2	4
425	если она	3	4
426	тот самый	2	4
427	человек и	2	4
428	во сне	4	4
429	в пределах	2	4
430	в мире	8	4
431	автора и	2	4
432	стало быть	4	4
433	не могу	2	4
434	можно назвать	2	4
435	же время	7	4
436	в слове	4	4
437	не о	2	3
438	ни о	3	3
439	одним из	2	3
440	для себя	3	3
441	по словам	2	3
442	как можно	2	3
443	то они	3	3
444	участие в	2	3
445	как именно	2	3
446	между двумя	6	3
447	в центре	4	3
448	и личного	2	3
449	жизни а	4	3
450	и состоит	6	3
451	а также	11	3
452	говорил о	2	3
453	по аналогии	2	3
454	однако и	5	3
455	его как	2	3
456	у нее	8	3
457	которая не	3	3
458	к себе	11	3
459	по своим	2	3
460	превращается в	2	3
461	в прозе	4	3
462	о них	5	3
463	еще в	4	3
464	со своей	3	3
465	которой он	4	3
466	пока еще	4	3
467	на стороне	3	3
468	и столь	2	3
469	о которой	3	3
470	мы и	2	3
471	которое может	2	3
472	она оказывается	2	3
473	зрения на	2	3
474	вступает в	2	3
475	в ответ	4	3
476	такого рода	17	3
477	героя в	6	3
478	как известно	3	3
479	связано с	2	3
480	и другая	2	3
481	могло быть	2	3
482	быть в	2	3
483	мы его	2	3
484	нам как	2	3
485	на ее	2	3
486	тем более	2	3
487	обращается к	3	3
488	характеры действующих	2	3
489	он сам	4	3
490	свести к	2	3
491	а к	3	3
492	в сердце	2	3
493	которые могут	2	3
494	не столько	2	3
495	отношению к	5	3
496	не могло	3	3
497	но уже	2	3
498	точек зрения	2	3
499	которое не	2	3
500	оказывается и	2	3
501	или иначе	2	3
502	быть и	3	3
503	к своей	2	3
504	он и	2	3
505	имеем дело	4	3
506	в форме	7	3
507	чем он	3	3
508	от его	2	2
509	мать и	3	2
510	только эти	2	2
511	с другим	2	2
512	во времени	9	2
513	жизни в	7	2
514	позволяет нам	3	2
515	а потом	2	2
516	в следующем	2	2
517	всю свою	2	2
518	к ее	3	2
519	к герою	2	2
520	но именно	3	2
521	своей жизни	2	2
522	сомневаться в	2	2
523	не являются	2	2
524	лицо и	2	2
525	в повести	2	2
526	ли в	2	2
527	времени в	3	2
528	которая в	2	2
529	во втором	6	2
530	для них	2	2
531	этом последнем	2	2
532	для автора	2	2
533	тем или	2	2
534	на своих	2	2
535	как для	2	2
536	интерес к	3	2
537	у себя	2	2
538	первом случае	3	2
539	читателя в	4	2
540	я уже	2	2
541	сводятся к	4	2
542	все было	2	2
543	только к	3	2
544	событие в	5	2
545	автора в	2	2
546	слово это	2	2
547	происходит это	2	2
548	от сознания	2	2
549	с нами	2	2
550	было и	2	2
551	это была	3	2
552	в городе	2	2
553	не вполне	3	2
554	жизни как	2	2
555	вся жизнь	2	2
556	ни от	2	2
557	такова природа	2	2
558	говорит с	2	2
559	эта фраза	2	2
560	или иной	6	2
561	когда же	2	2
562	внимание к	2	2
563	по своей	3	2
564	рассказа о	2	2
565	со словами	3	2
566	давно уже	2	2
567	и т.д	7	2
568	для других	3	2
569	как показывает	2	2
570	со своим	2	2
571	не всегда	4	2
572	они и	2	2
573	говоря и	2	2
574	только от	2	2
575	ней в	2	2
576	той или	7	2
577	его характер	2	2
578	в литературном	2	2
579	исключительно в	3	2
580	в начале	4	2
581	и читатель	3	2
582	и представляет	2	2
583	а о	2	2
584	все его	4	2
585	повествования и	4	2
586	о себе	2	2
587	как о	2	2
588	человека как	2	2
589	как по	2	2
590	говоря это	2	2
591	а для	4	2
592	ведет к	3	2
593	на протяжении	12	2
594	в литературе	8	2
595	от которой	2	2
596	в сфере	2	2
597	или иным	2	2
598	того кто	2	2
599	не обнаруживается	2	2
600	новое и	2	2
601	казалось что	2	2
602	более чем	2	2
603	друг друга	2	2
604	человека который	2	2
605	не говорит	4	2
606	может оказаться	2	2
607	от первой	2	2
608	и сами	2	2
