N	2gram	Bakhtin_Pr	Vladivir
358	это последнее	2	3
359	значение для	3	3
360	именно к	2	3
361	его к	4	3
362	не нужно	2	3
363	что не	3	3
364	является для	3	3
365	из своего	3	3
366	вот это	2	3
367	не была	4	3
368	этих трех	3	3
369	и др	7	3
370	же как	2	3
371	самого начала	2	3
372	находится в	2	3
373	иметь в	2	3
374	и самого	4	3
375	был бы	6	3
376	нет ни	2	3
377	мы сказали	3	3
378	все еще	2	3
379	правда в	2	3
380	того как	3	3
381	произведения как	2	3
382	бы он	4	3
383	в чисто	3	3
384	с ними	2	3
385	только как	2	3
386	в литературе	4	3
387	это в	2	3
388	в противоположность	2	3
389	особенно в	2	3
390	с их	7	3
391	бы в	7	3
392	о своем	3	3
393	с самим	3	3
394	отличается от	5	3
395	является не	2	3
396	только его	2	3
397	я и	2	3
398	в изображении	2	3
399	одним из	7	3
400	себе не	2	3
401	отношении к	5	3
402	не могло	2	3
403	том и	2	3
404	в мире	7	3
405	ни на	3	3
406	а за	3	3
407	всей его	2	3
408	мир и	5	3
409	что такое	2	3
410	на почве	5	3
411	во что	2	3
412	все что	4	3
413	в какой	2	3
414	оно не	3	3
415	в которых	4	3
416	у меня	6	3
417	в настоящем	2	3
418	в сторону	2	3
419	от нее	2	3
420	как будто	4	3
421	начала и	2	3
422	была бы	5	3
423	быть и	2	3
424	он все	3	2
425	человека в	8	2
426	к одному	7	2
427	здесь с	5	2
428	всего этого	2	2
429	у достоевского	29	2
430	бытия в	3	2
431	слова а	2	2
432	слова не	2	2
433	в объективном	2	2
434	и сама	2	2
435	и говорить	2	2
436	это очень	2	2
437	не потому	2	2
438	одна из	5	2
439	к себе	6	2
440	ни было	4	2
441	что из	2	2
442	к более	2	2
443	ни одного	3	2
444	или же	2	2
445	на пути	2	2
446	у вас	2	2
447	не всегда	2	2
448	почти не	3	2
449	но именно	3	2
450	в одно	4	2
451	своего времени	2	2
452	знает что	2	2
453	и вы	2	2
454	разобраться в	2	2
455	со всеми	2	2
456	никому не	2	2
457	как предмет	4	2
458	в произведении	7	2
459	стороны и	4	2
460	но так	2	2
461	на том	2	2
462	они не	5	2
463	рядом с	19	2
464	на себе	3	2
465	не из	3	2
466	же тут	2	2
467	иначе и	2	2
468	и само	2	2
469	мира и	7	2
470	которые были	2	2
471	на ряд	2	2
472	однако в	3	2
473	и самая	2	2
474	же не	4	2
475	в ее	2	2
476	ведь в	2	2
477	как вы	3	2
478	что вся	2	2
479	почти всегда	2	2
480	имеет значение	2	2
481	все равно	2	2
482	должна быть	8	2
483	известной степени	2	2
484	например в	5	2
485	этого слова	3	2
486	сам с	2	2
487	в основе	4	2
488	на их	2	2
489	нашей работы	2	2
490	она является	2	2
491	чтобы в	2	2
492	но эти	4	2
493	с другими	8	2
494	его творчества	5	2
495	в первой	3	2
496	его как	5	2
497	менее всего	7	2
498	время не	3	2
499	поэтому и	4	2
500	от этого	2	2
501	чем у	2	2
502	за ним	4	2
503	нему и	2	2
504	как не	9	2
505	ко второму	2	2
506	все они	2	2
507	достоевского но	9	2
508	и их	3	2
509	не мир	2	2
510	его и	3	2
511	сих пор	9	2
512	во всей	3	2
513	и пр	5	2
514	не знал	2	2
515	при условии	2	2
516	и является	2	2
517	точке зрения	3	2
518	не за	3	2
519	является в	2	2
520	поэтому в	3	2
521	в самой	9	2
522	из которых	3	2
523	в другой	4	2
524	должны быть	3	2
525	выражение в	6	2
526	личности в	4	2
527	настоящего времени	2	2
528	в той	5	2
529	которая как	3	2
530	и уже	3	2
531	уже после	2	2
532	и перед	2	2
533	на слово	2	2
534	в себя	6	2
535	все в	3	2
536	жизнь в	2	2
537	а следовательно	2	2
538	до сих	9	2
