N	2gram	Vygotskiy_	TeoriaLi
267	заключается в	12	2
268	все это	9	2
269	что они	5	2
270	в первом	2	2
271	случае не	2	2
272	из виду	2	2
273	который в	7	2
274	этих двух	4	2
275	я не	4	2
276	и который	4	2
277	на основе	7	2
278	чем это	3	2
