N	2gram	Bakhtin_Fr	Formalny
107	в корне	2	11
108	они не	5	11
109	в общем	5	11
110	в основе	6	11
111	так сказать	2	11
112	в большинстве	6	11
113	но не	6	11
114	слова и	2	11
115	что они	3	11
116	для него	4	11
117	между тем	3	11
118	не как	3	10
119	здесь и	12	10
120	и др	11	10
121	формы и	2	10
122	дело идет	3	10
123	мы не	6	10
124	не было	3	10
125	в дальнейшем	2	10
126	по существу	4	10
127	мы видели	11	10
128	другой стороны	2	10
129	с ее	7	10
130	в первом	3	10
131	и как	7	10
132	большинстве случаев	6	10
133	конечно не	5	10
134	он не	9	10
135	на фоне	4	10
136	если же	2	10
137	ничего не	5	9
138	здесь не	7	9
139	но это	10	9
140	и до	3	9
141	в каждом	3	9
142	менее всего	4	9
143	и даже	6	9
144	у нас	3	9
145	не могло	3	9
146	литературы и	3	9
147	от всех	6	9
148	говорить о	5	9
149	это не	5	8
150	в других	2	8
151	до сих	3	8
152	одной стороны	2	8
153	в них	12	8
154	с одной	2	8
155	в области	2	8
156	же как	4	8
157	для этого	2	8
158	что это	4	8
159	с этим	6	8
160	в данном	4	8
161	всех этих	9	8
162	сих пор	3	8
163	из этого	5	8
164	всего этого	3	8
165	должен быть	2	8
166	и к	7	8
167	роль в	5	8
168	в сторону	2	8
169	для того	8	8
170	и речи	2	8
171	следовательно и	2	7
172	том что	13	7
173	в себе	3	7
174	в одной	3	7
175	как к	2	7
176	или менее	2	7
177	более или	2	7
178	во втором	3	7
179	произведение в	2	7
180	в сущности	13	7
181	значение и	3	7
182	известной степени	4	7
183	форм и	5	7
184	сказать что	12	7
185	к этому	4	7
186	в особенности	7	7
187	можно говорить	2	7
188	жизни в	3	7
189	и наконец	5	7
190	и только	2	7
191	но все	2	7
192	за счет	2	7
193	из них	5	7
194	он и	6	7
195	в той	2	7
196	же и	2	7
197	чем же	5	7
198	от этого	2	7
199	данном случае	4	6
200	и отчасти	3	6
201	в конце	12	6
202	на этом	7	6
203	и других	2	6
204	у них	2	6
205	в частности	4	6
206	так в	3	6
207	его и	2	6
208	и это	5	6
209	его не	5	6
210	один из	6	6
211	нисколько не	4	6
212	он был	8	6
213	из этих	4	6
214	они и	3	6
215	особенно в	4	6
216	за пределы	4	6
217	кроме того	11	6
218	от его	4	6
219	такой же	5	6
220	жизнь и	5	6
221	нет и	4	6
222	например в	6	6
223	о том	8	6
224	по преимуществу	2	6
225	их в	2	6
226	именно на	3	6
227	с ним	6	6
228	той же	6	6
229	даже в	5	5
230	ни о	2	5
231	время и	2	5
232	до известной	4	5
233	от того	3	5
234	в виду	2	5
235	на все	4	5
236	а как	3	5
237	мы уже	13	5
238	отличие от	3	5
239	характерно что	4	5
240	одной из	6	5
241	так например	3	5
242	в отличие	3	5
243	что не	4	5
244	в значительной	2	5
245	и самый	3	5
246	и по	3	5
247	можно сказать	4	5
248	хотя и	6	5
249	бы и	2	5
250	да и	2	5
251	и то	2	5
252	если в	3	5
253	в эпоху	17	5
254	то в	3	5
255	не столько	5	5
256	и эта	2	5
257	его как	4	5
258	борьба с	3	5
259	перестает быть	3	5
260	мы можем	5	5
261	в эту	2	5
262	как они	4	5
263	в условиях	3	5
264	к нему	5	5
265	то он	2	5
266	не имеет	4	5
267	отчасти и	2	5
268	в самой	8	5
269	учения о	2	5
270	в котором	3	5
271	в отношении	2	5
272	еще в	3	5
273	тому как	2	5
274	становления и	2	5
275	правда в	3	5
276	и что	3	5
277	как на	6	5
278	в нашем	3	5
279	чтобы не	2	4
280	и притом	2	4
281	для всего	3	4
282	от него	2	4
283	одним из	7	4
284	он должен	2	4
285	как он	3	4
286	оно было	2	4
287	но именно	2	4
288	тогда когда	3	4
289	в романе	15	4
290	на котором	2	4
291	о нем	2	4
292	они были	2	4
293	в основу	2	4
294	он в	4	4
295	того же	6	4
296	не будет	2	4
297	здесь в	9	4
298	или в	3	4
299	самого начала	3	4
300	и во	4	4
301	со всем	2	4
302	с самого	3	4
303	этот процесс	3	4
304	к ней	2	4
305	на него	2	4
306	целый ряд	2	4
307	превращается в	5	4
308	та же	2	4
309	со всей	2	4
310	в таком	2	4
311	и другие	5	4
312	и о	8	4
313	в целях	2	4
314	или на	2	4
315	на протяжении	2	4
316	думать что	2	4
317	подобно тому	2	4
318	и нового	4	4
319	романа в	2	4
320	им в	3	4
321	значения и	2	4
322	и этим	2	4
323	эта связь	4	4
324	между этими	3	4
325	но эта	3	4
326	это время	2	4
327	исторического процесса	2	4
328	и если	3	3
329	все они	7	3
330	перед нами	6	3
331	во все	2	3
332	в плане	5	3
333	для всех	4	3
334	том как	2	3
335	не нуждается	2	3
336	на своем	2	3
337	в году	6	3
338	и при	2	3
339	связано с	3	3
340	со всеми	6	3
341	и этот	2	3
342	для этой	2	3
343	нам в	2	3
344	с другом	2	3
345	в различных	3	3
346	притом в	2	3
347	что на	3	3
348	на его	2	3
349	нуждается в	3	3
350	ней и	2	3
351	мы видим	6	3
352	числе и	3	3
353	к своему	2	3
354	было в	2	3
355	в качестве	5	3
356	тот же	4	3
357	все остальные	3	3
358	кажется что	2	3
359	никак не	3	3
360	тем более	3	3
361	дело в	5	3
362	самом же	4	3
363	это было	4	3
364	поэтому и	8	3
365	из своих	2	3
366	и тот	2	3
367	друг с	2	3
368	во второй	3	3
369	единство и	3	3
370	том числе	6	3
371	на первый	4	3
372	бы не	2	3
373	все те	2	3
374	в чем	6	3
375	этот образ	5	3
376	в известной	5	3
377	именно это	2	3
378	в форме	2	3
379	в пределе	6	3
380	вообще не	3	3
381	поэтому в	4	3
382	на то	2	3
383	он может	2	3
384	когда он	2	3
385	к одной	2	3
386	в которых	3	3
387	в одном	7	3
388	а именно	2	3
389	и прежде	4	3
390	же деле	4	3
391	в системе	2	3
392	ту же	3	3
393	идет не	2	3
394	что эта	3	3
395	ровно ничего	2	3
396	же самое	3	3
397	первый план	3	3
398	но оно	4	3
399	но они	6	3
400	могло не	2	3
401	не дает	2	3
402	но он	5	3
403	большое место	2	2
404	здесь с	2	2
405	во времени	2	2
406	и почти	2	2
407	оставаясь в	2	2
408	о чем	5	2
409	разобранной нами	2	2
410	от их	3	2
411	связанных с	6	2
412	в другом	4	2
413	этих форм	3	2
414	ведь это	3	2
415	распространяется на	2	2
416	эти явления	2	2
417	и вся	2	2
418	литературе в	2	2
419	и та	2	2
420	в какой-то	2	2
421	тем как	2	2
422	тенденция к	4	2
423	и ни	3	2
424	ведь и	3	2
425	характер и	2	2
426	к ним	2	2
427	происходит в	3	2
428	особенности в	2	2
429	основные моменты	3	2
430	на языке	3	2
431	о мире	2	2
432	ее как	2	2
433	что самая	2	2
434	связь с	3	2
435	и само	2	2
436	мира и	10	2
437	и без	3	2
438	это рассуждение	2	2
439	искусстве и	2	2
440	почти не	2	2
441	в эти	2	2
442	же не	2	2
443	здесь же	4	2
444	языка но	2	2
445	тогда и	2	2
446	отметить что	3	2
447	находится в	2	2
448	нужно сказать	4	2
449	на этих	2	2
450	выходит за	3	2
451	из его	2	2
452	в первой	5	2
453	но она	5	2
454	все то	6	2
455	к началу	3	2
456	из важнейших	2	2
457	в отрыве	2	2
458	в строгом	2	2
459	это в	3	2
460	можно было	5	2
461	связаны с	8	2
462	что она	4	2
463	в лице	2	2
464	и жизни	2	2
465	что человек	2	2
466	в этот	3	2
467	и вовсе	3	2
468	в такие	2	2
469	переходит в	3	2
470	этой игры	3	2
471	между отдельными	2	2
472	и вот	4	2
473	на земле	2	2
474	времени и	4	2
475	как у	2	2
476	за его	2	2
477	нами в	2	2
478	здесь все	4	2
479	как известно	2	2
480	связан с	2	2
481	на этот	4	2
482	ни с	2	2
483	конечно и	4	2
484	мы еще	2	2
485	далеко не	6	2
486	видели что	2	2
487	на нем	2	2
488	свое значение	2	2
489	характерно для	3	2
490	несмотря на	3	2
491	все что	3	2
492	и есть	5	2
493	эти последние	3	2
494	дело здесь	3	2
495	момент в	2	2
496	отрыве от	2	2
