N	2gram	Bakhtin_Fr	Analitik
261	что по	3	4
262	мы уже	13	4
263	между ними	4	4
264	в акте	5	4
265	и если	3	4
266	на всех	2	4
267	не было	3	4
268	бы не	2	4
269	это и	10	4
270	и есть	5	4
271	дело здесь	3	4
272	первой части	4	4
273	на самом	8	3
274	ни о	2	3
275	от него	2	3
276	включает в	2	3
277	здесь как	4	3
278	втором случае	3	3
279	ведь это	3	3
280	в виду	2	3
281	тут же	2	3
282	к своему	2	3
283	текст в	2	3
284	встреча с	2	3
285	тем как	2	3
286	и за	2	3
287	на котором	2	3
288	ведь и	3	3
289	с тем	3	3
290	же не	2	3
291	в наиболее	3	3
292	том числе	6	3
293	мира и	10	3
294	смерть и	2	3
295	в ней	10	3
296	этой связи	3	3
297	ли он	2	3
298	что все	4	3
299	связи с	7	3
300	в связи	5	3
301	что они	3	3
302	во время	15	3
303	и больше	2	3
304	из его	2	3
305	на языке	3	3
306	для этого	2	3
307	никак не	3	3
308	например в	6	3
309	первом случае	3	3
310	независимо от	3	3
311	так как	16	3
312	так сказать	2	3
313	можно было	5	3
314	дело в	5	3
315	всех этих	9	3
316	это было	4	3
317	борьба с	3	3
318	и тот	2	3
319	себя самого	2	3
320	только для	4	3
321	и наконец	5	3
322	в жизни	4	3
323	где он	2	3
324	и внутренне	2	3
325	на этот	4	3
326	то он	2	3
327	они не	5	3
328	человека с	5	3
329	также и	11	3
330	что у	2	3
331	поэтому в	4	3
332	на то	2	3
333	когда он	2	3
334	и с	18	3
335	тогда когда	3	3
336	ко всему	3	3
337	жизни и	11	3
338	из этого	5	3
339	как на	6	3
340	же самое	3	3
341	и без	3	3
342	но он	5	3
343	в большинстве	6	2
344	начиная с	2	2
345	в доме	4	2
346	но мы	3	2
347	смерти и	2	2
348	так же	13	2
349	но особенно	2	2
350	в одной	3	2
351	на эту	3	2
352	для всего	3	2
353	этого рода	3	2
354	своего героя	2	2
355	смертью в	2	2
356	внутренней свободы	2	2
357	и прежде	4	2
358	сосредоточиться на	2	2
359	том же	3	2
360	не остается	4	2
361	в одно	2	2
362	и при	2	2
363	своей жизни	2	2
364	или менее	2	2
365	в разных	2	2
366	характерно что	4	2
367	образом в	4	2
368	так например	3	2
369	со всей	2	2
370	на этой	3	2
371	этом он	2	2
372	в ту	3	2
373	с другом	2	2
374	более или	2	2
375	дистанции между	2	2
376	у всех	2	2
377	это рассуждение	2	2
378	хотя он	2	2
379	произведение в	2	2
380	в споре	2	2
381	в поэзии	3	2
382	на все	4	2
383	в уста	2	2
384	это своего	2	2
385	и др	11	2
386	там где	10	2
387	что даже	2	2
388	дурака и	2	2
389	одновременно и	4	2
390	и другими	2	2
391	уже и	3	2
392	по существу	4	2
393	но эта	3	2
394	дель арте	2	2
395	мы видим	6	2
396	он оказывается	2	2
397	что это	4	2
398	бы он	2	2
399	не будем	3	2
400	в отрыве	2	2
401	церкви и	4	2
402	однако ж	2	2
403	но дело	2	2
404	время и	2	2
405	думать что	2	2
406	и слово	3	2
407	мы можем	5	2
408	и та	2	2
409	на первый	4	2
410	внешнем мире	2	2
411	та же	2	2
412	и вот	4	2
413	он по	2	2
414	у нас	3	2
415	со всеми	6	2
416	в течение	3	2
417	от всех	6	2
418	обратимся к	2	2
419	но они	6	2
420	сих пор	3	2
421	друг с	2	2
422	на протяжении	2	2
423	от его	4	2
424	нет и	4	2
425	не имеет	4	2
426	связаны с	8	2
427	всей своей	2	2
428	в дальнейшем	2	2
429	вообще не	3	2
430	в самой	8	2
431	раз в	2	2
432	он может	2	2
433	их в	2	2
434	к ним	2	2
435	разыгрывается в	2	2
436	в мировой	3	2
437	и мира	2	2
438	значения и	2	2
439	и внешнее	2	2
440	и только	2	2
441	в форме	2	2
442	как его	2	2
443	всех и	4	2
444	до сих	3	2
445	отрыве от	2	2
446	мы будем	2	2
447	и внутреннее	3	2
448	в системе	2	2
