N	2gram	Bakhtin_Pr	StatiiOP
267	слова в	7	3
268	в свою	2	3
269	произведения и	2	3
270	здесь совершенно	3	3
271	работ по	3	3
272	в лучшем	2	3
273	то или	2	3
274	или иное	2	3
275	то ни	3	3
276	как его	3	3
277	отношения к	6	3
278	не к	6	3
279	не дает	2	3
280	на основе	6	3
281	с помощью	7	3
282	таком положении	2	2
283	в таких	2	2
284	в иных	3	2
285	тем самым	4	2
286	не имеют	2	2
287	нуждается в	2	2
288	есть только	2	2
289	является как	2	2
290	др в	2	2
291	едва ли	3	2
292	со словами	2	2
293	я должен	2	2
294	и при	2	2
295	не больше	3	2
296	тем как	5	2
297	действительности и	3	2
298	показать что	2	2
299	отличие от	5	2
300	для понимания	2	2
301	значение для	3	2
302	в работах	2	2
303	и события	2	2
304	а только	2	2
305	цели и	2	2
306	и этим	6	2
307	как нечто	3	2
308	той или	2	2
309	иных случаях	3	2
310	на материале	3	2
311	нашел бы	4	2
312	но зато	2	2
313	и от	3	2
314	только по	4	2
315	произведения как	8	2
316	в равной	2	2
317	и эта	2	2
318	но нельзя	2	2
319	но совершенно	2	2
320	дело с	6	2
321	ни было	3	2
322	к материалу	11	2
323	язык в	2	2
324	в м	6	2
325	чем не	2	2
326	в известной	3	2
327	в пределах	6	2
328	в отличие	5	2
329	на произведение	3	2
330	далеко не	5	2
331	он может	2	2
332	входит в	8	2
333	их и	2	2
334	произведения в	5	2
335	мы в	3	2
336	характера и	2	2
337	же самое	2	2
338	области изучения	2	2
339	имеем дело	3	2
340	художественного творчества	12	2
