N	2gram	Bakhtin_fo	Psycholo
318	это то	2	7
319	к жизни	2	7
320	в каждом	2	7
321	в отношении	5	6
322	отношение к	5	6
323	еще более	7	6
324	людей и	2	6
325	а только	2	6
326	не могла	2	6
327	того и	3	6
328	из самых	3	6
329	почти все	4	6
330	слова и	4	6
331	его с	2	6
332	в себя	3	6
333	от всех	2	6
334	рядом с	4	6
335	оно не	3	6
336	друг к	2	6
337	которые в	2	6
338	каждый из	2	6
339	имеет в	2	6
340	после этого	2	6
341	так в	2	6
342	смысле слова	4	6
343	почти всегда	2	6
344	он был	2	6
345	да и	4	6
346	событий и	3	6
347	значит что	2	6
348	всех этих	9	6
349	к ней	2	6
350	из нее	2	6
351	к другу	2	6
352	как если	2	6
353	никто не	2	6
354	одного и	6	6
355	уже не	5	6
356	жизни но	7	6
357	еще и	3	5
358	все более	2	5
359	не имеют	4	5
360	человека и	15	5
361	между ними	5	5
362	том же	4	5
363	у них	4	5
364	точку зрения	3	5
365	в один	2	5
366	в других	9	5
367	между собой	5	5
368	а затем	3	5
369	и трагедии	2	5
370	значение и	7	5
371	принадлежит к	4	5
372	смысла и	2	5
373	то в	2	5
374	и самый	3	5
375	и является	2	5
376	все они	4	5
377	только для	2	5
378	но они	3	5
379	он только	2	5
380	не знает	4	5
381	чем в	3	5
382	его к	2	5
383	или не	2	5
384	в романе	40	5
385	одна и	2	5
386	и было	4	5
387	именно как	4	5
388	мы находим	2	5
389	указать на	2	5
390	во всей	3	5
391	и еще	3	5
392	хотя и	5	5
393	но она	2	5
394	себя в	2	5
395	все другие	2	5
396	человека в	22	5
397	и сам	2	5
398	нет и	4	5
399	в смысле	5	5
400	и смысл	2	5
401	однако не	2	5
402	отношения к	7	5
403	вплоть до	3	4
404	этой жизни	2	4
405	само собой	2	4
406	также и	6	4
407	к своему	2	4
408	но по	2	4
409	к другому	2	4
410	всего того	3	4
411	точном смысле	3	4
412	для своего	2	4
413	прямо сказать	2	4
414	и вне	3	4
415	процесс в	2	4
416	в уста	2	4
417	в истории	6	4
418	характер и	8	4
419	значение в	5	4
420	не на	4	4
421	как у	2	4
422	или как	5	4
423	сюжета и	2	4
424	его жизни	11	4
425	где она	2	4
426	строго говоря	2	4
427	более и	2	4
428	с собой	2	4
429	имеем в	3	4
430	если не	3	4
431	находится в	3	4
432	и того	7	4
433	уже говорили	6	4
434	но к	2	4
435	с помощью	5	4
436	но для	2	4
437	по отношению	3	4
438	в это	5	4
439	на один	2	4
440	и каждый	2	4
441	но эта	5	4
442	его от	3	4
443	его жизнь	2	4
444	с которой	2	4
445	искусстве и	4	4
446	здесь не	5	4
447	не для	3	4
448	того не	2	4
449	эпоса и	2	4
450	в связи	13	4
451	в стороне	2	4
452	в порядке	4	4
453	одной из	3	4
454	с этими	2	4
455	к концу	3	4
456	значение имеет	2	4
457	человек и	2	4
458	для своей	2	4
459	где он	2	4
460	в пределах	8	4
461	в мире	4	4
462	автора и	4	4
463	в корне	2	4
464	можно назвать	2	4
465	в некоторых	4	4
466	природы и	2	4
467	же время	13	4
468	не о	2	3
469	его на	3	3
470	и самая	2	3
471	с чем	2	3
472	этого произведения	2	3
473	когда я	2	3
474	для себя	8	3
475	как можно	3	3
476	друг от	2	3
477	то они	2	3
478	они были	4	3
479	значение для	3	3
480	этой проблемы	2	3
481	в более	2	3
482	между двумя	6	3
483	этому вопросу	2	3
484	связаны с	3	3
485	смерти в	3	3
486	в центре	2	3
487	имел в	2	3
488	и должно	2	3
489	а также	5	3
490	на котором	2	3
491	по аналогии	2	3
492	всего этого	3	3
493	и нет	2	3
494	нем нет	2	3
495	к себе	8	3
496	этого романа	6	3
497	на первый	2	3
498	кроме того	7	3
499	они как	2	3
500	ни к	3	3
501	быть только	4	3
502	человеческого тела	10	3
503	мы еще	5	3
504	он утверждает	2	3
505	ни один	2	3
506	на почве	2	3
507	от друга	2	3
508	вещей и	7	3
509	личности и	2	3
510	со своей	3	3
511	которой он	3	3
512	животных и	2	3
513	не быть	3	3
514	дело здесь	2	3
515	все в	3	3
516	мы и	4	3
517	и прежде	4	3
518	вступает в	2	3
519	даже не	2	3
520	за счет	2	3
521	уже указывали	4	3
522	форма в	3	3
523	здесь на	5	3
524	и характер	3	3
525	оно было	3	3
526	места в	2	3
527	и проч	5	3
528	здесь нет	3	3
529	в разных	6	3
530	жизнь в	2	3
531	в точном	3	3
532	дело идет	2	3
533	могло быть	5	3
534	равно как	4	3
535	нет ничего	4	3
536	бы она	2	3
537	здесь же	2	3
538	на них	2	3
539	и др	13	3
540	тем более	4	3
541	связь между	2	3
542	было в	2	3
543	здесь как	3	3
544	он сам	2	3
545	романе в	8	3
546	с другими	3	3
547	в этот	5	3
548	в таких	2	3
549	в движение	3	3
550	и самое	5	3
551	на земле	2	3
552	этот новый	2	3
553	героев и	5	3
554	не столько	2	3
555	отношению к	5	3
556	лучше всего	2	3
557	не могло	5	3
558	первый план	2	3
559	явлений и	3	3
560	романа в	7	3
561	быть и	4	3
562	это время	8	3
563	к своей	2	3
564	их и	3	3
565	но когда	2	3
566	другом и	2	3
567	романа как	4	3
568	же и	2	3
569	в форме	5	3
570	на основе	5	3
571	лежат в	2	2
572	этого нового	3	2
573	во времени	6	2
574	жизни в	11	2
575	своему существу	2	2
576	в эпосе	4	2
577	а потом	2	2
578	и изучает	2	2
579	он весь	3	2
580	следовательно и	3	2
581	своей жизни	6	2
582	в какой-то	4	2
583	всего в	4	2
584	роман в	6	2
585	не являются	3	2
586	как уже	3	2
587	вопросу о	3	2
588	на этой	4	2
589	времени в	14	2
590	во втором	2	2
591	для них	3	2
592	это когда	3	2
593	всего романа	2	2
594	до наших	2	2
595	и художественного	3	2
596	в борьбе	2	2
597	сюда же	2	2
598	значительной мере	2	2
599	новое значение	2	2
600	много в	2	2
601	бы он	2	2
602	тех же	2	2
603	и времени	9	2
604	они сами	2	2
605	можно только	2	2
606	только к	3	2
607	время не	2	2
608	в значительной	3	2
609	бы нас	2	2
610	событие в	2	2
611	иной раз	2	2
612	нас это	2	2
613	нигде в	2	2
614	в условиях	8	2
615	чем не	5	2
616	на минуту	2	2
617	было и	4	2
618	этих образов	2	2
619	уже на	3	2
620	человеческой природы	2	2
621	вообще не	4	2
622	эта форма	2	2
623	на одной	2	2
624	мы встречаем	3	2
625	жизни как	2	2
626	этом романе	2	2
627	романа и	4	2
628	же что	3	2
629	друг другу	4	2
630	и становится	2	2
631	или иной	4	2
632	смерти и	2	2
633	не создала	2	2
634	с нашей	3	2
635	не был	2	2
636	и т.д	2	2
637	это новое	2	2
638	для других	7	2
639	во всякой	2	2
640	нет в	2	2
641	ведь это	2	2
642	похожа на	2	2
643	как история	2	2
644	несколько дней	2	2
645	и события	3	2
646	тела и	4	2
647	между этими	4	2
648	и силы	2	2
649	наконец в	2	2
650	в разрешении	2	2
651	над ними	2	2
652	при изображении	4	2
653	и всей	2	2
654	сами же	2	2
655	той или	3	2
656	характера но	2	2
657	этот процесс	5	2
658	есть именно	2	2
659	как оно	2	2
660	на которые	2	2
661	в начале	3	2
662	необходимо чтобы	2	2
663	поэтому и	4	2
664	обычно в	2	2
665	к вопросу	2	2
666	все его	7	2
667	природе своей	2	2
668	как по	2	2
669	для восприятия	2	2
670	герой и	2	2
671	вследствие этого	4	2
672	здесь все	2	2
673	входят в	2	2
674	на протяжении	3	2
675	в литературе	17	2
676	этими двумя	3	2
677	так называемый	2	2
678	их не	2	2
679	превращение в	2	2
680	жизни не	3	2
681	время и	4	2
682	сказать в	2	2
683	такие моменты	3	2
684	и всех	2	2
685	новое и	5	2
686	друг друга	3	2
687	часто и	3	2
688	что было	6	2
689	он имел	2	2
690	не оставляет	6	2
691	а следовательно	4	2
