N	2gram	Ircho_Kome	Narrotol
176	не было	6	5
177	и сам	11	5
178	как будто	3	5
179	даже в	3	4
180	не о	3	4
181	и ее	3	4
182	в ответ	4	4
183	в произведениях	2	4
184	роль в	3	4
185	а на	3	4
186	в виду	3	4
187	как он	5	4
188	в области	3	4
189	друг друга	7	4
190	по своему	3	4
191	в них	6	4
192	тому что	5	4
193	она не	3	4
194	все его	2	4
195	не будет	2	4
196	что касается	5	4
197	на ее	4	4
198	представить себе	2	4
199	в театре	2	4
200	в герое	3	4
201	и когда	2	4
202	и по	3	4
203	не на	3	4
204	что они	3	4
205	в первом	2	4
206	который в	3	4
207	как мы	6	4
208	в основе	3	4
209	хотя бы	5	4
210	к этому	11	4
211	конечном счете	3	4
212	к ней	9	4
213	и как	3	4
214	не имеет	6	4
215	человека в	4	4
216	со всеми	2	4
217	не с	2	4
218	ли не	6	4
219	раз в	3	4
220	что я	5	4
221	и с	5	4
222	пребывания в	2	4
223	для нас	7	4
224	несмотря на	7	4
225	всяком случае	3	4
226	по своей	2	4
227	во всяком	3	4
228	нового времени	5	4
229	о которой	2	4
230	в обоих	2	4
231	вместе с	16	4
232	до конца	4	3
233	ситуации в	3	3
234	и потому	2	3
235	идет о	3	3
236	так же	8	3
237	как к	3	3
238	должен быть	2	3
239	с этой	5	3
240	а как	2	3
241	из уст	2	3
242	и вот	3	3
243	а его	2	3
244	его не	3	3
245	не знает	7	3
246	а с	2	3
247	одно из	3	3
248	одной из	4	3
249	к ним	5	3
250	и это	4	3
251	ли в	3	3
252	каким он	3	3
253	обращает на	3	3
254	между ними	4	3
255	же не	3	3
256	что не	5	3
257	не владеет	2	3
258	той же	2	3
259	связи с	5	3
260	в связи	4	3
261	во время	8	3
262	времени в	2	3
263	и т	5	3
264	для обозначения	2	3
265	речь идет	5	3
266	о его	4	3
267	хоть и	3	3
268	все время	3	3
269	можно было	3	3
270	в первой	3	3
271	что она	10	3
272	если она	2	3
273	дело не	2	3
274	в которой	6	3
275	а о	2	3
276	этот раз	2	3
277	даже если	2	3
278	каждого из	3	3
279	во второй	2	3
280	бы не	3	3
281	должен был	6	3
282	в этих	2	3
283	все равно	3	3
284	детьми и	2	3
285	сих пор	12	3
286	перед лицом	2	3
287	со своей	2	3
288	на этот	6	3
289	обращается к	4	3
290	приводит к	4	3
291	себя внимание	3	3
292	он и	5	3
293	что мы	4	3
294	как она	2	3
295	с точки	6	3
296	говорит о	2	3
297	и что	8	3
298	говорить о	6	3
299	но еще	2	3
300	по его	2	3
301	не следует	2	3
302	же самое	3	3
303	на фоне	2	3
304	и после	2	3
305	наряду с	4	3
306	тем же	3	3
307	но он	3	3
308	до сих	12	3
309	при виде	3	2
310	в каждой	2	2
311	могло быть	2	2
312	в которых	7	2
313	о матери	2	2
314	мой взгляд	2	2
315	пока что	2	2
316	в это	2	2
317	даже не	5	2
318	является его	2	2
319	или менее	2	2
320	слов в	2	2
321	что с	4	2
322	всю свою	2	2
323	в их	5	2
324	от своего	2	2
325	как можно	2	2
326	сам себя	3	2
327	к своему	4	2
328	из жизни	2	2
329	после этого	2	2
330	так что	7	2
331	т п	5	2
332	людей и	2	2
333	от ее	3	2
334	на основании	3	2
335	из города	2	2
336	в наиболее	2	2
337	она была	2	2
338	в город	2	2
339	он говорит	3	2
340	более или	2	2
341	детей а	2	2
342	могут быть	3	2
343	внутренний мир	2	2
344	ее из	2	2
345	что же	2	2
346	живет в	2	2
347	главное в	2	2
348	ней в	2	2
349	и во	3	2
350	обстоит дело	3	2
351	было в	2	2
352	в сущности	3	2
353	никто не	2	2
354	в двух	7	2
355	признать что	5	2
356	вовсе не	6	2
357	если в	4	2
358	и мы	5	2
359	тут же	8	2
360	чтобы в	3	2
361	но все	5	2
362	другой стороны	2	2
363	не слишком	5	2
364	это в	2	2
365	хотя в	3	2
366	и еще	4	2
367	по мнению	2	2
368	на это	3	2
369	бы в	5	2
370	не уступает	2	2
371	бы на	2	2
372	также в	2	2
373	на мой	2	2
374	мы можем	7	2
375	целый ряд	5	2
376	принадлежат к	2	2
377	все это	7	2
378	тем что	12	2
379	действия но	2	2
380	как о	3	2
381	судя по	3	2
382	и есть	3	2
383	одним из	2	2
384	себе не	2	2
385	его и	3	2
386	в течение	3	2
387	во всех	4	2
388	должна быть	2	2
389	отношение к	7	2
390	иначе как	2	2
391	похожи на	3	2
392	в городе	2	2
393	в последние	2	2
394	когда он	5	2
395	того же	9	2
396	или иначе	3	2
397	отношения между	2	2
398	а по	5	2
399	того кто	2	2
400	у меня	5	2
401	выходя из	2	2
402	с которым	3	2
403	из которых	7	2
404	видно что	2	2
405	к их	2	2
406	еще более	4	2
407	более чем	6	2
408	в других	4	2
409	к другому	2	2
410	человека который	3	2
411	с собой	4	2
412	на рубеже	2	2
413	в присутствии	3	2
414	таким же	2	2
415	как только	2	2
416	если же	2	2
417	один и	3	2
418	это время	2	2
419	этих двух	2	2
420	и всякий	2	2
421	с помощью	4	2
422	ясно что	12	2
