N	2gram	Tiupa_Anal	FransuaR
211	в отличие	8	11
212	данном случае	3	10
213	или иной	8	10
214	на котором	3	10
215	по преимуществу	4	10
216	на этот	2	10
217	в процессе	2	10
218	со смертью	4	10
219	к тому	12	10
220	его как	3	10
221	во второй	3	10
222	по отношению	10	10
223	в целом	9	10
224	да и	2	10
225	не просто	2	10
226	свое время	3	9
227	что не	3	9
228	как известно	4	9
229	говорит о	5	9
230	вплоть до	2	9
231	это как	2	9
232	как это	5	9
233	и то	4	9
234	отношению к	9	9
235	романа в	4	9
236	как к	2	9
237	том же	2	9
238	что на	3	9
239	это была	2	9
240	ведь это	2	9
241	жизнью и	2	9
242	отношения к	4	9
243	от него	2	8
244	с этой	2	8
245	так что	3	8
246	языка и	2	8
247	для этого	2	8
248	если бы	6	8
249	нуждается в	9	8
250	по поводу	4	8
251	отрыве от	2	8
252	всего в	3	8
253	более или	2	8
254	борьба с	3	8
255	или менее	2	8
256	не менее	5	8
257	речи и	2	8
258	и те	2	8
259	дело не	5	8
260	как о	2	8
261	тому же	6	8
262	смертью в	2	7
263	а как	4	7
264	времени в	4	7
265	в отрыве	2	7
266	и та	2	7
267	никак не	2	7
268	не как	2	7
269	должен быть	6	7
270	тому как	5	7
271	первой части	2	7
272	и за	3	7
273	только с	2	7
274	одного из	4	7
275	себя в	8	7
276	подобно тому	5	7
277	из которых	4	7
278	в таком	5	7
279	на него	3	7
280	думать что	2	7
281	и если	2	7
282	в наиболее	3	7
283	нет ничего	2	7
284	нет и	2	7
285	и смерть	2	6
286	такого рода	6	6
287	в искусстве	2	6
288	свидетельствует о	4	6
289	в центре	3	6
290	и тот	2	6
291	он может	2	6
292	или даже	3	6
293	ее в	2	6
294	смерть и	2	6
295	казалось бы	2	6
296	могут быть	12	6
297	в противоположность	4	6
298	совершенно не	2	6
299	а именно	3	6
300	картины мира	2	6
301	к его	3	6
302	во времени	6	6
303	его и	3	6
304	и эти	2	6
305	в новом	2	6
306	в один	4	6
307	этого слова	10	6
308	хотя бы	4	6
309	и слово	2	6
310	и всего	2	6
311	то он	3	6
312	как будто	6	6
313	основе своей	2	6
314	которые в	3	6
315	не остается	2	6
316	себе в	2	6
317	не столько	5	6
318	говорить о	3	6
319	тем самым	9	5
320	тогда когда	3	5
321	к своему	2	5
322	но мы	2	5
323	к самому	2	5
324	и самого	3	5
325	в первом	3	5
326	первом случае	2	5
327	однако ж	2	5
328	тем более	2	5
329	из его	2	5
330	друг с	2	5
331	не вполне	2	5
332	не является	3	5
333	что мы	3	5
334	каждый из	3	5
335	есть не	9	5
336	проявляется в	4	5
337	в произведении	7	5
338	с другими	4	5
339	с другом	2	5
340	должно быть	2	5
341	ко всем	2	5
342	одного и	2	5
343	ни было	4	5
344	смысл и	3	5
345	автора и	4	5
346	и стал	2	5
347	по его	2	5
348	же самое	3	5
349	на основе	3	5
350	бы не	3	5
351	мире и	2	5
352	на место	3	5
353	себя и	5	5
354	тут же	2	5
355	в собственном	3	5
356	эпизода с	2	5
357	вообще не	2	5
358	раз и	2	5
359	в ряду	2	5
360	то в	2	5
361	включая и	3	5
362	независимо от	2	5
363	мы имеем	9	5
364	перед лицом	6	5
365	не к	3	5
366	на то	2	5
367	в акте	2	5
368	времени не	2	5
369	ему в	3	5
370	одну из	2	4
371	ни о	3	4
372	этого мира	2	4
373	рассказ о	3	4
374	мы узнаем	2	4
375	в известном	2	4
376	борьбы с	3	4
377	но к	3	4
378	о себе	2	4
379	на которой	2	4
380	я не	2	4
381	что из	2	4
382	говоря о	2	4
383	самом начале	3	4
384	в контексте	5	4
385	дело с	5	4
386	этой связи	2	4
387	и больше	2	4
388	на это	2	4
389	именно здесь	2	4
390	что касается	4	4
391	заключается в	2	4
392	со своим	4	4
393	о своей	2	4
394	что даже	2	4
395	при описании	2	4
396	не так	3	4
397	самим собой	3	4
398	же не	3	4
399	ли он	3	4
400	который в	3	4
401	одно и	2	4
402	не случайно	11	4
403	только не	6	4
404	внимание на	3	4
405	и внутреннее	2	4
406	в действительности	2	4
407	если в	3	4
408	в игре	7	4
409	и тем	4	4
410	его от	3	4
411	игры и	4	4
412	в борьбе	2	4
413	о его	5	4
414	в словах	2	4
415	бы ни	2	4
416	из своих	2	4
417	в культуре	3	4
418	ничто не	2	4
419	по себе	6	4
420	в организации	2	4
421	утрачивает свою	2	3
422	при всей	4	3
423	в речи	3	3
424	в речевом	2	3
425	это только	2	3
426	в полной	3	3
427	в художественном	4	3
428	вопрос об	3	3
429	смысла и	3	3
430	национального языка	2	3
431	не что	5	3
432	не о	3	3
433	что иное	6	3
434	персонажей в	2	3
435	и того	5	3
436	как от	2	3
437	этого рода	2	3
438	со стороны	5	3
439	не всегда	4	3
440	на уровне	10	3
441	тому что	2	3
442	разного рода	3	3
443	говорит и	2	3
444	выступает в	2	3
445	а скорее	2	3
446	в поэзии	2	3
447	для обозначения	2	3
448	в которую	2	3
449	бы то	3	3
450	имеет место	6	3
451	но при	2	3
452	внешнем мире	2	3
453	вследствие этого	5	3
454	было написано	4	3
455	человек в	3	3
456	ключ к	2	3
457	всякий раз	3	3
458	которая в	3	3
459	из того	5	3
460	для нее	2	3
461	иное как	6	3
462	в силу	4	3
463	от своего	3	3
464	между собой	2	3
465	а с	3	3
466	и другими	2	3
467	не будет	3	3
468	между двумя	7	3
469	то ни	3	3
470	во внешнем	4	3
471	содержит в	3	3
472	этой сцены	2	3
473	какой бы	2	3
474	за ним	2	3
475	это всегда	4	3
476	том чтобы	7	3
477	или иных	3	3
478	со своей	2	3
479	будто бы	4	3
480	этом смысле	3	3
481	остается в	2	3
482	что именно	2	3
483	тем как	2	3
484	же точно	2	3
485	тех или	3	3
486	могла бы	3	3
487	и тогда	3	3
488	себя самого	2	3
489	речи в	3	3
490	жизни но	3	3
491	не есть	8	3
492	приводит к	2	3
493	в устах	2	3
494	здесь совершенно	2	3
495	сознания в	4	3
496	то его	2	3
497	и сами	2	3
498	при помощи	2	2
499	мы должны	2	2
500	с самим	3	2
501	ни одно	2	2
502	текст в	3	2
503	встреча с	2	2
504	должна была	2	2
505	к месту	2	2
506	произведение в	2	2
507	в споре	2	2
508	из четырех	2	2
509	без исключения	2	2
510	главного героя	3	2
511	известном смысле	2	2
512	бы быть	3	2
513	связей в	2	2
514	деле в	2	2
515	при таком	2	2
516	связывается с	2	2
517	понимать как	3	2
518	в столь	2	2
519	строго говоря	3	2
520	как-то раз	4	2
521	соответствии с	3	2
522	есть чисто	2	2
523	если не	2	2
524	в глубине	2	2
525	вступил в	2	2
526	случае в	2	2
527	вслед за	3	2
528	при взгляде	2	2
529	восходящая к	3	2
530	с иными	2	2
531	может и	2	2
532	речь идет	2	2
533	на вопрос	5	2
534	быть может	2	2
535	научное познание	2	2
536	в состав	3	2
537	том или	4	2
538	художественное творчество	2	2
539	в такой	2	2
540	по мысли	3	2
541	в двух	4	2
542	собой в	2	2
543	не приходится	2	2
544	в какой	3	2
545	совпадает с	6	2
546	он по	2	2
547	является по	2	2
548	для человека	2	2
549	одному из	2	2
550	вообще и	2	2
551	взгляде на	3	2
552	что ни	2	2
553	не являются	2	2
554	может иметь	2	2
555	или ином	4	2
556	не должен	2	2
557	широком смысле	2	2
558	так у	4	2
559	в обоих	3	2
560	отличается от	3	2
561	с людьми	3	2
562	или точнее	2	2
563	том и	2	2
564	отвлеченной мысли	2	2
565	за пределами	3	2
566	прежде чем	2	2
567	разыгрывается в	2	2
568	целого в	5	2
569	в сторону	6	2
570	не более	4	2
571	в конечном	6	2
572	мира не	2	2
573	с двумя	2	2
574	героя в	2	2
575	подхода к	3	2
576	теми же	2	2
577	что может	2	2
578	существования и	2	2
579	борьбу с	2	2
580	случае не	2	2
581	этом случае	4	2
582	не все	3	2
583	конечном счете	5	2
584	в коем	2	2
585	полной мере	3	2
586	в ином	2	2
587	не с	8	2
588	и является	4	2
589	оно может	3	2
590	это рассуждение	2	2
591	коем случае	2	2
592	рода и	2	2
593	однако не	4	2
