N	2gram	Tiupa_Teor	Freidism
143	не всегда	2	4
144	свою очередь	3	4
145	только на	2	4
146	у него	2	4
147	как в	5	4
148	между собой	3	4
149	в своем	7	4
150	человека к	3	4
151	по своему	4	4
152	а только	4	4
153	потому что	3	4
154	именно в	3	4
155	и внешней	3	4
156	общения между	2	4
157	о себе	2	4
158	личности и	4	4
159	и т.п	7	4
160	из тех	2	4
161	по себе	2	4
162	из которого	3	4
163	в целом	4	4
164	себя и	2	4
165	то ни	2	4
166	это и	2	4
167	в данном	9	4
168	в узком	3	4
169	я не	2	4
170	сводится к	12	4
171	– его	5	4
172	и то	3	3
173	и притом	3	3
174	читателя в	4	3
175	жизни в	2	3
176	конечном счете	6	3
177	и даже	2	3
178	тем же	2	3
179	и как	3	3
180	этих двух	2	3
181	жизни –	2	3
182	одним из	3	3
183	у нас	2	3
184	на две	3	3
185	в какой	2	3
186	в искусстве	9	3
187	сознания –	3	3
188	мы в	2	3
189	и является	2	3
190	от всех	2	3
191	о том	2	3
192	того же	4	3
193	человека с	3	3
194	на почве	5	3
195	в конечном	6	3
196	оно не	2	3
197	к его	3	3
198	имеет дело	2	3
199	их в	3	3
200	на себя	2	3
201	приводит к	6	3
202	для всех	2	3
203	в одном	3	3
204	в них	2	3
205	только не	3	3
206	себя в	7	3
207	сознания в	2	3
208	между двумя	3	3
209	но во	2	3
210	во внутренней	2	3
211	и сам	4	3
212	во всей	3	3
213	случае не	2	3
214	в нашем	4	3
215	во втором	3	3
216	между тем	5	3
217	на основе	2	3
218	бы то	2	3
219	окружающей его	2	2
220	в отношении	4	2
221	чтобы не	2	2
222	роли в	5	2
223	особого рода	7	2
224	я –	3	2
225	или иной	7	2
226	внешнего мира	2	2
227	а также	7	2
228	то в	2	2
229	не входит	2	2
230	таких случаях	2	2
231	по преимуществу	5	2
232	по пути	4	2
233	дело в	2	2
234	превращается в	2	2
235	такого рода	13	2
236	дело не	2	2
237	это было	2	2
238	в глаза	2	2
239	отличается от	2	2
240	в отличие	7	2
241	второй –	3	2
242	в конце	2	2
243	как к	5	2
244	для себя	3	2
245	но их	3	2
246	должен быть	2	2
247	а на	3	2
248	и тем	5	2
249	он должен	3	2
250	в их	4	2
251	ни было	2	2
252	может оказаться	2	2
253	к своему	2	2
254	и другие	2	2
255	а именно	3	2
256	– на	4	2
257	в момент	3	2
258	всей его	2	2
259	произведение искусства	12	2
260	жизни а	2	2
261	отличие от	7	2
262	с одной	3	2
263	а с	3	2
264	для понимания	2	2
265	в мире	26	2
266	за пределами	5	2
267	как совокупность	3	2
268	с другой	9	2
269	высказывания –	2	2
270	речи и	4	2
271	входит в	4	2
272	он и	2	2
273	одной стороны	3	2
274	этом смысле	3	2
275	из которых	2	2
276	представляет собой	13	2
277	но как	2	2
278	мог бы	3	2
279	жизни но	2	2
280	могли бы	2	2
281	в качестве	33	2
282	только о	2	2
283	не следует	4	2
284	в первом	2	2
285	отношения к	4	2
286	без исключения	4	2
287	совершенно иной	2	2
288	жизни то	2	2
289	мира в	3	2
290	на языке	3	2
291	хх века	4	2
292	как система	2	2
