N	2gram	Vinokur_Vv	Problema
351	с которыми	2	6
352	и уже	3	6
353	и той	3	6
354	независимо от	5	6
355	одновременно и	3	6
356	как оно	3	6
357	дело не	5	6
358	зависимости от	3	6
359	этом отношении	4	6
360	природы и	2	6
361	к своему	2	6
362	не к	2	6
363	действительность в	4	6
364	отчет в	3	6
365	как на	12	6
366	не мог	2	6
367	в слове	3	6
368	и этого	3	5
369	одна из	3	5
370	науки и	5	5
371	отношение к	3	5
372	имеет свою	2	5
373	другое дело	3	5
374	или ином	2	5
375	до того	2	5
376	но зато	2	5
377	одно и	2	5
378	как такового	3	5
379	сам же	2	5
380	мы теперь	2	5
381	себе что	3	5
382	до н	6	5
383	в известной	3	5
384	том чтобы	6	5
385	чтобы понять	4	5
386	чем больше	2	5
387	тому как	2	5
388	во внимание	3	5
389	в собственном	3	5
390	между тем	10	5
391	от того	3	5
392	текста и	3	5
393	что может	3	5
394	мы видели	3	5
395	том виде	3	5
396	с теми	2	5
397	что с	3	5
398	только по	3	5
399	к этому	3	5
400	хотя в	2	5
401	должно быть	2	5
402	себя в	2	5
403	действительности в	2	5
404	как говорят	2	5
405	в этот	2	5
406	слова как	2	5
407	одним из	5	5
408	подобно тому	2	5
409	языке и	4	5
410	по его	2	5
411	в каждом	4	5
412	собственном смысле	3	5
413	по содержанию	3	5
414	этих случаях	2	5
415	с чем	2	4
416	для нее	2	4
417	мы называем	2	4
418	наряду с	3	4
419	должен быть	4	4
420	этого понятия	5	4
421	следовательно и	2	4
422	а как	5	4
423	это понятие	2	4
424	у них	2	4
425	отличие от	4	4
426	одно из	5	4
427	так например	6	4
428	могло бы	2	4
429	во втором	2	4
430	которое в	2	4
431	не могли	2	4
432	на нее	3	4
433	что к	2	4
434	ни одна	2	4
435	прийти к	2	4
436	можно говорить	3	4
437	xix в	12	4
438	которого мы	2	4
439	если это	2	4
440	о них	2	4
441	только после	2	4
442	той же	4	4
443	особого рода	4	4
444	iv в	2	4
445	xx в	3	4
446	и был	2	4
447	на котором	2	4
448	дело с	9	4
449	этой точки	2	4
450	и те	2	4
451	и др	2	4
452	в разных	7	4
453	в сущности	3	4
454	свое значение	2	4
455	например в	2	4
456	с их	5	4
457	из него	2	4
458	в свою	2	4
459	целое и	2	4
460	мог бы	2	4
461	так чтобы	3	4
462	смысле и	2	4
463	из того	2	3
464	например что	3	3
465	что уже	3	3
466	еще раз	2	3
467	котором он	2	3
468	одного и	2	3
469	в подлинном	2	3
470	же только	3	3
471	и далее	2	3
472	будет в	2	3
473	к выводу	7	3
474	том же	2	3
475	в каждой	2	3
476	язык и	3	3
477	от других	2	3
478	языка как	2	3
479	смотреть на	5	3
480	в более	4	3
481	времени в	3	3
482	а потому	5	3
483	в отличие	4	3
484	сравнению с	4	3
485	видит в	4	3
486	нуждается в	3	3
487	до наших	2	3
488	и заключается	4	3
489	в первом	5	3
490	должна быть	2	3
491	оказалось что	2	3
492	отношений между	3	3
493	вообще в	2	3
494	известном смысле	3	3
495	одно целое	2	3
496	по сравнению	4	3
497	в чисто	4	3
498	на такие	2	3
499	время не	2	3
500	что нет	2	3
501	после того	2	3
502	из таких	2	3
503	только так	2	3
504	каждой из	6	3
505	был в	2	3
506	представляет собой	14	3
507	как она	4	3
508	как об	9	3
509	о которой	2	3
510	для которых	3	3
511	в и	4	3
512	них не	2	3
513	и должно	2	3
514	от другой	3	3
515	направление в	3	3
516	и других	3	3
517	с помощью	2	3
518	чем в	3	3
519	бы с	2	3
520	в очень	3	3
521	его к	2	3
522	в до	2	3
523	каждый из	2	3
524	и представить	2	3
525	а во-вторых	2	3
526	выводу что	7	3
527	со стороны	16	3
528	так называемая	2	3
529	может ли	2	3
530	и требует	2	3
531	со всей	3	3
532	одной и	2	3
533	от которых	2	3
534	всего то	3	3
535	пока не	2	3
536	время в	2	3
537	язык как	5	3
538	быть в	5	3
539	не столько	2	3
540	науки о	9	3
541	иначе но	2	3
542	есть еще	3	3
543	вот почему	3	3
544	что каждая	2	3
545	т е	40	3
546	о языке	6	3
547	должен был	4	3
548	самое же	2	3
549	на основании	5	3
550	мысли и	2	3
551	в нечто	2	3
552	с историей	3	3
553	речь идет	2	3
554	истории в	2	3
555	на этом	3	3
556	смысле как	3	3
557	и именно	13	3
558	к какому	2	3
559	языка в	5	3
560	путь от	2	3
561	этих двух	2	3
562	все более	4	2
563	историк литературы	3	2
564	к действительности	2	2
565	о природе	7	2
566	не совпадает	2	2
567	могут не	2	2
568	момента в	2	2
569	из числа	2	2
570	в следующем	2	2
571	возникает вопрос	2	2
572	одна от	2	2
573	известной мере	2	2
574	от себя	3	2
575	и науки	3	2
576	своей целью	2	2
577	то она	2	2
578	всего того	3	2
579	что остается	2	2
580	не место	2	2
581	своего рода	3	2
582	и понимать	4	2
583	в с	3	2
584	это однако	2	2
585	на каком-нибудь	2	2
586	в который	2	2
587	действительности к	2	2
588	что чем	2	2
589	какой бы	2	2
590	отдельные области	4	2
591	языка а	2	2
592	дело заключается	2	2
593	есть действительно	2	2
594	и вот	3	2
595	языка с	2	2
596	обратим внимание	2	2
597	и со	2	2
598	обе эти	3	2
599	д в	2	2
600	за собой	3	2
601	д все	2	2
602	жизни как	2	2
603	на почве	5	2
604	ближе к	2	2
605	на рубеже	2	2
606	в число	2	2
607	текст и	3	2
608	а так	2	2
609	однако с	2	2
610	по отношению	4	2
611	в обоих	2	2
612	что представляет	3	2
613	на свои	2	2
614	свою очередь	2	2
615	или же	3	2
616	в содержании	2	2
617	и чем	2	2
618	в свое	3	2
619	т п	5	2
620	этой книги	2	2
621	как например	6	2
622	сливается с	3	2
623	чтобы он	2	2
624	в в	3	2
625	которые были	2	2
626	к самой	2	2
627	так называемое	2	2
628	в прямом	4	2
629	и совершенно	2	2
630	познания и	2	2
631	художественных произведений	2	2
632	так называемых	4	2
633	принять во	2	2
634	имеет дело	5	2
635	в прошлом	2	2
636	но пока	2	2
637	но также	16	2
638	из двух	4	2
639	отношению к	4	2
640	наших дней	2	2
641	лишь как	2	2
642	не с	3	2
643	большей степени	2	2
644	история и	3	2
645	и сейчас	2	2
646	это заставляет	2	2
647	зависит от	3	2
648	в большей	7	2
649	произведения и	2	2
650	этого не	2	2
651	вопрос что	2	2
652	бы ее	2	2
653	науки а	4	2
654	из которой	2	2
655	нам не	2	2
656	широком смысле	8	2
