N	2gram	Bakhtin_sl	Myslijsy
361	в какой	2	5
362	время как	2	5
363	но уже	2	5
364	и здесь	5	5
365	время и	3	5
366	в той	13	5
367	конечно не	7	5
368	следовательно и	4	4
369	данном случае	3	4
370	в другом	4	4
371	не могла	2	4
372	ее с	2	4
373	языка язык	2	4
374	здесь как	3	4
375	к своему	11	4
376	а его	2	4
377	от этого	2	4
378	в поэзии	4	4
379	слова от	7	4
380	ту же	5	4
381	человеке и	3	4
382	не на	6	4
383	был бы	2	4
384	том и	2	4
385	произведения не	2	4
386	дело в	2	4
387	его как	3	4
388	все они	9	4
389	если оно	2	4
390	остановимся на	2	4
391	эти слова	4	4
392	точке зрения	2	4
393	он может	3	4
394	ни в	4	4
395	еще более	7	4
396	к новому	3	4
397	из этого	3	4
398	или даже	5	4
399	ничего не	5	4
400	языке в	3	4
401	между этими	3	4
402	произведения и	2	4
403	но эта	2	4
404	не знает	3	4
405	связанная с	2	4
406	по своему	2	4
407	и оно	2	4
408	он в	6	4
409	все его	4	4
410	одного из	2	4
411	на них	2	4
412	языка но	7	4
413	в поэтическом	8	4
414	в связи	2	4
415	с его	8	4
416	но она	2	4
417	и между	2	4
418	только о	2	4
419	языку и	5	4
420	стороны и	3	4
421	этом отношении	2	4
422	языком и	6	4
423	слова при	2	4
424	на этом	4	4
425	со своим	13	4
426	слова например	2	4
427	влияния на	3	4
428	в некоторых	3	4
429	и воля	2	4
430	отношения к	3	4
431	собственном смысле	2	4
432	явления и	2	4
433	в свой	3	3
434	ни о	2	3
435	вносит в	3	3
436	нисколько не	3	3
437	могут не	2	3
438	и ее	3	3
439	или поздно	2	3
440	в отношении	9	3
441	мы и	2	3
442	например и	2	3
443	должен быть	3	3
444	ни были	3	3
445	языка или	3	3
446	о слове	7	3
447	эти явления	2	3
448	или вовсе	2	3
449	отличие от	13	3
450	и др	17	3
451	своего языка	7	3
452	может иметь	3	3
453	одной из	4	3
454	рано или	2	3
455	в известной	3	3
456	и непосредственно	6	3
457	как ни	2	3
458	для них	2	3
459	в известном	2	3
460	не была	3	3
461	несколько слов	2	3
462	всей вероятности	3	3
463	каждом шагу	2	3
464	входят в	3	3
465	взаимного понимания	2	3
466	для этого	4	3
467	языка а	7	3
468	по всей	3	3
469	которая не	3	3
470	на каждом	2	3
471	пор не	2	3
472	кроме того	6	3
473	этого предмета	2	3
474	и наконец	9	3
475	от его	4	3
476	вместе со	2	3
477	или как	4	3
478	слово для	2	3
479	связанные с	7	3
480	есть как	3	3
481	речь и	3	3
482	язык но	3	3
483	в новом	3	3
484	именно на	3	3
485	самого слова	2	3
486	в себя	3	3
487	без всякого	2	3
488	все слова	3	3
489	которые в	4	3
490	в одной	2	3
491	до известной	3	3
492	которых мы	3	3
493	первом случае	2	3
494	в свое	3	3
495	как это	3	3
496	поэтическом произведении	3	3
497	дело с	4	3
498	сливается с	6	3
499	словом но	2	3
500	с одним	3	3
501	большинстве случаев	11	3
502	здесь не	6	3
503	человек и	13	3
504	случае не	2	3
505	в двух	2	3
506	с которыми	2	3
507	из многих	3	3
508	самого поэта	2	3
509	слова к	4	3
510	в результате	4	3
511	из своих	2	3
512	единство и	4	3
513	мы увидим	2	3
514	и которые	2	3
515	как о	2	3
516	в самых	2	3
517	не должно	3	3
518	языков и	18	3
519	или иначе	2	3
520	в большинстве	16	3
521	с которым	4	3
522	на мир	6	3
523	в форме	3	3
524	не значит	2	3
525	в большей	3	3
526	все свои	2	3
527	еще раз	3	2
528	без всяких	2	2
529	восприятием и	2	2
530	чужого языка	7	2
531	себе как	2	2
532	роль в	4	2
533	и эти	2	2
534	же слово	3	2
535	которого он	3	2
536	оно как	2	2
537	людей и	2	2
538	к различным	2	2
539	словом как	2	2
540	они были	3	2
541	ничего нового	2	2
542	языка это	2	2
543	формы и	3	2
544	в единство	2	2
545	себя от	2	2
546	переходит в	3	2
547	эти формы	5	2
548	на языке	2	2
549	ускользает от	2	2
550	быть и	6	2
551	художественный образ	3	2
552	лежит в	5	2
553	и эта	2	2
554	речи в	5	2
555	и образ	2	2
556	целый ряд	2	2
557	и формы	4	2
558	возможно и	3	2
559	сознания в	2	2
560	этой способности	2	2
561	по своей	2	2
562	как у	2	2
563	нами в	3	2
564	или на	2	2
565	понимание и	2	2
566	может казаться	2	2
567	можно говорить	2	2
568	языка может	2	2
569	другой язык	2	2
570	и следует	3	2
571	где нет	2	2
572	его слово	17	2
573	имеет дело	4	2
574	сам в	2	2
575	к своей	2	2
576	в предмете	8	2
577	в сфере	2	2
578	слове как	3	2
579	ему не	2	2
580	и заставляет	3	2
581	языке а	2	2
582	нуждается в	3	2
583	такая же	2	2
584	на которые	3	2
585	а на	3	2
586	поэтому оно	2	2
587	его от	2	2
588	о нем	6	2
589	в прошлом	2	2
590	связано с	3	2
591	только с	3	2
592	и там	6	2
593	не образ	2	2
594	же как	2	2
595	ибо он	2	2
596	всегда в	3	2
597	становится объектом	2	2
598	это возможно	2	2
599	не исчерпывается	3	2
600	и нет	3	2
601	с этими	3	2
602	они могут	7	2
603	слове в	4	2
604	всех этих	8	2
605	себя в	14	2
606	если она	2	2
607	дело не	2	2
608	с ее	6	2
609	этого языка	3	2
610	вне его	4	2
611	и прямо	4	2
612	своем языке	3	2
613	отличается от	3	2
614	и говорящий	2	2
615	слова как	8	2
616	и сам	4	2
617	его и	5	2
618	остаются в	3	2
619	точек зрения	8	2
620	и предметом	4	2
621	оно может	3	2
622	как с	2	2
623	себя то	3	2
624	есть от	2	2
625	которые как	2	2
626	него то	2	2
627	зависимости от	4	2
628	других случаях	2	2
629	как его	5	2
630	жизни но	2	2
631	наблюдения над	2	2
632	по своим	6	2
633	этих случаях	2	2
634	а следовательно	2	2
635	языка так	3	2
636	в системе	2	2
