N	2gram	Ircho_Kome	slovoVRo
185	сих пор	3	4
186	к тому	15	4
187	в литературе	2	4
188	при всем	3	4
189	из них	16	4
190	художественный образ	2	4
191	из этого	2	4
192	и уже	2	4
193	именно на	2	4
194	в себя	3	4
195	как раз	4	4
196	время и	3	3
197	или к	2	3
198	нуждается в	2	3
199	в духе	3	3
200	такого рода	6	3
201	как это	7	3
202	тому что	4	3
203	в более	4	3
204	его с	2	3
205	и без	3	3
206	в состав	2	3
207	на все	3	3
208	было бы	8	3
209	в первом	2	3
210	становится в	3	3
211	интерес к	2	3
212	на всю	3	3
213	на которые	3	3
214	к этому	8	3
215	в сознании	4	3
216	затем и	2	3
217	и внутренней	3	3
218	из этих	5	3
219	от этого	2	3
220	не все	2	3
221	это было	5	3
222	на него	4	3
223	во второй	4	3
224	тем что	5	3
225	в связи	3	3
226	и другие	3	3
227	такой же	2	3
228	нас в	3	3
229	которых мы	2	3
230	или на	2	3
231	в этой	9	3
232	на нем	2	3
233	потому что	8	3
234	все что	3	3
235	целый ряд	2	3
236	и это	3	3
237	в эту	2	3
238	в форме	2	3
239	и тем	2	3
240	о которых	6	2
241	из всех	2	2
242	чаще всего	3	2
243	этого рода	2	2
244	по своей	2	2
245	и у	3	2
246	одному из	2	2
247	только два	2	2
248	речь о	2	2
249	как он	2	2
250	ни одной	3	2
251	не столь	2	2
252	так что	6	2
253	и за	3	2
254	тем как	2	2
255	или вовсе	3	2
256	в один	2	2
257	своего времени	2	2
258	самого начала	2	2
259	то что	8	2
260	х годов	5	2
261	по своему	5	2
262	в руках	4	2
263	одного из	7	2
264	среди которых	2	2
265	с самого	3	2
266	связь с	2	2
267	в образе	4	2
268	которые были	2	2
269	материал для	2	2
270	не могла	2	2
271	внешней и	3	2
272	в известном	2	2
273	место в	7	2
274	для них	2	2
275	в ее	2	2
276	протяжении всего	3	2
277	не один	2	2
278	что они	4	2
279	из самых	2	2
280	в двух	6	2
281	чем это	2	2
282	того как	3	2
283	да и	5	2
284	время как	6	2
285	до нас	9	2
286	меньше чем	2	2
287	то и	3	2
288	независимо от	5	2
289	и что	2	2
290	можно было	5	2
291	что она	3	2
292	же в	7	2
293	он был	4	2
294	в области	3	2
295	мира в	5	2
296	об этом	2	2
297	ни было	4	2
298	тем не	3	2
299	у нас	3	2
300	за свое	2	2
301	в течение	5	2
302	действующих лиц	8	2
303	к ней	2	2
304	но они	2	2
305	речь в	2	2
306	мы можем	6	2
307	в какой	2	2
308	как известно	4	2
309	за ним	2	2
310	нет и	2	2
311	на то	3	2
312	была поставлена	2	2
313	столь же	9	2
314	в котором	6	2
315	из его	6	2
316	в своих	2	2
317	в последние	2	2
318	или иначе	4	2
319	этим и	2	2
320	в начале	7	2
321	слова о	2	2
322	главным образом	4	2
323	и одновременно	3	2
324	несмотря на	5	2
325	то время	8	2
326	и особенно	7	2
327	нового времени	7	2
328	друг другу	2	2
329	не к	2	2
330	в нашем	2	2
331	темы в	2	2
332	однако не	2	2
