N	2gram	Propp_Isto	Komedia
120	тому что	2	9
121	одной стороны	12	9
122	однако в	2	9
123	в образе	4	9
124	ответ на	6	9
125	и по	7	9
126	из его	2	9
127	в своей	4	9
128	того как	5	9
129	а также	2	9
130	независимо от	3	9
131	больше чем	2	9
132	отношению к	3	9
133	что отец	2	9
134	время как	4	9
135	но все	5	9
136	все что	4	9
137	друг друга	2	9
138	вовсе не	6	9
139	только в	10	9
140	в ней	4	9
141	возможно что	4	8
142	и ее	6	8
143	и других	2	8
144	как он	11	8
145	не знает	2	8
146	то это	7	8
147	связи с	3	8
148	что ни	2	8
149	другой стороны	17	8
150	можно было	3	8
151	с этой	7	8
152	что у	6	8
153	в которых	2	8
154	по содержанию	2	8
155	если не	4	8
156	не было	3	8
157	во всех	8	8
158	вопрос о	6	7
159	в первую	8	7
160	в себе	3	7
161	в другом	2	7
162	и у	3	7
163	со своим	4	7
164	мы знаем	4	7
165	себе в	3	7
166	и о	2	7
167	в руках	2	7
168	в других	6	7
169	так или	2	7
170	но если	2	7
171	и это	9	7
172	у того	2	7
173	в связи	3	7
174	что они	5	7
175	во всяком	3	7
176	если в	3	7
177	тех же	2	7
178	из этих	6	7
179	мы найдем	2	7
180	дело с	2	7
181	и вот	2	7
182	должен был	2	7
183	в этих	16	7
184	и тот	3	7
185	не имеет	6	7
186	или иначе	2	7
187	для нас	8	7
188	всяком случае	3	7
189	и хотя	3	7
190	после смерти	7	7
191	даже в	2	6
192	в силу	2	6
193	и тем	4	6
194	в области	3	6
195	его дочери	2	6
196	на вопрос	5	6
197	с женой	2	6
198	так в	10	6
199	могут быть	3	6
200	что не	3	6
201	с дочерью	2	6
202	никто не	2	6
203	в дальнейшем	3	6
204	и он	8	6
205	к концу	3	6
206	тем не	4	6
207	и как	3	6
208	в середине	2	6
209	как будто	4	6
210	по всему	3	6
211	после того	6	6
212	на то	5	6
213	с собой	7	6
214	в греции	4	6
215	когда он	5	6
216	в другой	3	6
217	а по	2	6
218	там же	3	6
219	представляет собой	8	6
220	главным образом	3	6
221	то ли	2	6
222	или в	11	6
223	а не	9	6
224	никогда не	16	5
225	и если	4	5
226	это не	14	5
227	отец и	2	5
228	его на	2	5
229	том как	3	5
230	вслед за	2	5
231	что из	4	5
232	в ответ	3	5
233	ни одной	2	5
234	после этого	8	5
235	брак с	2	5
236	все время	2	5
237	по существу	5	5
238	от них	2	5
239	к ним	3	5
240	не так	4	5
241	участие в	2	5
242	мы имеем	27	5
243	же не	2	5
244	в ее	3	5
245	в действительности	2	5
246	обращается к	4	5
247	сказать что	5	5
248	представление о	9	5
249	и от	5	5
250	что это	6	5
251	за ним	3	5
252	т д	25	5
253	известно что	3	5
254	от отца	5	5
255	чаще всего	8	5
256	к своему	4	5
257	от того	4	5
258	что по	2	5
259	восходит к	3	5
260	именно в	2	5
261	что я	2	5
262	здесь нет	4	5
263	он и	3	5
264	в это	3	5
265	со своей	2	5
266	жизни и	3	5
267	здесь и	3	5
268	от нее	2	5
269	а на	2	5
270	конечно не	2	5
271	и после	2	5
272	но он	4	5
273	в сопровождении	2	4
274	которые в	3	4
275	не столько	4	4
276	видеть в	3	4
277	не всегда	6	4
278	ничем не	2	4
279	или менее	3	4
280	это обстоятельство	2	4
281	и этим	7	4
282	в более	3	4
283	все его	3	4
284	и там	6	4
285	его не	4	4
286	что же	2	4
287	же как	6	4
288	когда в	3	4
289	здесь мы	11	4
290	е в	2	4
291	из самых	2	4
292	например в	6	4
293	в основе	2	4
294	в состоянии	4	4
295	одна из	7	4
296	из этого	2	4
297	то и	6	4
298	в свои	3	4
299	у нее	3	4
300	стороны и	4	4
301	отца и	2	4
302	в греческой	2	4
303	у нас	4	4
304	и другие	10	4
305	можно сделать	2	4
306	такой же	3	4
307	том чтобы	3	4
308	достаточной степени	2	4
309	не случайно	3	4
310	далеко не	3	4
311	их в	3	4
312	в достаточной	2	4
313	что мы	3	4
314	нам по	3	4
315	перед ним	2	4
316	большей частью	2	4
317	по его	2	4
318	как его	2	4
319	нет ни	2	3
320	не могут	3	3
321	от него	6	3
322	в одной	3	3
323	вплоть до	2	3
324	приходит к	4	3
325	должно было	2	3
326	за собой	2	3
327	должен быть	2	3
328	если они	4	3
329	что именно	2	3
330	а как	2	3
331	же можно	4	3
332	от своего	2	3
333	сам себя	2	3
334	только на	2	3
335	такое же	3	3
336	представления о	13	3
337	а его	3	3
338	в руки	2	3
339	а с	3	3
340	видно что	7	3
341	от этого	2	3
342	в эту	3	3
343	для этой	2	3
344	она не	3	3
345	к этой	2	3
346	они не	4	3
347	он говорит	4	3
348	этим объясняется	2	3
349	он в	4	3
350	а после	2	3
351	таким же	2	3
352	этой связи	2	3
353	этом же	2	3
354	этим же	2	3
355	по этому	3	3
356	в виде	5	3
357	на землю	4	3
358	еще одно	2	3
359	с ними	2	3
360	и когда	2	3
361	о ней	2	3
362	представляют собой	5	3
363	сам он	3	3
364	все еще	2	3
365	в герое	3	3
366	между двумя	2	3
367	мы видели	17	3
368	право на	5	3
369	но при	2	3
370	его с	2	3
371	ее на	5	3
372	это в	3	3
373	возвращается с	2	3
374	и эта	5	3
375	не совсем	3	3
376	ее отца	2	3
377	могли быть	2	3
378	его за	2	3
379	жениться на	4	3
380	в греческом	2	3
381	и из	2	3
382	и более	2	3
383	не с	2	3
384	можно найти	3	3
385	отношения к	2	3
386	более или	3	3
387	связанные с	3	3
388	если это	2	3
389	на дочери	4	3
390	если он	5	3
391	по себе	2	3
392	находится в	2	3
393	незадолго до	2	3
394	относится к	2	3
395	только после	3	3
396	в один	2	3
397	и есть	2	3
398	как на	3	3
399	во всем	2	3
400	своего отца	4	3
401	образом и	3	2
402	от руки	2	2
403	перед нами	4	2
404	тем самым	3	2
405	те же	2	2
406	с тех	2	2
407	показывают что	7	2
408	же объясняется	2	2
409	случае в	2	2
410	и новые	2	2
411	с целью	2	2
412	вот в	2	2
413	доходит до	3	2
414	а потом	4	2
415	что вы	2	2
416	что здесь	10	2
417	и формы	3	2
418	к женщине	3	2
419	никак не	2	2
420	из всего	3	2
421	не ясно	2	2
422	в свое	3	2
423	доказывает что	5	2
424	у них	3	2
425	начинается с	4	2
426	и при	2	2
427	этого не	2	2
428	это как	2	2
429	в основном	2	2
430	дает нам	3	2
431	они должны	3	2
432	нас не	2	2
433	в форму	2	2
434	с семьей	3	2
435	это видно	2	2
436	того что	7	2
437	вопрос не	2	2
438	не находит	2	2
439	могло быть	2	2
440	случаях когда	7	2
441	здесь же	3	2
442	предположить что	6	2
443	и третий	2	2
444	зависимости от	4	2
445	дочери и	2	2
446	ли он	5	2
447	ту же	3	2
448	тех случаях	7	2
449	что тот	2	2
450	меня и	2	2
451	этой точки	3	2
452	и те	2	2
453	же что	2	2
454	точно так	2	2
455	живет в	2	2
456	и под	3	2
457	здесь не	4	2
458	мы видим	14	2
459	в зависимости	3	2
460	и до	2	2
461	все эти	8	2
462	почти всегда	6	2
463	под влиянием	2	2
464	должна быть	3	2
465	что эти	4	2
466	этом случае	4	2
467	приходит в	2	2
468	более поздние	2	2
469	к отцу	2	2
470	еще один	3	2
471	нет в	2	2
472	к которой	2	2
473	три года	2	2
474	в литературе	2	2
475	не знаю	3	2
476	но это	5	2
477	не все	4	2
478	и так	2	2
479	с ней	4	2
480	дело не	5	2
481	от которого	2	2
482	между прочим	3	2
483	то чтобы	2	2
484	все больше	2	2
485	превращается в	10	2
486	своему хозяину	2	2
487	на земле	6	2
488	себе не	2	2
489	где он	3	2
490	ее руки	2	2
491	начиная от	2	2
492	но они	4	2
493	как только	5	2
494	она и	3	2
495	формы и	2	2
496	такие случаи	3	2
497	друг на	2	2
498	на эти	2	2
499	в жизни	2	2
500	знает что	2	2
501	этот вопрос	3	2
502	его к	2	2
503	ее в	3	2
504	от всех	2	2
505	не будет	6	2
506	ему все	2	2
507	не вполне	5	2
508	нет необходимости	3	2
509	в многочисленных	3	2
510	стороны он	3	2
511	имеем в	8	2
512	того кто	3	2
513	в большом	2	2
514	что между	4	2
515	еще одна	4	2
516	к самому	2	2
517	и она	3	2
518	которой он	3	2
519	три раза	2	2
520	сводится к	3	2
521	к другому	2	2
522	говорит о	2	2
523	связь с	7	2
524	дочь за	3	2
525	мы уже	10	2
526	земли и	3	2
527	после чего	5	2
528	на первый	6	2
529	и только	4	2
530	в форме	4	2
531	именно на	2	2
532	меня в	2	2
533	без всякого	2	2
534	знаю что	3	2
