N	2gram	Bakhtin_Pr	VeschiIm
281	а ее	2	2
282	и на	3	2
283	о значении	4	2
284	есть его	3	2
285	раз и	2	2
286	которую мы	3	2
287	совершенно невозможно	3	2
288	только как	6	2
289	степени и	2	2
290	конечно не	5	2
291	во всем	2	2
292	но с	3	2
293	этом смысле	3	2
294	с его	2	2
295	основе своей	3	2
296	на основе	6	2
