N	2gram	Nazirov_Tv	Komedia
268	и другие	4	4
269	такой же	4	4
270	не случайно	6	4
271	далеко не	3	4
272	из себя	2	4
273	с которым	2	4
274	с большим	3	4
275	свою вину	2	4
276	в себя	3	4
277	на площади	2	4
278	из других	2	4
279	в античной	2	3
280	нет ни	3	3
281	в соответствии	7	3
282	и потому	4	3
283	не могут	2	3
284	больше не	5	3
285	трагедии в	2	3
286	указывает на	2	3
287	действия и	3	3
288	от него	2	3
289	в одной	5	3
290	вплоть до	2	3
291	приходит к	4	3
292	и притом	2	3
293	не был	4	3
294	как к	2	3
295	за собой	4	3
296	а как	2	3
297	казалось бы	4	3
298	том же	3	3
299	в устах	2	3
300	в году	22	3
301	только на	2	3
302	из жизни	3	3
303	в руки	2	3
304	а с	4	3
305	для этой	2	3
306	она не	2	3
307	ли в	2	3
308	если у	2	3
309	он говорит	3	3
310	его и	2	3
311	людей и	2	3
312	в известной	4	3
313	этой связи	2	3
314	он с	2	3
315	для них	2	3
316	в виде	4	3
317	мы понимаем	2	3
318	на землю	2	3
319	с ними	3	3
320	и когда	2	3
321	представляют собой	2	3
322	протяжении всего	2	3
323	было в	2	3
324	только как	2	3
325	ли это	2	3
326	в финале	4	3
327	это в	3	3
328	собой в	2	3
329	в лице	4	3
330	конечном счете	4	3
331	до этого	2	3
332	мы находим	2	3
333	в действии	2	3
334	только для	2	3
335	жизнь и	2	3
336	и более	2	3
337	раз на	2	3
338	что ты	2	3
339	сам автор	2	3
340	в диалоге	2	3
341	соответствии с	7	3
342	если он	4	3
343	по себе	2	3
344	в один	3	3
345	в таком	4	3
346	и есть	2	3
347	не к	2	3
348	о которой	2	3
349	площади и	2	2
350	перед нами	3	2
351	к одному	2	2
352	тем самым	10	2
353	сам себе	3	2
354	г а	3	2
355	для человека	3	2
356	означает что	2	2
357	характера в	2	2
358	человека и	6	2
359	вот в	2	2
360	в конечном	4	2
361	не могли	2	2
362	он еще	2	2
363	в любви	3	2
364	во времени	3	2
365	это как	4	2
366	в основном	9	2
367	современной ему	2	2
368	е а	3	2
369	в современном	5	2
370	того что	3	2
371	со всеми	3	2
372	не считать	2	2
373	о нем	2	2
374	в душе	4	2
375	как уже	2	2
376	что все	4	2
377	мы узнаем	3	2
378	аргументом в	2	2
379	в ту	4	2
380	гораздо более	2	2
381	была бы	2	2
382	жизнь в	2	2
383	ту же	4	2
384	и та	2	2
385	в жизнь	2	2
386	в известном	2	2
387	точно так	3	2
388	живет в	3	2
389	мы видим	3	2
390	и мир	3	2
391	и до	2	2
392	все эти	3	2
393	но его	2	2
394	следовало бы	2	2
395	эти слова	3	2
396	рядом с	2	2
397	для анализа	2	2
398	в которую	2	2
399	особенно в	3	2
400	это еще	2	2
401	вообще говоря	2	2
402	имеет в	2	2
403	в с	2	2
404	то в	2	2
405	к достижению	2	2
406	времени а	2	2
407	в литературе	4	2
408	это был	4	2
409	намек на	2	2
410	так мы	2	2
411	из этой	3	2
412	но это	10	2
413	не все	2	2
414	только с	3	2
415	о котором	2	2
416	дело не	3	2
417	на свете	3	2
418	в этот	3	2
419	с ее	3	2
420	я и	3	2
421	связанного с	2	2
422	превращается в	2	2
423	на земле	4	2
424	жизни в	9	2
425	как по	2	2
426	в философии	2	2
427	себе не	3	2
428	где он	2	2
429	и со	2	2
430	не означает	4	2
431	отношении к	2	2
432	х гг	2	2
433	сюжета в	2	2
434	не похож	2	2
435	со своими	2	2
436	наше время	4	2
437	на эти	2	2
438	для него	9	2
439	в жизни	3	2
440	это уже	7	2
441	а может	2	2
442	человека с	2	2
443	несколько раз	2	2
444	этот вопрос	4	2
445	его к	2	2
446	ее в	3	2
447	от всех	2	2
448	не будет	2	2
449	времени это	2	2
450	в настоящем	2	2
451	как она	2	2
452	между людьми	3	2
453	которой он	2	2
454	к жизни	4	2
455	в стороне	2	2
456	сводится к	2	2
457	говорит о	3	2
458	связь с	3	2
459	на стороне	3	2
460	мы уже	2	2
461	выступает против	2	2
462	и только	2	2
463	от людей	2	2
464	же и	2	2
465	эта мысль	3	2
466	меня в	2	2
467	событий в	2	2
468	рассказывает о	3	2
469	и всякий	2	2
470	доводит до	2	2
471	согласии с	2	2
