N	2gram	Tiupa_Anal	Tvorches
306	ведь это	2	2
307	а как	4	2
308	в устах	2	2
309	смысл и	3	2
310	но отнюдь	2	2
311	о нем	4	2
312	может и	2	2
313	тому что	2	2
314	не сами	2	2
315	не могу	2	2
316	он в	5	2
317	того же	7	2
318	была бы	4	2
319	и м	2	2
320	которая в	3	2
321	героя как	2	2
322	его можно	2	2
323	ответ на	3	2
324	в художественном	4	2
325	в сюжете	2	2
326	и та	2	2
327	между собой	2	2
328	в известном	2	2
329	а скорее	2	2
330	что же	3	2
331	нуждается в	9	2
332	не будет	3	2
333	по бахтину	2	2
334	ли он	3	2
335	только через	2	2
336	того чтобы	3	2
337	по выражению	4	2
338	было бы	4	2
339	представляют собой	4	2
340	связи с	2	2
341	в сущности	10	2
342	в связи	2	2
343	он был	3	2
344	в качестве	38	2
345	в двух	4	2
346	в действительности	2	2
347	и того	5	2
348	в литературном	2	2
349	содержит в	3	2
350	по поводу	4	2
351	это еще	2	2
352	всех этих	2	2
353	этой сцены	2	2
354	известном смысле	2	2
355	но при	2	2
356	в данном	6	2
357	с другими	4	2
358	перекликается с	2	2
359	во всех	5	2
360	при таком	2	2
361	уже говорилось	5	2
362	с самим	3	2
363	в повествовании	2	2
364	неотделима от	2	2
365	тем не	3	2
366	не сводится	2	2
367	своего собственного	2	2
368	событий и	2	2
369	что как	3	2
370	выше уже	2	2
371	мира в	2	2
372	свободе воли	2	2
373	художественное произведение	5	2
374	в речи	3	2
375	как о	2	2
376	в результате	3	2
377	и о	3	2
378	с одной	7	2
379	то он	3	2
380	и является	4	2
381	за пределами	3	2
382	ни в	5	2
383	столь же	7	2
384	человек в	3	2
385	все что	3	2
386	я в	5	2
387	в произведении	7	2
388	ключ к	2	2
389	к его	3	2
390	героя к	2	2
391	в эту	3	2
392	в диалоге	2	2
393	со своим	4	2
394	и соответственно	5	2
395	всякий раз	3	2
396	произведения в	14	2
397	внимание на	3	2
398	с их	2	2
399	из этого	2	2
400	не говорит	2	2
401	бы ни	2	2
402	или даже	3	2
403	своей собственной	2	2
404	том числе	3	2
405	не просто	2	2
406	человек и	2	2
407	автора или	2	2
408	самое время	2	2
409	не к	3	2
410	в глубине	2	2
411	как раз	5	2
412	мы уже	2	2
413	нам представляется	2	2
