N	2gram	Propp_Isto	Analitik
297	человек в	2	3
298	когда он	7	3
299	и с	8	3
300	если не	4	3
301	тогда когда	3	3
302	мог бы	2	3
303	на место	2	3
304	то его	2	3
305	жизни и	4	3
306	из этого	3	3
307	не говорит	2	3
308	после чего	3	3
309	как на	3	3
310	но он	2	3
311	этих случаях	10	3
312	и смерть	2	2
313	в доме	3	2
314	при помощи	11	2
315	о которых	4	2
316	но мы	5	2
317	смерти и	3	2
318	так же	14	2
319	для нас	6	2
320	как человек	3	2
321	не имеют	2	2
322	в одной	5	2
323	бы мы	4	2
324	даже не	2	2
325	б в	2	2
326	в иной	12	2
327	герой в	5	2
328	к себе	3	2
329	момент смерти	2	2
330	и таким	2	2
331	вера в	2	2
332	его что	2	2
333	на пути	2	2
334	ее и	3	2
335	случае мы	2	2
336	это только	2	2
337	в одно	2	2
338	и при	3	2
339	характерно что	2	2
340	я был	2	2
341	образом в	3	2
342	так например	3	2
343	с появлением	6	2
344	от них	2	2
345	до его	2	2
346	нами и	2	2
347	тот кто	7	2
348	на этой	5	2
349	этом он	2	2
350	борьбу с	2	2
351	с другом	2	2
352	все его	2	2
353	что этот	5	2
354	этой точки	2	2
355	между прочим	2	2
356	для чего	2	2
357	на все	2	2
358	не видно	2	2
359	и др	6	2
360	там где	11	2
361	что даже	2	2
362	что с	2	2
363	здесь мы	7	2
364	уже и	3	2
365	по существу	2	2
366	в которую	2	2
367	но эта	2	2
368	ей в	3	2
369	одно и	2	2
370	мы видим	12	2
371	с этого	2	2
372	это еще	3	2
373	что это	8	2
374	власть над	6	2
375	т е	27	2
376	интересно что	6	2
377	не будем	6	2
378	с этими	3	2
379	утверждать что	2	2
380	ним и	2	2
381	время в	2	2
382	таких случаях	2	2
383	что во	2	2
384	но дело	2	2
385	а на	2	2
386	над нами	2	2
387	не обязательно	2	2
388	при изучении	2	2
389	думать что	2	2
390	мы можем	6	2
391	та же	2	2
392	и вот	4	2
393	он по	2	2
394	встречается в	3	2
395	не по	3	2
396	в течение	2	2
397	сих пор	7	2
398	но если	2	2
399	случаях когда	2	2
400	в ином	3	2
401	друг с	2	2
402	за ним	4	2
403	не имеет	4	2
404	связаны с	3	2
405	в дальнейшем	6	2
406	он может	4	2
407	пребывание в	6	2
408	их в	7	2
409	к ним	2	2
410	зависит от	4	2
411	не исключают	2	2
412	что при	5	2
413	есть на	2	2
414	этот вопрос	2	2
415	с изображением	2	2
416	и стал	2	2
417	здесь совершенно	2	2
418	если он	2	2
419	которой он	2	2
420	чем речь	4	2
421	мы и	3	2
422	в форме	5	2
423	них не	2	2
424	в предыдущих	2	2
425	до сих	7	2
