N	2gram	Losev_Dial	Tvorches
134	перед нами	5	4
135	в область	2	4
136	о времени	3	4
137	при помощи	6	4
138	и потому	6	4
139	крайней мере	10	4
140	это и	12	4
141	только на	8	4
142	в частности	3	4
143	как это	8	4
144	утверждает что	3	4
145	отличие от	2	4
146	не знает	4	4
147	того что	22	4
148	что все	16	4
149	к нему	4	4
150	но только	7	4
151	точки зрения	43	4
152	так в	2	4
153	что на	3	4
154	могут быть	5	4
155	же как	4	4
156	с ними	3	4
157	мы видим	4	4
158	было в	2	4
159	и я	3	4
160	в основе	6	4
161	говорит о	5	4
162	и когда	4	4
163	и мы	6	4
164	тут же	3	4
165	нет ничего	14	4
166	по преимуществу	2	4
167	себя в	3	4
168	на свете	8	4
169	это значит	29	4
170	известно что	4	4
171	превращается в	6	4
172	тем что	5	4
173	и наконец	2	4
174	и есть	24	4
175	с этой	7	4
176	что его	5	4
177	по крайней	10	4
178	не мог	3	4
179	зависит от	4	4
180	не вполне	2	4
181	личности и	15	4
182	личности в	9	4
183	с точки	25	4
184	говорить о	13	4
185	той же	6	4
186	и тут	5	4
187	но он	3	4
188	не есть	95	3
189	ее и	2	3
190	на самом	2	3
191	в процессе	2	3
192	от него	2	3
193	я бы	3	3
194	вплоть до	2	3
195	даже не	8	3
196	есть основа	2	3
197	оба они	2	3
198	как к	2	3
199	едва ли	2	3
200	для себя	2	3
201	друг друга	3	3
202	таком случае	11	3
203	в виду	12	3
204	и тем	3	3
205	со стороны	5	3
206	но что	11	3
207	людей и	2	3
208	в один	2	3
209	идеи и	2	3
210	мы знаем	3	3
211	мы находим	5	3
212	о котором	4	3
213	в него	2	3
214	в свете	3	3
215	к тому	4	3
216	мифа в	3	3
217	в ней	4	3
218	на себя	3	3
219	другой стороны	4	3
220	что оно	9	3
221	всяком случае	3	3
222	идеи в	2	3
223	не то	3	3
224	себя как	3	3
225	этого он	2	3
226	точно так	3	3
227	должны быть	7	3
228	что с	2	3
229	воли и	2	3
230	никто не	4	3
231	в первом	2	3
232	можно сказать	5	3
233	личности это	2	3
234	заключается в	3	3
235	как мы	4	3
236	вот почему	3	3
237	но зато	2	3
238	да и	4	3
239	сказать что	7	3
240	то в	5	3
241	говорил о	2	3
242	сами по	3	3
243	из этих	5	3
244	и тогда	6	3
245	больше чем	2	3
246	его как	6	3
247	с ее	10	3
248	отличается от	9	3
249	в этот	3	3
250	а я	3	3
251	ни на	5	3
252	только что	7	3
253	я и	2	3
254	кроме того	8	3
255	и вот	13	3
256	был бы	2	3
257	ее в	3	3
258	для того	4	3
259	у нас	7	3
260	себе не	3	3
261	со всеми	2	3
262	в жизни	4	3
263	нет и	5	3
264	отличен от	2	3
265	с другим	2	3
266	д в	2	3
267	в себя	4	3
268	что для	5	3
269	и если	5	3
270	и к	5	3
271	но на	2	3
272	на этом	3	3
273	не существует	10	3
274	он и	3	3
275	по себе	31	3
276	несмотря на	2	3
277	может не	4	3
278	жизни и	8	3
279	но когда	2	3
280	и что	21	3
281	во всяком	5	3
282	нет ни	5	3
283	или в	4	3
284	и только	6	3
285	тому же	2	3
286	в одном	3	3
287	данном случае	3	2
288	и притом	10	2
289	в силах	2	2
290	сама жизнь	3	2
291	в жертву	2	2
292	не могут	6	2
293	во что	5	2
294	а что	6	2
295	но как	3	2
296	о чем	2	2
297	жизни он	2	2
298	не потому	2	2
299	эти два	3	2
300	свободы и	4	2
301	но даже	4	2
302	и необходимости	5	2
303	это опять-таки	2	2
304	в силу	5	2
305	сразу же	2	2
306	уже по	3	2
307	есть не	11	2
308	я должен	4	2
309	ведь это	2	2
310	а как	2	2
311	он всегда	3	2
312	после этого	2	2
313	не зная	2	2
314	говорил что	2	2
315	знает что	2	2
316	и где	2	2
317	смысл и	2	2
318	о нем	6	2
319	надо было	4	2
320	с тем	4	2
321	в вечности	6	2
322	может и	3	2
323	тому что	5	2
324	не мешает	3	2
325	она не	10	2
326	не могу	2	2
327	тоже не	2	2
328	была бы	5	2
329	жизнь в	2	2
330	точка зрения	5	2
331	что можно	2	2
332	и без	4	2
333	общения с	2	2
334	грань между	2	2
335	и та	4	2
336	то это	9	2
337	же он	2	2
338	не видно	2	2
339	что же	12	2
340	не будет	5	2
341	когда же	2	2
342	у меня	2	2
343	ни во	2	2
344	мы понимаем	3	2
345	когда она	4	2
346	ночь у	2	2
347	познания и	2	2
348	было бы	13	2
349	же в	2	2
350	связи с	3	2
351	верит в	2	2
352	в сущности	10	2
353	в связи	3	2
354	жизни с	2	2
355	содержит в	2	2
356	себя но	2	2
357	и вообще	7	2
358	но она	4	2
359	всех этих	3	2
360	не от	2	2
361	что если	5	2
362	в данном	6	2
363	только то	2	2
364	же это	4	2
365	души и	3	2
366	и нет	9	2
367	во всех	2	2
368	при таком	2	2
369	не нужно	2	2
370	из нее	2	2
371	а главное	2	2
372	тем не	10	2
373	своего собственного	2	2
374	в мысли	2	2
375	даже если	3	2
376	мир в	3	2
377	пространства и	3	2
378	д и	8	2
379	но ведь	2	2
380	как о	6	2
381	в результате	7	2
382	и о	9	2
383	ни к	3	2
384	чаще всего	3	2
385	в целях	4	2
386	жизнь и	9	2
387	с одной	4	2
388	раз на	2	2
389	культуры и	2	2
390	в сферу	4	2
391	очень много	3	2
392	не имеет	18	2
393	и является	2	2
394	ни в	20	2
395	и здесь	3	2
396	их в	2	2
397	все что	3	2
398	в сфере	3	2
399	из себя	3	2
400	но для	3	2
401	мог бы	2	2
402	своим собственным	3	2
403	с их	4	2
404	только как	7	2
405	из этого	3	2
406	и эстетика	2	2
407	и уже	5	2
408	не говорит	6	2
409	и многое	2	2
410	не просто	20	2
411	и делает	2	2
412	как на	6	2
413	же и	2	2
414	этот момент	2	2
415	если же	8	2
416	бытия но	2	2
417	меня в	2	2
418	не значит	5	2
419	в глубине	3	2
420	как раз	11	2
421	и всякий	4	2
422	мы уже	6	2
423	по самому	2	2
424	ясно что	16	2
