N	2gram	Bakhtin_Fr	Formalny
210	нет и	2	6
211	например в	3	6
212	о том	5	6
213	по преимуществу	3	6
214	их в	3	6
215	в смысле	2	6
216	уже в	5	6
217	именно на	2	6
218	с ним	6	6
219	учение о	2	6
220	даже в	6	5
221	должен был	2	5
222	мы должны	2	5
223	до известной	2	5
224	должно было	2	5
225	от того	2	5
226	к которому	2	5
227	в виду	5	5
228	на все	5	5
229	в основном	4	5
230	мы уже	18	5
231	отличие от	5	5
232	очень характерно	4	5
233	характерно что	2	5
234	одной из	3	5
235	так например	3	5
236	в него	2	5
237	в отличие	4	5
238	не могла	2	5
239	что не	3	5
240	в значительной	9	5
241	и самый	2	5
242	и по	3	5
243	можно сказать	4	5
244	слов и	2	5
245	на язык	2	5
246	хотя и	4	5
247	да и	5	5
248	в эпоху	17	5
249	значительной степени	4	5
250	как например	2	5
251	и эта	5	5
252	а о	2	5
253	перестает быть	3	5
254	мы можем	2	5
255	в эту	6	5
256	в условиях	15	5
257	для нас	5	5
258	к нему	5	5
259	ни на	3	5
260	отчасти и	2	5
261	в самой	5	5
262	в отношении	7	5
263	приводит к	2	5
264	еще в	3	5
265	тому как	2	5
266	и со	3	5
267	же в	4	5
268	как на	4	5
269	в нашем	3	5
270	или даже	2	4
271	и следовательно	3	4
272	от него	2	4
273	но даже	2	4
274	наконец в	2	4
275	одним из	4	4
276	входящих в	2	4
277	оно было	2	4
278	но именно	4	4
279	влияние на	8	4
280	в романе	8	4
281	на котором	3	4
282	себе в	2	4
283	о нем	4	4
284	они были	6	4
285	в основу	2	4
286	он в	2	4
287	здесь в	14	4
288	или в	2	4
289	и во	6	4
290	во всей	4	4
291	своего развития	3	4
292	этот процесс	5	4
293	имеет место	2	4
294	одна из	5	4
295	могла бы	2	4
296	тех же	3	4
297	но при	2	4
298	истории и	2	4
299	нам кажется	2	4
300	нельзя понять	2	4
301	к ней	2	4
302	на него	2	4
303	громадное значение	2	4
304	целый ряд	2	4
305	превращается в	6	4
306	та же	2	4
307	в таком	2	4
308	его нельзя	2	4
309	литературного развития	2	4
310	и другие	10	4
311	и о	4	4
312	под влиянием	3	4
313	в целях	2	4
314	на протяжении	9	4
315	не к	2	4
316	думать что	2	4
317	подобно тому	2	4
318	что для	3	4
319	и нового	5	4
320	этот вопрос	2	4
321	и этим	2	4
322	и действительно	2	4
323	между людьми	5	4
324	не для	2	4
325	в некоторых	2	4
326	но эта	2	4
327	это время	2	4
328	мы и	4	4
329	вполне понятно	2	4
330	во все	2	3
331	который был	3	3
332	в плане	2	3
333	или иной	5	3
334	всех других	2	3
335	к этим	2	3
336	а и	2	3
337	одну из	2	3
338	есть только	3	3
339	от всей	2	3
340	вся эта	4	3
341	в году	13	3
342	связано с	2	3
343	со всеми	2	3
344	подойти к	2	3
345	но как	3	3
346	она была	6	3
347	речи и	2	3
348	с другом	2	3
349	в чисто	2	3
350	точка зрения	3	3
351	притом в	2	3
352	предисловии к	2	3
353	xviii века	2	3
354	же он	2	3
355	на его	4	3
356	не была	2	3
357	мы видим	2	3
358	числе и	7	3
359	касается до	2	3
360	исторического развития	2	3
361	тот же	4	3
362	продолжает жить	2	3
363	культуры и	11	3
364	нашей работы	6	3
365	можно только	5	3
366	статье о	2	3
367	быть только	3	3
368	дело в	2	3
369	самом же	3	3
370	в новое	5	3
371	в это	2	3
372	это было	2	3
373	поэтому и	5	3
374	образом на	2	3
375	друг с	2	3
376	во второй	2	3
377	во всем	5	3
378	том числе	10	3
379	мира в	3	3
380	самой литературе	2	3
381	на материале	3	3
382	в чем	2	3
383	в известной	7	3
384	в форме	6	3
385	поэтому в	3	3
386	на то	2	3
387	в предисловии	2	3
388	и очень	2	3
389	значение для	2	3
390	он пишет	2	3
391	в одном	8	3
392	и прежде	4	3
393	лишь к	2	3
394	же деле	3	3
395	в системе	3	3
396	с их	7	3
397	и особенно	4	3
398	и чисто	5	3
399	не просто	3	3
400	но они	4	3
401	и именно	2	3
402	но он	5	3
403	здесь с	2	2
404	и почти	3	2
405	от всего	3	2
406	как чисто	2	2
407	о чем	3	2
408	в тех	5	2
409	эти формы	5	2
410	человека и	4	2
411	связанных с	4	2
412	в другом	2	2
413	именно эта	2	2
414	это определение	2	2
415	и выражения	2	2
416	этих форм	6	2
417	с нею	2	2
418	и всякая	2	2
419	и вся	2	2
420	и та	2	2
421	в какой-то	2	2
422	и ни	4	2
423	в дон-кихоте	3	2
424	не знает	6	2
425	характер и	4	2
426	явление в	2	2
427	от всякого	3	2
428	в последующих	7	2
429	на первом	4	2
430	и эти	2	2
431	в концепции	3	2
432	на языке	2	2
433	только с	3	2
434	пусть и	2	2
435	о мире	8	2
436	это уже	4	2
437	и смысл	2	2
438	в более	4	2
439	связь с	8	2
440	и само	2	2
441	общения между	2	2
442	мира и	4	2
443	и без	4	2
444	или к	2	2
445	это целое	2	2
446	на отдельные	2	2
447	почти не	2	2
448	здесь же	3	2
449	его на	2	2
450	отметить что	2	2
451	полнее всего	3	2
452	с ними	2	2
453	отрицает и	2	2
454	нужно сказать	7	2
455	а иногда	2	2
456	первом плане	4	2
457	его формы	2	2
458	выходит за	5	2
459	о необходимости	2	2
460	к миру	2	2
461	его развития	6	2
462	литература и	2	2
463	представление о	2	2
464	был и	4	2
465	на всю	4	2
466	оторванная от	2	2
467	исторического времени	2	2
468	с этими	2	2
469	в отрыве	2	2
470	эта же	2	2
471	постановки проблемы	2	2
472	это в	5	2
473	в собственном	4	2
474	можно было	4	2
475	связаны с	5	2
476	пародии на	6	2
477	в наши	2	2
478	сквозь призму	3	2
479	той или	5	2
480	и вовсе	5	2
481	в германии	2	2
482	и вот	5	2
483	на земле	3	2
484	совершенно иной	2	2
485	и многие	2	2
486	от обычных	2	2
487	времени и	9	2
488	ни к	2	2
489	мы остановимся	5	2
490	так называемые	2	2
491	как известно	2	2
492	связан с	5	2
493	на этот	3	2
494	ни с	3	2
495	и так	2	2
496	конечно и	4	2
497	далеко не	6	2
498	целом ряде	2	2
499	автора и	2	2
500	жизни но	2	2
501	мы найдем	2	2
502	своей книге	3	2
503	пределах одной	2	2
504	собственном смысле	3	2
505	в эстетике	2	2
506	имеем в	2	2
507	во многом	3	2
508	традиция в	2	2
509	выражение в	5	2
510	определяющее влияние	2	2
511	этих последних	3	2
512	характерно для	3	2
513	этих двух	2	2
514	времени не	2	2
515	что мы	2	2
516	это можно	2	2
517	они в	2	2
518	несмотря на	5	2
519	все что	2	2
520	в ряду	3	2
521	к какому	2	2
522	говорит о	2	2
523	направлен на	4	2
524	но с	2	2
525	литературе и	3	2
526	и становится	2	2
527	его книге	2	2
528	отрыве от	3	2
