N	2gram	Bakhtin_Pr	Formalny
217	и это	3	6
218	в этих	2	6
219	художественного восприятия	2	6
220	к действительности	3	6
221	его не	2	6
222	на ее	3	6
223	познания и	30	6
224	художественных произведений	2	6
225	должны быть	4	6
226	к его	2	6
227	особенно в	2	6
228	за пределы	12	6
229	действительности в	2	6
230	отличается от	2	6
231	произведения но	2	6
232	кроме того	3	6
233	искусства и	3	6
234	нет и	3	6
235	например в	3	6
236	о том	4	6
237	в произведении	4	6
238	материал в	4	6
239	с ним	5	6
240	мы должны	2	5
241	не можем	2	5
242	что оно	2	5
243	к которому	4	5
244	в виду	4	5
245	а как	3	5
246	может стать	3	5
247	может и	4	5
248	показать что	2	5
249	отличие от	5	5
250	одной из	3	5
251	в него	2	5
252	без всякой	2	5
253	а только	2	5
254	в отличие	5	5
255	что не	4	5
256	в значительной	2	5
257	можно сказать	2	5
258	хотя и	3	5
259	да и	3	5
260	в мире	3	5
261	и эта	2	5
262	произведении как	3	5
263	его как	3	5
264	перестает быть	4	5
265	мы можем	6	5
266	к нему	10	5
267	не имеет	9	5
268	подхода к	2	5
269	в самой	2	5
270	в котором	2	5
271	слова в	7	5
272	а лишь	2	5
273	приводит к	3	5
274	этом смысле	3	5
275	и что	2	5
276	в нашем	4	5
277	от него	3	4
278	слово в	2	4
279	он должен	2	4
280	оно было	2	4
281	в работах	2	4
282	в романе	4	4
283	лучшем случае	2	4
284	можно и	2	4
285	понятий и	2	4
286	здесь в	2	4
287	или в	2	4
288	содержания и	6	4
289	и во	2	4
290	всех своих	2	4
291	имеет место	5	4
292	одна из	2	4
293	только как	6	4
294	нем и	2	4
295	и должна	3	4
296	место и	2	4
297	а к	2	4
298	тем не	3	4
299	на него	3	4
300	едва ли	3	4
301	и содержание	3	4
302	и смысла	2	4
303	данного материала	3	4
304	к материалу	11	4
305	в таком	3	4
306	и другие	2	4
307	русский формальный	2	4
308	и о	5	4
309	материал как	2	4
310	не к	6	4
311	есть лишь	3	4
312	основных понятий	2	4
313	об искусстве	3	4
314	и этим	6	4
315	в лучшем	2	4
316	совпадает с	2	4
317	только при	2	4
318	или иное	2	4
319	в некоторых	2	4
320	в каких	2	4
321	все они	5	3
322	быть конечно	2	3
323	в плане	7	3
324	или иной	2	3
325	бытия в	3	3
326	содержание и	2	3
327	входя в	2	3
328	том как	2	3
329	для нее	8	3
330	есть только	2	3
331	не нуждается	2	3
332	представлять себе	4	3
333	быть поняты	2	3
334	противном случае	3	3
335	и понять	2	3
336	не всегда	6	3
337	целого произведения	2	3
338	и при	2	3
339	души и	2	3
340	в современной	2	3
341	вследствие этого	3	3
342	со всеми	3	3
343	вопроса о	3	3
344	и закономерности	2	3
345	может иметь	5	3
346	от них	2	3
347	эстетики и	3	3
348	но как	2	3
349	но конечно	4	3
350	и иной	3	3
351	что содержание	2	3
352	или точнее	2	3
353	ни одна	2	3
354	точка зрения	3	3
355	смысле слова	2	3
356	нуждается в	2	3
357	так при	2	3
358	к своему	2	3
359	содержания в	4	3
360	произведения это	2	3
361	культуры и	3	3
362	вне искусства	6	3
363	слово и	2	3
364	является конечно	2	3
365	можно только	6	3
366	быть только	5	3
367	дело в	2	3
368	всех сторон	2	3
369	дело с	6	3
370	о художественном	2	3
371	во всем	2	3
372	единство и	2	3
373	то или	2	3
374	на первый	2	3
375	вне ее	2	3
376	бы не	2	3
377	на материале	3	3
378	язык в	2	3
379	иногда и	3	3
380	в чем	2	3
381	в известной	3	3
382	в форме	4	3
383	связи и	3	3
384	не с	4	3
385	действительности но	2	3
386	вообще не	7	3
387	поэтому в	2	3
388	на то	2	3
389	предмета и	2	3
390	он может	2	3
391	другими областями	2	3
392	зрения самого	2	3
393	строгом смысле	2	3
394	значение для	3	3
395	таком положении	2	3
396	и прежде	5	3
397	чтобы стать	4	3
398	в противном	3	3
399	что эта	2	3
400	же самое	2	3
401	первый план	2	3
402	конститутивным моментом	4	3
403	но они	4	3
404	и именно	2	3
405	не дает	2	3
406	художественного творчества	12	3
407	почти совершенно	3	2
408	человека в	2	2
409	не выходя	3	2
410	оценок и	2	2
411	как чисто	2	2
412	области познания	2	2
413	своих моментах	2	2
414	в тех	3	2
415	но отнюдь	7	2
416	искусства как	2	2
417	в другом	2	2
418	на произведение	3	2
419	есть не	2	2
420	смысле мы	2	2
421	положение вещей	2	2
422	не могли	2	2
423	его пределы	2	2
424	относится и	2	2
425	и вся	2	2
426	в виде	2	2
427	этой науки	2	2
428	тем как	5	2
429	не знает	3	2
430	со всех	2	2
431	все стороны	2	2
432	в м	6	2
433	содержания как	2	2
434	становится только	2	2
435	изобразительных искусствах	2	2
436	представляется нам	2	2
437	в более	4	2
438	связь с	3	2
439	центр тяжести	2	2
440	мы имеем	2	2
441	содержания но	3	2
442	не совпадает	2	2
443	служебной роли	2	2
444	здесь же	2	2
445	языка но	2	2
446	в единство	2	2
447	других областях	2	2
448	акта и	3	2
449	мы в	3	2
450	отметить что	7	2
451	с ними	4	2
452	а иногда	2	2
453	в двух	2	2
454	в изобразительных	2	2
455	к миру	3	2
456	но она	2	2
457	все то	3	2
458	и мир	2	2
459	из важнейших	3	2
460	творца и	3	2
461	единство не	2	2
462	в строгом	2	2
463	к единству	5	2
464	можно было	4	2
465	произведение не	3	2
466	связаны с	2	2
467	лишь что	2	2
468	себя в	2	2
469	искусства не	3	2
470	но совершенно	2	2
471	той или	2	2
472	нет а	2	2
473	нему и	2	2
474	организма и	2	2
475	человека как	2	2
476	художественной формы	9	2
477	за его	3	2
478	слова с	2	2
479	нами в	2	2
480	поэзии язык	2	2
481	ни к	2	2
482	иным путем	2	2
483	здесь все	2	2
484	совершенно независимо	2	2
485	лингвистики и	2	2
486	ни с	2	2
487	конечно и	4	2
488	далеко не	5	2
489	и художественно	2	2
490	понять его	4	2
491	какой мере	2	2
492	в эстетике	2	2
493	к произведению	3	2
494	в содержание	5	2
495	и содержания	3	2
496	их и	2	2
497	характерно для	2	2
498	художественного завершения	2	2
499	несмотря на	3	2
500	все что	3	2
501	и художественное	2	2
502	и отдельных	2	2
503	и есть	2	2
504	выходя за	3	2
505	переходим к	2	2
506	но с	3	2
507	и становится	7	2
508	материала не	2	2
509	значение слова	4	2
510	чем в	2	2
