N	2gram	Vygotskiy_	Marksizm
360	том числе	3	3
361	благодаря этому	7	3
362	что оно	8	3
363	между собой	15	3
364	одной и	6	3
365	мы видим	13	3
366	и по	5	3
367	и тогда	2	3
368	связаны с	4	3
369	не на	2	3
370	эти формы	2	3
371	они являются	8	3
372	имеет место	4	3
373	все остальные	2	3
374	числе и	3	3
375	к которым	8	3
376	одно и	7	3
377	того или	2	3
378	в нашей	4	3
379	по нашему	2	3
380	лежит в	3	3
381	здесь не	2	3
382	но это	7	3
383	можно было	10	3
384	однако и	2	3
385	речь становится	6	3
386	с их	3	3
387	речи но	3	3
388	тем не	6	3
389	для марксизма	3	3
390	друг с	10	3
391	мы увидим	4	3
392	и той	7	3
393	мы полагаем	2	3
394	на первый	5	3
395	должен был	2	3
396	или как	2	3
397	поэтому не	2	3
398	но они	4	3
399	одновременно с	2	3
400	на этот	5	3
401	в дальнейшем	3	3
402	также и	3	3
403	т.е с	2	3
404	знаков в	2	3
405	с другом	10	3
406	является для	2	3
407	в своих	3	3
408	когда он	5	3
409	или иначе	2	3
410	в общей	2	3
411	в другой	2	3
412	в которых	3	3
413	а по	3	3
414	приводит к	5	3
415	из которых	6	3
416	еще в	2	3
417	совпадает с	7	3
418	однако не	3	3
419	к жизни	2	3
420	находится в	4	3
421	речи или	3	3
422	что эта	2	3
423	и только	4	3
424	мы остановимся	2	3
425	не идет	2	3
426	в живом	3	3
427	первый план	5	3
428	из основных	3	3
429	один и	6	3
430	же слова	3	3
431	с ним	4	3
432	на все	2	3
433	одним и	5	3
434	того как	5	3
435	и других	4	3
436	связь и	2	2
437	тем самым	6	2
438	также не	2	2
439	из всех	2	2
440	на предмет	3	2
441	идет о	2	2
442	указывает на	3	2
443	от общего	2	2
444	остается в	2	2
445	бы они	2	2
446	вступает в	3	2
447	внешней речи	6	2
448	момента в	2	2
449	и поэтому	4	2
450	каждый из	2	2
451	как их	2	2
452	это явление	2	2
453	этот тип	3	2
454	иное как	2	2
455	с нашей	4	2
456	с той	3	2
457	значения для	2	2
458	есть и	2	2
459	и могут	2	2
460	мы никогда	3	2
461	сами по	4	2
462	всех остальных	2	2
463	же слово	3	2
464	к выводу	2	2
465	друг от	2	2
466	в частности	4	2
467	тем как	4	2
468	но по	3	2
469	поэтому с	3	2
470	а с	4	2
471	о нем	2	2
472	самое слово	2	2
473	эти три	2	2
474	конкретной ситуации	4	2
475	же не	3	2
476	и тех	2	2
477	и речь	5	2
478	они могут	3	2
479	мы наблюдаем	3	2
480	могли бы	16	2
481	связи со	2	2
482	где они	2	2
483	форме и	2	2
484	какой степени	5	2
485	которую он	2	2
486	их с	3	2
487	новой формы	2	2
488	мы его	2	2
489	на его	5	2
490	слова мы	5	2
491	для них	3	2
492	же как	10	2
493	то как	2	2
494	что с	8	2
495	и во	4	2
496	и часто	2	2
497	речи к	2	2
498	заключается в	22	2
499	в абстрактной	2	2
500	это значит	6	2
501	прав в	2	2
502	почти исключительно	2	2
503	речи которые	2	2
504	этот момент	4	2
505	собой и	2	2
506	что как	3	2
507	например в	2	2
508	мышления и	39	2
509	на которые	3	2
510	или иного	2	2
511	когда мы	2	2
512	само по	3	2
513	является необходимым	3	2
514	для решения	2	2
515	и внутренней	4	2
516	это значение	2	2
517	в собственном	12	2
518	это речь	2	2
519	в последнее	4	2
520	всех этих	2	2
521	словом и	3	2
522	бы к	2	2
523	с целью	2	2
524	в новое	2	2
525	к истории	3	2
526	речи все	2	2
527	отличается от	5	2
528	также в	2	2
529	к данному	2	2
530	этом и	2	2
531	этого процесса	10	2
532	не что	2	2
533	уже у	2	2
534	не просто	3	2
535	от друга	2	2
536	из нее	2	2
537	та же	3	2
538	виде в	4	2
539	в речи	4	2
540	с этой	6	2
541	во время	3	2
542	говорит он	8	2
543	эта форма	3	2
544	в чем	2	2
545	опирается на	3	2
546	не по	2	2
547	но только	3	2
548	это положение	6	2
549	себе и	2	2
550	последнее время	6	2
551	бы что	4	2
552	эти последние	2	2
553	на него	2	2
554	дело с	3	2
555	в жизни	3	2
556	быть не	2	2
557	во всем	7	2
558	по которым	2	2
559	вообще не	3	2
560	что эти	4	2
561	видели что	4	2
562	поэтому в	3	2
563	слова с	2	2
564	своего развития	9	2
565	этот предмет	2	2
566	их в	6	2
567	и другой	4	2
568	как они	5	2
569	как с	4	2
570	к одной	3	2
571	оно не	3	2
572	бы стать	2	2
573	это так	2	2
574	этом смысле	7	2
575	ни были	2	2
576	что мы	18	2
577	распадается на	4	2
578	это же	2	2
579	имеет дело	2	2
580	и мышление	4	2
581	тому же	6	2
582	в совершенно	5	2
583	ту же	2	2
584	собственном смысле	12	2
585	мышление в	5	2
586	тех форм	2	2
587	мы и	4	2
588	между говорящими	2	2
589	оно является	3	2
