N	2gram	Bakhtin_Pr	DiskursI
211	его как	3	3
212	особенно в	2	3
213	из важнейших	3	3
214	хотя бы	4	3
215	композиционная форма	4	3
216	событием и	2	3
217	с миром	4	3
218	на первый	2	3
219	и наконец	6	3
220	чем не	2	3
221	дело с	6	3
222	и более	2	3
223	отношения к	6	3
224	не имеет	9	3
225	архитектонические формы	7	3
226	входит в	8	3
227	к содержанию	17	3
228	эстетическая деятельность	2	3
229	к чему	2	3
230	на почве	3	3
231	слова в	7	3
232	то ни	3	3
233	имеет дело	9	3
234	место в	8	3
235	в большинстве	5	3
236	слова и	3	3
237	и что	2	3
238	имеем дело	3	3
239	всего человека	2	2
240	можно определить	2	2
241	мы должны	2	2
242	не совпадает	2	2
243	не имеют	2	2
244	вопроса о	3	2
245	в каждом	2	2
246	все то	3	2
247	как к	2	2
248	едва ли	3	2
249	есть не	2	2
250	и вся	2	2
251	и при	2	2
252	о которых	2	2
253	в современной	2	2
254	к своему	2	2
255	самом деле	6	2
256	в чем	2	2
257	его не	2	2
258	по существу	2	2
259	в россии	2	2
260	для понимания	2	2
261	в него	2	2
262	от ее	2	2
263	к нему	10	2
264	а только	2	2
265	большинстве случаев	5	2
266	на ее	3	2
267	определить как	2	2
268	события и	2	2
269	себя и	3	2
270	как нечто	3	2
271	все это	3	2
272	вовсе не	2	2
273	бы то	3	2
274	но зато	2	2
275	по поводу	2	2
276	и вообще	2	2
277	эстетического объекта	37	2
278	не могли	2	2
279	но отнюдь	7	2
280	с другими	3	2
281	должно быть	5	2
282	не нужно	5	2
283	мы можем	6	2
284	на него	3	2
285	себя самого	4	2
286	если бы	3	2
287	связаны с	2	2
288	конститутивный момент	7	2
289	ни было	3	2
290	для того	2	2
291	как его	3	2
292	за его	3	2
293	на фоне	3	2
294	и должно	3	2
295	ни с	2	2
296	событие в	2	2
297	поэтому в	2	2
298	на то	2	2
299	в самой	2	2
300	человек в	2	2
301	лица и	2	2
302	и с	17	2
303	из которых	2	2
304	произведения в	5	2
305	есть его	3	2
306	природу и	3	2
307	в некоторых	2	2
308	и только	4	2
309	во всем	2	2
310	в нашем	4	2
311	чтобы стать	4	2
312	а как	3	2
313	на основе	6	2
314	с помощью	7	2
