N	2gram	Tiupa_Hudo	DiskursI
129	лишь в	5	7
130	в рассказе	23	7
131	в пределах	4	7
132	ни в	5	7
133	я в	2	7
134	в русской	4	7
135	той же	3	7
136	и его	8	7
137	никогда не	8	6
138	в одной	3	6
139	собственно и	2	6
140	не как	3	6
141	отношение к	3	6
142	что он	14	6
143	не знает	2	6
144	картину мира	3	6
145	одно из	4	6
146	одновременно и	5	6
147	в контексте	2	6
148	именно в	9	6
149	тому как	4	6
150	однако в	4	6
151	что же	4	6
152	здесь не	2	6
153	в сущности	2	6
154	в ее	16	6
155	анекдота и	12	6
156	и то	2	6
157	одна из	4	6
158	разумеется не	2	6
159	то в	6	6
160	дело в	2	6
161	во всех	2	6
162	конечном счете	4	6
163	и притчи	8	6
164	героя и	5	6
165	времени и	2	6
166	в конечном	5	6
167	с точки	5	6
168	в противовес	2	6
169	в первую	2	5
170	ничего не	11	5
171	к себе	8	5
172	в другом	3	5
173	в их	2	5
174	и потому	3	5
175	того что	5	5
176	о нем	4	5
177	для своего	2	5
178	но одновременно	3	5
179	во втором	2	5
180	к своим	2	5
181	несмотря на	7	5
182	же касается	2	5
183	один из	6	5
184	русской литературе	3	5
185	в ряду	3	5
186	представляют собой	2	5
187	первую очередь	2	5
188	принадлежит к	2	5
189	как будто	7	5
190	сказать что	3	5
191	значительной степени	3	5
192	но при	3	5
193	из этих	3	5
194	так сказать	3	5
195	с ее	7	5
196	несет в	4	5
197	мысль о	2	5
198	во второй	7	5
199	я и	7	5
200	субъекта в	2	5
201	в значительной	3	5
202	в концовке	6	5
203	к той	3	5
204	в литературе	3	5
205	подобно тому	4	5
206	и состоит	4	5
207	зрения на	2	5
208	на этом	5	5
209	от нормы	2	5
210	в сторону	2	5
211	как раз	7	5
212	перед ним	2	5
213	говорить о	4	5
214	же самое	4	5
215	по своим	2	5
216	своей природе	2	5
217	в ней	6	5
218	при котором	2	5
219	тем что	6	5
220	притчи в	2	5
221	не о	3	4
222	до конца	3	4
223	свое время	2	4
224	более чем	2	4
225	с той	2	4
226	и тем	2	4
227	или напротив	2	4
228	из жизни	2	4
229	и составляет	2	4
230	может и	3	4
231	того или	4	4
232	по своему	3	4
233	как это	8	4
234	и это	7	4
235	в анекдоте	5	4
236	только на	6	4
237	ни одна	2	4
238	жизненной позиции	2	4
239	человеческой жизни	9	4
240	на его	2	4
241	что не	4	4
242	к жизни	6	4
243	можно назвать	2	4
244	по выражению	3	4
245	что они	4	4
246	в первом	2	4
247	об одном	3	4
248	рассказа как	2	4
249	или иного	4	4
250	автор и	2	4
251	это в	4	4
252	в равной	3	4
253	н.д тамарченко	2	4
254	однако и	5	4
255	в результате	2	4
256	по преимуществу	6	4
257	в данной	2	4
258	тем не	7	4
259	я не	8	4
260	связи с	4	4
261	для притчи	2	4
262	в жизни	9	4
263	в е	2	4
264	в самом	7	4
265	сути дела	2	4
266	будто бы	6	4
267	и к	6	4
268	анекдота в	3	4
269	а по	2	4
270	со своим	5	4
271	по себе	3	4
272	к другому	5	4
273	говорит о	4	4
274	на примере	2	4
275	не более	3	4
276	или в	3	4
277	с ним	6	4
278	еще и	2	3
279	вопрос о	2	3
280	идет о	3	3
281	в полном	2	3
282	при встрече	2	3
283	в форме	2	3
284	притчи и	3	3
285	там же	2	3
286	это и	2	3
287	роли в	2	3
288	анекдота но	2	3
289	в действительности	5	3
290	в каждой	2	3
291	тенденция к	2	3
292	как на	2	3
293	себя с	3	3
294	своего времени	3	3
295	а его	3	3
296	характер и	3	3
297	они и	2	3
298	но как	3	3
299	о котором	2	3
300	она не	6	3
301	на том	3	3
302	они не	2	3
303	об этом	8	3
304	заметить что	2	3
305	и было	2	3
306	в миропорядке	4	3
307	своей собственной	2	3
308	ему в	3	3
309	героя как	2	3
310	что на	4	3
311	на себя	3	3
312	[...] а	3	3
313	и он	6	3
314	анекдот в	2	3
315	живет в	2	3
316	не бывает	3	3
317	выступает в	2	3
318	различия между	3	3
319	о его	2	3
320	все эти	4	3
321	было бы	8	3
322	мы не	2	3
323	дело не	2	3
324	героем анекдота	2	3
325	жанровой стратегии	2	3
326	и герой	2	3
327	[...] и	2	3
328	как мы	5	3
329	себе самому	4	3
330	да и	5	3
331	содержит в	2	3
332	рассказа в	9	3
333	и от	6	3
334	или не	3	3
335	с этим	3	3
336	в начале	3	3
337	особенно в	3	3
338	хотя бы	2	3
339	в которой	2	3
340	уже говорилось	3	3
341	к ней	2	3
342	а о	2	3
343	и по	3	3
344	как у	2	3
345	на смену	2	3
346	автора и	4	3
347	чем не	2	3
348	в пределе	2	3
349	дело с	2	3
350	и более	2	3
351	но все	2	3
352	не имеет	2	3
353	всей своей	2	3
354	не случайно	14	3
355	их в	2	3
356	когда он	2	3
357	сверхличной заданностью	2	3
358	это прежде	3	3
359	личности в	9	3
360	уже в	2	3
361	ближе к	2	3
362	в следующей	3	3
363	жизни и	10	3
364	к числу	3	3
365	том случае	2	3
366	слова в	2	3
367	то ни	2	3
368	или даже	2	3
369	место в	3	3
370	и сам	3	3
371	о себе	3	3
372	и что	3	3
373	жизни не	2	3
374	вместе с	2	3
375	точкой зрения	2	2
376	я с	2	2
377	ему не	3	2
378	чтобы не	3	2
379	характер здесь	2	2
380	ни о	3	2
381	о природе	3	2
382	из таганрога	2	2
383	всего лишь	7	2
384	и быть	4	2
385	вступает в	2	2
386	не имеют	3	2
387	анекдотического и	3	2
388	как было	2	2
389	вслед за	3	2
390	они были	2	2
391	самое непосредственное	2	2
392	такова что	2	2
393	рассказы и	3	2
394	в футляре	4	2
395	отказ от	2	2
396	как к	4	2
397	едва ли	6	2
398	мышления и	3	2
399	никого не	3	2
400	в немалой	2	2
401	друг друга	5	2
402	он видел	2	2
403	художественного мышления	8	2
404	и притчевого	2	2
405	в любви	2	2
406	от своего	2	2
407	к области	2	2
408	о которых	2	2
409	классического романа	2	2
410	к своему	2	2
411	во времени	2	2
412	xix столетия	2	2
413	самом деле	6	2
414	что даже	2	2
415	я героя	2	2
416	речевого строя	2	2
417	[...] не	7	2
418	в душе	6	2
419	как субъекта	3	2
420	действующих лиц	3	2
421	в него	2	2
422	и тех	3	2
423	со всей	2	2
424	личного опыта	2	2
425	к нему	2	2
426	в г	3	2
427	мысли о	3	2
428	а только	4	2
429	французов гнал	2	2
430	жизнь в	3	2
431	в голову	3	2
432	воспринимающего сознания	2	2
433	характер в	2	2
434	так в	2	2
435	лежит на	2	2
436	на ее	3	2
437	же не	3	2
438	речь идет	3	2
439	не могло	2	2
440	о чехове	2	2
441	о своей	3	2
442	в предыдущей	3	2
443	степи и	2	2
444	себя и	4	2
445	чехова в	5	2
446	писателя в	2	2
447	все это	2	2
448	жизнью и	3	2
449	письма не	2	2
450	который в	2	2
451	по ходу	2	2
452	же как	4	2
453	приходит в	2	2
454	интерес к	5	2
455	отсюда и	2	2
456	и героя	2	2
457	вовсе не	2	2
458	для осмысления	2	2
459	по поводу	3	2
460	слово не	2	2
461	могла бы	2	2
462	тех же	2	2
463	том чтобы	2	2
464	в город	2	2
465	с другими	2	2
466	рассказа не	2	2
467	же это	2	2
468	теории литературы	2	2
469	однако для	2	2
470	к читателю	2	2
471	предыдущей главе	3	2
472	бытия и	4	2
473	в первой	6	2
474	должно быть	2	2
475	что она	10	2
476	анекдота по	2	2
477	если можно	3	2
478	это было	2	2
479	не нужно	3	2
480	мысли и	2	2
481	к концу	2	2
482	говорили о	2	2
483	на него	3	2
484	перед собой	2	2
485	за ним	3	2
486	то чтобы	2	2
487	если бы	7	2
488	обращение к	2	2
489	в первый	2	2
490	герой анекдота	2	2
491	в чужой	3	2
492	в xix	2	2
493	сознания в	2	2
494	для того	3	2
495	с этой	3	2
496	о герое	2	2
497	как его	3	2
498	такой же	3	2
499	не по	2	2
500	немалой степени	2	2
501	себе и	3	2
502	нас в	2	2
503	заключает в	2	2
504	на фоне	5	2
505	у него	13	2
506	ни с	2	2
507	не должно	2	2
508	на то	4	2
509	в самой	2	2
510	в роли	3	2
511	романа в	3	2
512	а между	4	2
513	человек в	3	2
514	притчевого начал	2	2
515	отношения между	2	2
516	к чужому	4	2
517	и с	10	2
518	путь к	2	2
519	о них	4	2
520	его характер	3	2
521	жизни как	7	2
522	личности и	3	2
523	его героев	3	2
524	[...] но	2	2
525	как все	2	2
526	всякий раз	4	2
527	в настоящем	2	2
528	с собачкой	15	2
529	со своей	3	2
530	не знаем	2	2
531	и ему	5	2
532	он сам	3	2
533	чеховского творчества	6	2
534	до уровня	2	2
535	что было	3	2
536	случае если	2	2
537	по его	4	2
538	только о	2	2
539	и только	2	2
540	одних и	2	2
541	человеческой индивидуальности	4	2
542	поскольку в	2	2
543	в нашем	2	2
544	этих двух	2	2
545	творчестве чехова	3	2
546	а как	2	2
547	на основе	2	2
