N	2gram	Vygotskiy_	StatiiOP
167	что она	6	8
168	в результате	7	8
169	и даже	5	8
170	но ведь	2	8
171	в речи	3	8
172	такой же	3	8
173	заключается в	12	8
174	и более	6	8
175	не имеет	5	8
176	в которых	6	8
177	по его	2	8
178	данном случае	5	7
179	о чем	2	7
180	уже в	8	7
181	что здесь	2	7
182	факт что	3	7
183	раньше чем	3	7
184	в виде	3	7
185	одной из	4	7
186	что все	8	7
187	в эту	4	7
188	точка зрения	3	7
189	что этот	2	7
190	как это	6	7
191	тем более	7	7
192	в ее	3	7
193	с самого	9	7
194	и то	3	7
195	с которыми	2	7
196	мы находим	7	7
197	лишь в	9	7
198	отношению к	11	7
199	связан с	5	7
200	на этот	7	7
201	что для	8	7
202	по себе	9	7
203	можно назвать	2	7
204	из этого	6	7
205	то время	5	7
206	но с	3	7
207	представление о	7	7
208	даже в	4	6
209	о которых	4	6
210	идет о	5	6
211	в себе	8	6
212	в одной	3	6
213	вот что	2	6
214	по отношению	12	6
215	в отдельных	3	6
216	одном из	3	6
217	должен быть	6	6
218	в новом	3	6
219	из которых	6	6
220	его не	3	6
221	по существу	8	6
222	и все	7	6
223	что на	2	6
224	в известном	4	6
225	языка и	3	6
226	и я	2	6
227	же как	8	6
228	и вообще	2	6
229	с его	7	6
230	одно из	3	6
231	что с	6	6
232	независимо от	10	6
233	мы не	13	6
234	отношения между	3	6
235	и сам	2	6
236	время как	4	6
237	в жизни	2	6
238	за то	2	6
239	этот вопрос	6	6
240	этом смысле	3	6
241	этих двух	4	6
242	только не	2	6
243	говорить о	4	6
244	нас к	10	5
245	на эту	2	5
246	этого рода	2	5
247	но если	3	5
248	для себя	7	5
249	оба эти	3	5
250	что именно	3	5
251	том же	4	5
252	как он	7	5
253	точку зрения	8	5
254	и потому	3	5
255	в основу	3	5
256	занимает в	2	5
257	одного из	4	5
258	одной стороны	15	5
259	что не	2	5
260	один из	3	5
261	которых в	2	5
262	при этом	6	5
263	в тех	2	5
264	в сущности	13	5
265	что эти	3	5
266	в двух	3	5
267	хотя и	2	5
268	не потому	2	5
269	самого начала	9	5
270	то это	2	5
271	другом месте	6	5
272	по пути	2	5
273	всех этих	2	5
274	целый ряд	6	5
275	как говорит	2	5
276	не могло	5	5
277	с одной	14	5
278	на протяжении	3	5
279	на нее	2	5
280	том чтобы	6	5
281	ее в	3	5
282	раз в	3	5
283	поэтому в	3	5
284	столь же	8	5
285	и если	4	5
286	уже не	2	5
287	если не	3	5
288	в предисловии	5	5
289	и который	4	5
290	является не	2	5
291	и только	2	5
292	о которой	2	5
293	в слове	2	5
294	в пользу	6	5
295	без всякого	2	5
296	начиная с	2	4
297	очевидно что	4	4
298	от его	5	4
299	на этом	3	4
300	нисколько не	2	4
301	что оно	6	4
302	и эти	2	4
303	по своей	9	4
304	казалось бы	8	4
305	в развитии	31	4
306	всего в	3	4
307	смысле этого	6	4
308	в такой	4	4
309	которые в	2	4
310	только с	2	4
311	он говорит	2	4
312	состоит в	4	4
313	что его	6	4
314	предисловии к	4	4
315	и те	2	4
316	естественно что	2	4
317	в процессе	19	4
318	мн др	2	4
319	и мн	2	4
320	мы видим	7	4
321	в связи	3	4
322	это есть	2	4
323	в первом	2	4
324	в применении	2	4
325	случае не	2	4
326	этого слова	7	4
327	должны быть	2	4
328	который в	7	4
329	на язык	2	4
330	как мы	11	4
331	показывает что	4	4
332	для этого	7	4
333	не могли	2	4
334	за пределы	4	4
335	значительной степени	2	4
336	же это	2	4
337	бы и	4	4
338	которые не	4	4
339	в значительной	2	4
340	на него	3	4
341	в свете	5	4
342	только что	7	4
343	что как	4	4
344	из двух	3	4
345	как о	2	4
346	и их	5	4
347	в наших	4	4
348	а именно	2	4
349	каждая из	2	4
350	как известно	8	4
351	могло бы	2	4
352	и речи	45	4
353	все что	4	4
354	связанные с	2	4
355	свою собственную	4	4
356	но для	2	4
357	не существует	4	4
358	вопрос в	2	4
359	чем он	3	4
360	в смысле	2	4
361	или в	2	4
362	в основе	9	4
363	связана с	4	4
364	в книге	3	3
365	все более	4	3
366	перед нами	7	3
367	в первую	3	3
368	или иной	3	3
369	виде в	3	3
370	из того	7	3
371	в полном	3	3
372	говорит в	2	3
373	отношений между	4	3
374	и наконец	3	3
375	вопроса о	3	3
376	в других	2	3
377	с той	3	3
378	от того	7	3
379	не хочет	2	3
380	оказывается в	2	3
381	тогда когда	8	3
382	и других	4	3
383	он должен	4	3
384	точно и	2	3
385	к своему	2	3
386	и вся	2	3
387	относятся к	2	3
388	на основании	6	3
389	отчета в	2	3
390	это дело	2	3
391	но разве	2	3
392	от них	2	3
393	о котором	3	3
394	к этим	3	3
395	она не	3	3
396	гораздо раньше	2	3
397	к этой	4	3
398	на том	2	3
399	заметить что	3	3
400	и как	7	3
401	не то	3	3
402	действительно не	4	3
403	смысле слова	6	3
404	а затем	5	3
405	в заключительной	3	3
406	но эта	3	3
407	и самый	2	3
408	представляют собой	2	3
409	первую очередь	3	3
410	и ее	9	3
411	сомнений в	2	3
412	том числе	3	3
413	к его	3	3
414	бы в	5	3
415	известном смысле	3	3
416	все время	8	3
417	то и	4	3
418	в сознании	2	3
419	и до	5	3
420	а к	2	3
421	в словах	3	3
422	от этого	4	3
423	который не	2	3
424	каждого из	2	3
425	бы что	4	3
426	наконец в	2	3
427	во всей	8	3
428	вытекает из	3	3
429	этой главы	2	3
430	со всеми	2	3
431	можно считать	2	3
432	для которого	3	3
433	если это	2	3
434	их в	6	3
435	слова в	2	3
436	когда он	5	3
437	в свою	4	3
438	но на	4	3
439	важно отметить	2	3
440	представляет собой	13	3
441	но что	3	3
442	может не	4	3
443	в один	4	3
444	в первые	2	3
445	как его	2	3
446	отношения к	3	3
447	не к	3	3
448	что при	3	3
449	очень хорошо	2	3
450	на основе	7	3
451	тем и	3	3
452	с помощью	16	3
453	что является	3	2
454	тем самым	8	2
455	нигде не	3	2
456	из всех	3	2
457	опираясь на	3	2
458	его к	3	2
459	для всех	8	2
460	нуждается в	2	2
461	равной мере	2	2
462	еще на	4	2
463	является как	2	2
464	уже выше	2	2
465	в связь	2	2
466	бы мы	3	2
467	мысль в	2	2
468	едва ли	5	2
469	также не	2	2
470	о языке	2	2
471	и таким	2	2
472	они говорят	2	2
473	не надо	2	2
474	я должен	2	2
475	того в	2	2
476	отдает себе	2	2
477	ответа на	3	2
478	были бы	2	2
479	на всем	3	2
480	свою очередь	3	2
481	и при	2	2
482	убедиться в	5	2
483	он хочет	2	2
484	действительности и	4	2
485	показать что	7	2
486	отличие от	3	2
487	всякий раз	2	2
488	мы знаем	3	2
489	мы видели	8	2
490	к изучению	3	2
491	к вопросу	4	2
492	значение для	3	2
493	это обстоятельство	2	2
494	на этой	2	2
495	которым мы	3	2
496	о мире	3	2
497	с и	3	2
498	что можно	4	2
499	которая в	2	2
500	ту же	3	2
501	на первом	2	2
502	что тот	2	2
503	со страниц	2	2
504	к слову	6	2
505	себе отчета	2	2
506	между собой	5	2
507	видит в	2	2
508	из которого	2	2
509	которой он	2	2
510	точно так	2	2
511	с такой	4	2
512	вот почему	5	2
513	но вместе	5	2
514	в зависимости	8	2
515	числе и	3	2
516	как нечто	2	2
517	той или	3	2
518	что если	3	2
519	своей задачей	2	2
520	тот же	7	2
521	только тогда	4	2
522	и от	4	2
523	к которым	3	2
524	когда мы	2	2
525	бы он	3	2
526	тех же	3	2
527	более и	3	2
528	его с	2	2
529	потребность в	5	2
530	то он	3	2
531	из этой	2	2
532	в равной	2	2
533	и еще	2	2
534	что отдельные	2	2
535	с ней	3	2
536	в наши	2	2
537	и которое	3	2
538	с ее	3	2
539	фактов и	5	2
540	зависимости от	8	2
541	и той	2	2
542	превращается в	3	2
543	и вот	3	2
544	он по	2	2
545	как по	2	2
546	по мере	5	2
547	слова как	3	2
548	это положение	5	2
549	в известной	2	2
550	работы и	2	2
551	и из	2	2
552	в отличие	3	2
553	в ином	2	2
554	что только	2	2
555	он является	3	2
556	значение в	4	2
557	всей его	5	2
558	он может	2	2
559	целом ряде	2	2
560	за собой	4	2
561	повод для	2	2
562	на которой	4	2
563	к другу	3	2
564	которых он	3	2
565	те же	2	2
566	не могу	3	2
567	этой книге	2	2
568	связь между	10	2
569	и теперь	2	2
570	с их	2	2
571	чтобы показать	3	2
572	сам по	3	2
573	в деятельности	2	2
574	показывает как	2	2
575	но этот	3	2
576	же самое	4	2
577	на точку	2	2
578	последнее время	3	2
579	чем же	2	2
580	этому пути	2	2
581	нас сейчас	2	2
582	на все	5	2
583	мы и	3	2
584	указание на	4	2
