N	2gram	Ircho_Kome	Problema
332	указания на	2	5
333	из всех	2	5
334	по одному	2	5
335	только один	2	5
336	до н	3	5
337	или на	2	5
338	к людям	2	5
339	из самых	2	5
340	все что	3	5
341	которой он	2	5
342	и хотя	4	5
343	за то	4	5
344	или может	2	5
345	между тем	9	5
346	от того	3	5
347	в настоящем	2	5
348	мы видели	2	5
349	тех пор	2	5
350	том числе	4	5
351	на себя	5	5
352	v в	27	5
353	iii в	7	5
354	когда в	3	5
355	о его	5	5
356	этот раз	5	5
357	первую очередь	6	5
358	здесь и	2	5
359	к этому	8	5
360	и еще	5	5
361	больше чем	5	5
362	в противоположность	2	5
363	по мнению	2	5
364	себя в	2	5
365	мира в	5	5
366	человека в	2	5
367	да еще	2	5
368	одним из	3	5
369	раз в	2	5
370	а мы	2	5
371	по его	2	5
372	в каждом	2	5
373	по содержанию	5	5
374	или к	2	5
375	в духе	3	4
376	на всю	3	4
377	должны были	9	4
378	наряду с	7	4
379	можно судить	4	4
380	друг от	2	4
381	отличие от	4	4
382	в эту	2	4
383	для своего	2	4
384	с такой	2	4
385	для ее	3	4
386	собой и	2	4
387	не могли	2	4
388	за ним	2	4
389	что к	2	4
390	со своим	6	4
391	ни одна	2	4
392	именно потому	2	4
393	с целью	2	4
394	если это	2	4
395	новое время	3	4
396	которых мы	2	4
397	от друга	2	4
398	не обходится	2	4
399	той же	3	4
400	время и	3	4
401	было только	2	4
402	iv в	36	4
403	остановиться на	2	4
404	сразу же	5	4
405	что из	3	4
406	и за	3	4
407	тем как	2	4
408	схолиаста к	3	4
409	дело с	3	4
410	одного из	7	4
411	в сущности	3	4
412	по всему	3	4
413	с их	4	4
414	на это	3	4
415	в свою	2	4
416	при всем	3	4
417	но они	2	4
418	это время	5	4
419	мог бы	3	4
420	ему в	2	4
421	из трех	2	3
422	нас только	2	3
423	из того	2	3
424	поэтому мы	2	3
425	речь о	2	3
426	к выводу	2	3
427	в какой-то	3	3
428	последние десятилетия	3	3
429	для этой	3	3
430	в более	4	3
431	в свои	4	3
432	времени в	2	3
433	этом же	2	3
434	в отличие	3	3
435	в образе	4	3
436	нуждается в	2	3
437	в первом	2	3
438	на чем	2	3
439	эсхила и	4	3
440	ли это	2	3
441	его с	2	3
442	и людей	2	3
443	всего этого	2	3
444	в любом	3	3
445	после того	3	3
446	столь же	9	3
447	в последние	2	3
448	связанные с	2	3
449	зрения на	2	3
450	находится в	2	3
451	в и	3	3
452	земли и	2	3
453	друг другу	2	3
454	и других	7	3
455	в до	4	3
456	каждый из	3	3
457	если они	3	3
458	со стороны	3	3
459	то эта	2	3
460	образом в	2	3
461	от них	3	3
462	и вероятно	2	3
463	во времена	2	3
464	на ее	2	3
465	для их	3	3
466	с ними	2	3
467	г и	8	3
468	в первой	2	3
469	т е	14	3
470	а к	2	3
471	вернуться к	2	3
472	на основании	7	3
473	где он	2	3
474	больше всего	2	3
475	речь идет	6	3
476	на нем	2	3
477	это слово	4	3
478	там же	4	3
479	на этом	3	3
480	к их	2	3
481	в середине	5	3
482	место в	7	3
483	женщины в	2	2
484	все более	4	2
485	плавта и	2	2
486	его до	2	2
487	в состоянии	3	2
488	из числа	6	2
489	в следующем	4	2
490	платон в	3	2
491	доказывает что	2	2
492	за последние	2	2
493	в один	2	2
494	такой же	2	2
495	о соотношении	2	2
496	время когда	2	2
497	отказаться от	2	2
498	среди которых	2	2
499	с и	5	2
500	ту же	2	2
501	на которые	3	2
502	ни одного	2	2
503	это однако	2	2
504	поставленной в	3	2
505	и и	3	2
506	судить по	3	2
507	в комедии	36	2
508	известно что	4	2
509	же она	2	2
510	и вот	4	2
511	за свое	2	2
512	и таким	2	2
513	одновременно с	3	2
514	войны в	4	2
515	раз на	3	2
516	частности в	2	2
517	становится в	3	2
518	мы встречаем	5	2
519	за собой	3	2
520	в греции	5	2
521	со своей	3	2
522	роль в	2	2
523	от которой	2	2
524	перед лицом	5	2
525	сведения о	2	2
526	чем это	2	2
527	в уже	4	2
528	в число	3	2
529	из других	3	2
530	когда же	5	2
531	вслед за	4	2
532	в древности	2	2
533	по отношению	5	2
534	в обоих	3	2
535	жизни так	2	2
536	в облаках	8	2
537	ли не	8	2
538	ему и	2	2
539	мало чем	2	2
540	за счет	3	2
541	а на	2	2
542	на все	3	2
543	т п	7	2
544	и дает	2	2
545	право на	2	2
546	видно из	4	2
547	в в	8	2
548	больше того	4	2
549	если у	2	2
550	многие из	3	2
551	в гг	3	2
552	которые были	2	2
553	большинстве случаев	2	2
554	на сцене	5	2
555	в состав	2	2
556	и я	2	2
557	так называемых	3	2
558	вв до	2	2
559	имеет в	2	2
560	то ли	2	2
561	ведь мы	2	2
562	также в	3	2
563	из двух	2	2
564	по адресу	18	2
565	в изображении	2	2
566	действующих лиц	8	2
567	не означает	2	2
568	отношению к	5	2
569	участие в	4	2
570	что по	3	2
571	и такая	2	2
572	надо считать	2	2
573	содержанию и	2	2
574	ii в	4	2
575	ко всему	2	2
576	из которой	2	2
577	ли можно	3	2
578	и платон	2	2
579	до самого	3	2
