N	2gram	Propp_Isto	Myslijsy
511	роль в	3	2
512	уже на	2	2
513	на пути	2	2
514	и эти	4	2
515	уже с	2	2
516	на ступени	3	2
517	начинается с	3	2
518	легко может	2	2
519	развития на	2	2
520	тоже не	2	2
521	ни к	3	2
522	видеть что	2	2
523	же не	3	2
524	то чего	4	2
525	по одному	2	2
526	д то	2	2
527	а есть	2	2
528	эти формы	3	2
529	мы получим	2	2
530	который в	2	2
531	не сами	2	2
532	власть над	4	2
533	лежит в	2	2
534	таких случаях	4	2
535	одну только	2	2
536	требует чтобы	2	2
537	этим в	2	2
538	и почему	3	2
539	д и	2	2
540	должны были	9	2
541	по своей	2	2
542	его уже	2	2
543	или на	7	2
544	непосредственно в	3	2
545	мы еще	4	2
546	можно говорить	2	2
547	предположение что	2	2
548	когда он	9	2
549	имеем в	4	2
550	не непосредственно	3	2
551	где нет	2	2
552	так у	2	2
553	раз и	3	2
554	эта связь	4	2
555	с образом	2	2
556	в это	2	2
557	и должно	3	2
558	не раньше	3	2
559	ясно и	2	2
560	еще один	3	2
561	не видит	3	2
562	в глаза	2	2
563	едва ли	2	2
564	вопросом о	2	2
565	яснее когда	2	2
566	мы постараемся	2	2
567	нас не	3	2
568	в обратном	2	2
569	здесь можно	5	2
570	о нем	5	2
571	в прошлом	2	2
572	связано с	2	2
573	только с	4	2
574	стороны его	2	2
575	некоторых случаях	2	2
576	и говорит	2	2
577	же как	7	2
578	на более	6	2
579	мнение что	2	2
580	я не	5	2
581	и сделал	2	2
582	показать что	2	2
583	ее на	2	2
584	от степени	2	2
585	всех этих	4	2
586	себя в	2	2
587	эти представления	2	2
588	дело не	8	2
589	с ее	2	2
590	случаи когда	3	2
591	к делу	2	2
592	но дело	2	2
593	тут же	2	2
594	его и	6	2
595	видит в	2	2
596	это положение	2	2
597	обратимся к	3	2
598	из ряда	2	2
599	оно может	2	2
600	знаем что	9	2
601	ключ к	5	2
602	к чему	4	2
603	из которых	3	2
604	всякий раз	2	2
605	зависимости от	3	2
606	других случаях	2	2
607	знает как	2	2
608	в высокой	2	2
609	этих случаях	11	2
610	без участия	2	2
611	в системе	2	2
