N	2gram	Vygotskiy_	KulturaY
125	ясно что	10	12
126	или иной	2	11
127	должен быть	3	11
128	в их	3	11
129	в своем	12	11
130	речи и	2	11
131	те же	3	11
132	из этих	4	11
133	должна быть	2	11
134	в нем	13	11
135	этом отношении	3	11
136	совершенно не	11	11
137	и здесь	11	11
138	и то	12	11
139	в какой	5	11
140	и если	13	11
141	уже в	7	11
142	он не	10	11
143	в каком	7	10
144	так же	19	10
145	в то	6	10
146	к этому	5	10
147	со стороны	3	10
148	они не	3	10
149	как и	9	10
150	ту же	3	10
151	с этим	4	10
152	в нашей	5	10
153	бы в	7	10
154	несмотря на	5	10
155	в особенности	3	10
156	от того	6	10
157	этом смысле	4	10
158	конечно не	3	10
159	не просто	6	10
160	очевидно что	3	9
161	не потому	2	9
162	ли не	2	9
163	то мы	2	9
164	в целом	7	9
165	что все	12	9
166	и для	13	9
167	в своей	8	9
168	можно сказать	4	9
169	рядом с	6	9
170	дает нам	2	9
171	но это	2	9
172	в которой	4	9
173	но уже	2	9
174	и вот	7	9
175	не имеет	2	9
176	на то	27	9
177	ни в	5	9
178	что мы	12	9
179	и есть	7	9
180	на самом	9	8
181	в частности	6	8
182	мы видели	2	8
183	в своих	9	8
184	тех пор	2	8
185	состоит в	3	8
186	что на	6	8
187	с одной	15	8
188	и о	5	8
189	в тех	3	8
190	был бы	8	8
191	что они	11	8
192	этом случае	2	8
193	слов и	2	8
194	с его	6	8
195	да и	4	8
196	само по	3	8
197	по преимуществу	2	8
198	и как	10	8
199	об этом	5	8
200	в этих	3	8
201	тому что	11	8
202	заключается в	13	8
203	но все	5	8
204	далеко не	4	8
205	не есть	4	8
206	в таком	4	8
207	тому же	4	8
208	же в	3	8
209	до конца	7	7
210	в свою	3	7
211	в поэзии	5	7
212	казалось бы	11	7
213	как он	6	7
214	и потому	8	7
215	была бы	4	7
216	не знает	2	7
217	бы сказать	3	7
218	а с	7	7
219	как например	2	7
220	на том	4	7
221	нам не	2	7
222	одной стороны	15	7
223	нисколько не	3	7
224	например в	2	7
225	никак не	10	7
226	когда мы	10	7
227	не все	3	7
228	до тех	2	7
229	все равно	3	7
230	что касается	4	7
231	на этот	7	7
232	столь же	3	7
233	в котором	5	7
234	когда он	10	7
235	с ним	4	7
236	в одном	5	7
237	внимание на	4	7
238	сводится к	7	7
239	во внимание	5	7
240	пор пока	2	7
241	даже в	2	6
242	перед нами	5	6
243	данном случае	4	6
244	о них	2	6
245	содержание и	4	6
246	она есть	2	6
247	в себе	13	6
248	нуждается в	3	6
249	на этом	11	6
250	были бы	3	6
251	это только	5	6
252	отличие от	3	6
253	мы знаем	4	6
254	которые в	2	6
255	гораздо более	3	6
256	этой точки	3	6
257	в отличие	3	6
258	мы называем	2	6
259	что оно	12	6
260	в ее	3	6
261	когда в	2	6
262	что с	8	6
263	той или	2	6
264	в каком-то	2	6
265	что эти	4	6
266	на язык	2	6
267	в корне	2	6
268	указывает что	7	6
269	как будто	7	6
270	по поводу	6	6
271	что если	9	6
272	то это	6	6
273	мы не	8	6
274	отличается от	4	6
275	или в	6	6
276	только для	2	6
277	же время	2	6
278	но только	3	6
279	не с	2	6
280	только что	11	6
281	оно не	2	6
282	приводит к	2	6
283	могли бы	6	6
284	если не	2	6
285	главным образом	3	6
286	что именно	7	6
287	и именно	8	6
288	тем же	3	6
289	никогда не	15	5
290	в каких	2	5
291	в конечном	2	5
292	в отношении	2	5
293	к его	2	5
294	и к	5	5
295	мы должны	10	5
296	относится к	2	5
297	все те	3	5
298	в форме	2	5
299	в другом	3	5
300	в конце	10	5
301	но если	3	5
302	и при	3	5
303	так что	8	5
304	о нем	3	5
305	не так	4	5
306	бы на	2	5
307	на которых	2	5
308	материал для	2	5
309	в большей	2	5
310	учения о	3	5
311	даже и	2	5
312	так в	4	5
313	но как	3	5
314	не то	4	5
315	смысле слова	2	5
316	ни одного	5	5
317	в двух	9	5
318	нельзя было	2	5
319	и от	2	5
320	из того	4	5
321	и он	7	5
322	всех этих	3	5
323	не как	3	5
324	и даже	4	5
325	могло бы	4	5
326	превращается в	2	5
327	одного и	2	5
328	для нашей	2	5
329	у него	9	5
330	нас в	2	5
331	на протяжении	2	5
332	то он	2	5
333	и является	2	5
334	о котором	9	5
335	еще более	2	5
336	есть не	7	5
337	это так	2	5
338	обратить внимание	2	5
339	но что	3	5
340	и их	3	5
341	только не	5	5
342	и того	2	5
343	мы в	3	5
344	на примере	7	5
345	точка зрения	4	5
346	только о	2	5
347	и только	5	5
348	быть не	2	5
349	мы находим	2	5
350	связь между	2	5
351	чем в	3	5
352	все они	2	4
353	его в	2	4
354	о которых	3	4
355	о чем	4	4
356	еще раз	2	4
357	в каждом	2	4
358	обе эти	2	4
359	которых мы	5	4
360	это действительно	2	4
361	в виде	3	4
362	и где	2	4
363	же мы	3	4
364	как нельзя	2	4
365	увидим что	13	4
366	так например	5	4
367	и все	15	4
368	к этой	2	4
369	мог бы	3	4
370	и было	2	4
371	себе и	4	4
372	совершенно ясно	13	4
373	между ними	2	4
374	в известном	2	4
375	которое в	2	4
376	же как	4	4
377	что даже	3	4
378	что когда	2	4
379	на все	2	4
380	здесь мы	2	4
381	что вообще	2	4
382	это есть	3	4
383	именно поэтому	2	4
384	могла бы	4	4
385	мне кажется	3	4
386	по сравнению	4	4
387	ли это	3	4
388	так мы	4	4
389	это в	5	4
390	чтобы понять	3	4
391	на это	3	4
392	конечном счете	2	4
393	мы можем	8	4
394	мы увидим	11	4
395	как они	3	4
396	но ведь	2	4
397	уяснить себе	2	4
398	такой же	2	4
399	формы и	4	4
400	на деле	9	4
401	том и	3	4
402	отношения к	2	4
403	ни на	3	4
404	что для	6	4
405	будто бы	3	4
406	отношения между	3	4
407	и это	13	4
408	из которых	5	4
409	из них	7	4
410	в лучшем	3	4
411	в стороне	2	4
412	сам по	4	4
413	но еще	3	4
414	как только	5	4
415	именно на	6	4
416	если же	3	4
417	но он	6	4
418	не дает	2	4
419	мы и	2	4
420	он все	2	3
421	еще один	2	3
422	но мы	4	3
423	и следовательно	3	3
424	действия и	5	3
425	что дело	3	3
426	за этим	2	3
427	каждый из	2	3
428	в это	2	3
429	не раз	2	3
430	иное как	2	3
431	что здесь	3	3
432	с той	2	3
433	в прозе	2	3
434	конце концов	6	3
435	и эти	3	3
436	это на	2	3
437	и мы	28	3
438	а как	3	3
439	немедленно же	2	3
440	и другие	3	3
441	от себя	2	3
442	с таким	2	3
443	тем как	2	3
444	в романе	2	3
445	показать что	17	3
446	знает что	2	3
447	которое было	2	3
448	в искусстве	12	3
449	образом в	3	3
450	все время	44	3
451	его и	2	3
452	и дает	3	3
453	в него	5	3
454	значение для	2	3
455	лучшем случае	3	3
456	на него	4	3
457	предположить что	2	3
458	в сторону	2	3
459	уже совершенно	4	3
460	естественно что	2	3
461	на них	3	3
462	представить себе	2	3
463	на его	4	3
464	и под	3	3
465	не для	4	3
466	содержания и	4	3
467	что от	2	3
468	иметь в	3	3
469	в собственном	2	3
470	и дальше	3	3
471	приходим к	2	3
472	под влиянием	3	3
473	и может	3	3
474	во время	4	3
475	значение и	2	3
476	из самых	3	3
477	признать что	4	3
478	принять во	2	3
479	показывает что	3	3
480	но она	3	3
481	говорит что	13	3
482	нет и	2	3
483	то время	4	3
484	которое мы	3	3
485	что нет	3	3
486	сама по	3	3
487	образом если	2	3
488	та же	6	3
489	что его	2	3
490	ему нужно	3	3
491	не могло	2	3
492	только с	3	3
493	что есть	3	3
494	для него	5	3
495	именно потому	4	3
496	идет речь	3	3
497	чтобы мы	2	3
498	этой цели	3	3
499	что у	7	3
500	котором говорит	4	3
501	если это	4	3
502	и сейчас	5	3
503	он в	3	3
504	знаем что	5	3
505	собственном смысле	2	3
506	меньше всего	4	3
507	мы с	3	3
508	смысл этого	3	3
509	и действительно	2	3
510	давно уже	2	3
511	так чтобы	2	3
512	к жизни	2	3
513	и уже	4	3
514	в некоторых	2	3
515	мы могли	5	3
516	мы будем	3	3
517	без всякого	3	3
518	что их	2	2
519	во все	4	2
520	в действительности	2	2
521	не станем	2	2
522	от него	5	2
523	в одной	4	2
524	нам только	4	2
525	в состоянии	3	2
526	наше внимание	2	2
527	эти два	3	2
528	вот что	2	2
529	есть одна	2	2
530	в глаза	2	2
531	и той	4	2
532	не что	2	2
533	самое важное	5	2
534	что между	2	2
535	быть и	2	2
536	есть нечто	3	2
537	он должен	8	2
538	себе не	2	2
539	точно и	2	2
540	одном из	2	2
541	это как	2	2
542	друг от	2	2
543	здесь совершенно	2	2
544	и составляет	4	2
545	одной и	4	2
546	смысл в	2	2
547	может и	2	2
548	от нас	2	2
549	что иное	2	2
550	нами в	2	2
551	когда говорит	14	2
552	одной из	2	2
553	и др	2	2
554	в руки	3	2
555	что самое	6	2
556	по моему	2	2
557	действие в	2	2
558	говорит он	2	2
559	указывает на	8	2
560	просто и	2	2
561	нас совершенно	2	2
562	он говорит	5	2
563	и просто	3	2
564	не из	2	2
565	что этот	3	2
566	к самому	3	2
567	именно это	5	2
568	ответ на	5	2
569	не могла	2	2
570	к такому	3	2
571	когда она	3	2
572	к сожалению	2	2
573	для чего	4	2
574	по этому	5	2
575	же не	2	2
576	и говорит	4	2
577	к другому	2	2
578	здесь в	2	2
579	жизни и	8	2
580	думать что	3	2
581	с такой	5	2
582	находится в	2	2
583	и когда	12	2
584	но может	2	2
585	к разряду	4	2
586	и до	4	2
587	что вся	3	2
588	и самый	2	2
589	никто не	4	2
590	прав когда	9	2
591	мы получим	2	2
592	ее в	2	2
593	вслед за	3	2
594	одна из	6	2
595	с совершенно	3	2
596	на которые	2	2
597	нет в	2	2
598	самом процессе	2	2
599	оказывается что	2	2
600	в словах	3	2
601	дело в	4	2
602	это было	4	2
603	которые не	2	2
604	и там	2	2
605	в теории	2	2
606	совершенно справедливо	4	2
607	имеет место	3	2
608	и тот	2	2
609	мы найдем	5	2
610	дело с	5	2
611	существует между	7	2
612	сказал что	2	2
613	исходит из	5	2
614	взглянуть на	3	2
615	здесь дело	2	2
616	является ли	2	2
617	почти все	3	2
618	должен был	7	2
619	по его	5	2
620	то здесь	2	2
621	не является	3	2
622	понятно что	6	2
623	когда они	2	2
624	но они	2	2
625	в глазах	2	2
626	бы что	2	2
627	рассматривать как	3	2
628	в некоторой	2	2
629	совершенно одинаково	3	2
630	он является	2	2
631	мысль и	2	2
632	время как	5	2
633	едва ли	3	2
634	сами по	2	2
635	мы сказали	2	2
636	это по	2	2
637	в жизни	2	2
638	нами как	3	2
639	легко и	2	2
640	и так	4	2
641	в самых	4	2
642	не будет	3	2
643	за то	3	2
644	их не	2	2
645	ни один	2	2
646	искусства в	7	2
647	равно как	2	2
648	от друга	2	2
649	этот закон	4	2
650	и вообще	2	2
651	на наших	2	2
652	именно эта	2	2
653	основана на	2	2
654	действительно так	2	2
655	всякий раз	6	2
656	не можем	8	2
657	тому как	3	2
658	и теперь	2	2
659	чтобы показать	2	2
660	что эта	8	2
661	это же	2	2
662	чем это	4	2
663	сравнению с	4	2
664	во всем	3	2
665	дело здесь	2	2
666	в себя	2	2
667	в совершенно	6	2
668	мы легко	5	2
669	литературы и	2	2
670	одним и	3	2
671	и чтобы	3	2
