N	2gram	Tiupa_Disk	FransuaR
151	не подлежит	2	16
152	в начале	2	16
153	в другом	5	16
154	они не	2	16
155	дело в	3	16
156	с одной	12	16
157	и одновременно	3	16
158	одно из	4	15
159	в истории	5	15
160	и вообще	2	15
161	мысли и	2	15
162	еще в	6	15
163	в нашем	2	15
164	и прежде	2	15
165	с их	3	15
166	в которой	2	15
167	из этих	3	15
168	мы не	2	14
169	в данном	9	14
170	и он	2	14
171	с миром	2	14
172	и по	2	14
173	и брань	2	14
174	в чем	2	14
175	в котором	7	14
176	характер и	3	14
177	отличие от	13	13
178	о мире	2	13
179	на языке	3	13
180	это было	2	13
181	или в	2	13
182	с этим	3	13
183	в жизни	2	13
184	в мире	9	13
185	и есть	2	13
186	и сам	2	13
187	мира в	6	13
188	в книге	2	13
189	более того	2	13
190	не на	3	13
191	в одной	4	13
192	о чем	4	13
193	только на	2	13
194	они и	3	13
195	одной стороны	12	13
196	не знает	4	13
197	одновременно и	3	13
198	лишь в	4	12
199	не могут	2	12
200	жизни в	4	12
201	в пределах	4	12
202	и ее	5	12
203	хвала и	5	12
204	по своей	15	12
205	но здесь	2	12
206	место в	2	12
207	можно сказать	7	12
208	о нем	3	12
209	другой стороны	5	12
210	об этом	3	12
211	в творчестве	4	12
212	так например	2	11
213	зрения на	3	11
214	в свое	3	11
215	уже не	7	11
216	и что	2	11
217	хвалы и	2	11
218	момент в	3	11
219	слова и	2	11
220	и т.д	5	11
221	той или	6	11
222	в отличие	13	11
223	в пределе	2	11
224	данном случае	6	10
225	или иной	8	10
226	значительной степени	3	10
227	для понимания	2	10
228	по преимуществу	2	10
229	наших дней	2	10
230	поэтому в	2	10
231	там же	3	10
232	эпохи и	2	10
233	в процессе	6	10
234	к тому	6	10
235	его как	3	10
236	целый ряд	2	10
237	нас в	2	10
238	для всех	2	10
239	по отношению	13	10
240	к которому	2	10
241	в целом	5	10
242	да и	2	10
243	свое время	3	9
244	что не	4	9
245	но как	2	9
246	вплоть до	2	9
247	как это	2	9
248	и то	4	9
249	отношению к	13	9
250	в тех	2	9
251	как к	2	9
252	в формах	2	9
253	что на	3	9
254	в которых	5	9
255	до известной	2	9
256	известной степени	3	9
257	под названием	2	9
258	о котором	2	9
259	отношения к	2	9
260	с этой	2	8
261	с самого	2	8
262	и без	2	8
263	языка и	3	8
264	начало в	2	8
265	одном из	2	8
266	всего в	2	8
267	более или	2	8
268	или менее	2	8
269	не менее	6	8
270	речи и	2	8
271	дело не	3	8
272	тому же	5	8
273	точка зрения	3	7
274	времени в	3	7
275	как нечто	2	7
276	интерес к	2	7
277	не как	5	7
278	в свою	3	7
279	литературы в	2	7
280	тому как	5	7
281	на том	2	7
282	одного из	5	7
283	во всяком	3	7
284	себя в	8	7
285	к ним	3	7
286	подобно тому	4	7
287	как его	2	7
288	народного творчества	2	7
289	на него	2	7
290	к себе	2	7
291	в различных	2	7
292	но она	3	7
293	такого рода	11	6
294	свою очередь	3	6
295	свидетельствует о	2	6
296	входит в	2	6
297	или даже	2	6
298	жизни как	2	6
299	могут быть	5	6
300	было в	4	6
301	в противоположность	6	6
302	картины мира	8	6
303	к его	5	6
304	это прежде	3	6
305	представления о	2	6
306	т.п но	4	6
307	друг друга	2	6
308	в новом	2	6
309	самого начала	2	6
310	для своего	3	6
311	хотя бы	3	6
312	в языке	2	6
313	принадлежит к	3	6
314	как будто	3	6
315	основе своей	4	6
316	не столько	3	6
317	ни для	4	6
318	говорить о	3	6
319	тем самым	6	5
320	к своему	2	5
321	но одновременно	4	5
322	в г	2	5
323	в первом	4	5
324	должна быть	2	5
325	из важнейших	2	5
326	по словам	4	5
327	в историческом	2	5
328	можно говорить	2	5
329	различия между	3	5
330	когда он	3	5
331	не является	5	5
332	каждый из	2	5
333	проявляется в	2	5
334	в произведении	3	5
335	в едином	2	5
336	должно быть	2	5
337	одного и	5	5
338	слова в	2	5
339	всяком случае	2	5
340	он сам	2	5
341	же самое	2	5
342	мире и	2	5
343	во втором	5	5
344	себя и	2	5
345	тут же	3	5
346	в строгом	5	5
347	но уже	3	5
348	в ряду	4	5
349	настоящего времени	2	5
350	стороны и	3	5
351	мы имеем	4	5
352	только то	2	5
353	человека в	6	5
354	традиции в	2	5
355	перед лицом	2	5
356	направлен на	2	5
357	говорили о	2	5
358	не к	3	5
359	в акте	3	5
360	ему в	3	5
361	одну из	2	4
362	в каждом	2	4
363	ни о	2	4
364	лицо и	2	4
365	рассказ о	3	4
366	речи как	2	4
367	о них	2	4
368	в античной	2	4
369	чтобы не	2	4
370	картине мира	2	4
371	в контексте	3	4
372	дело с	2	4
373	них в	2	4
374	с некоторыми	2	4
375	что касается	2	4
376	заключается в	3	4
377	но для	2	4
378	это мир	2	4
379	он мог	3	4
380	что даже	2	4
381	заметить что	2	4
382	и само	2	4
383	здесь также	2	4
384	быть и	2	4
385	одно и	2	4
386	однако и	2	4
387	не случайно	2	4
388	различные формы	2	4
389	оно не	2	4
390	внимание на	5	4
391	на рубеже	2	4
392	в период	2	4
393	в действительности	3	4
394	если в	2	4
395	и тем	2	4
396	картина мира	7	4
397	таковы например	2	4
398	в культуре	3	4
399	не могло	2	4
400	не должно	2	4
401	время и	2	4
402	по себе	3	4
403	мира с	2	4
404	влияния на	2	4
405	в организации	2	4
406	принадлежат к	3	4
407	при всей	9	3
408	должно было	2	3
409	лежит на	2	3
410	сказать и	2	3
411	не о	2	3
412	чем не	3	3
413	ни к	11	3
414	речевого общения	13	3
415	ближе к	2	3
416	и того	6	3
417	становления и	4	3
418	в каждой	3	3
419	указывает на	2	3
420	он всегда	2	3
421	со стороны	17	3
422	не всегда	2	3
423	в одно	2	3
424	в современной	2	3
425	смысл в	2	3
426	разного рода	2	3
427	говорит и	2	3
428	для обозначения	4	3
429	в литературу	3	3
430	имеет место	4	3
431	но при	3	3
432	с ней	3	3
433	вследствие этого	4	3
434	всякий раз	2	3
435	в любой	2	3
436	человек не	2	3
437	которая в	3	3
438	к одному	2	3
439	в силу	5	3
440	между собой	2	3
441	а с	8	3
442	дистанции между	2	3
443	содержит в	3	3
444	всем что	2	3
445	по своим	4	3
446	или на	3	3
447	том чтобы	2	3
448	со своей	2	3
449	и весьма	2	3
450	является не	2	3
451	будто бы	3	3
452	он видел	2	3
453	котором он	2	3
454	что с	2	3
455	и может	3	3
456	эти жанры	2	3
457	на ранних	2	3
458	могла бы	2	3
459	себя самого	2	3
460	речи в	2	3
461	в сферу	3	3
462	и строго	2	3
463	жизни но	2	3
464	всей своей	2	3
465	не есть	3	3
466	приводит к	4	3
467	сознания в	2	3
468	к их	2	3
469	мы все	2	3
470	чем он	2	3
471	в построении	2	2
472	различие между	3	2
473	присутствует в	2	2
474	жанров и	2	2
475	ни одно	2	2
476	к различным	2	2
477	к своим	3	2
478	произведение в	2	2
479	своей природе	3	2
480	имея в	3	2
481	ключом к	2	2
482	его с	2	2
483	бы быть	3	2
484	по мере	2	2
485	переход от	2	2
486	в меру	2	2
487	характер как	2	2
488	на смену	3	2
489	за его	2	2
490	к той	4	2
491	всей его	2	2
492	строго говоря	3	2
493	соответствии с	5	2
494	к числу	2	2
495	то ли	2	2
496	речевых жанров	15	2
497	можно определить	2	2
498	а ну	2	2
499	было сказано	2	2
500	этого жанра	3	2
501	и глубокой	2	2
502	может и	4	2
503	лицом к	2	2
504	речь идет	2	2
505	человеческой жизни	2	2
506	на сцене	2	2
507	в готовом	2	2
508	легенды и	3	2
509	по мысли	9	2
510	хотя в	3	2
511	не от	2	2
512	в науке	2	2
513	не приходится	2	2
514	в какой	2	2
515	совпадает с	4	2
516	точкой зрения	2	2
517	в первую	3	2
518	из уст	2	2
519	в современном	3	2
520	что ни	3	2
521	определить как	2	2
522	должны быть	3	2
523	отличается от	3	2
524	в чужой	2	2
525	на почве	3	2
526	речевые жанры	6	2
527	в сторону	4	2
528	не более	3	2
529	при котором	2	2
530	в конечном	2	2
531	но зато	2	2
532	героя в	6	2
533	здесь это	2	2
534	практики и	2	2
535	картину мира	5	2
536	по стилю	5	2
537	его понимании	2	2
538	этом случае	3	2
539	не столь	2	2
540	целое в	2	2
541	конечном счете	2	2
542	а о	2	2
543	чем у	2	2
544	но также	2	2
545	и всякое	2	2
546	только о	2	2
547	она здесь	2	2
548	не с	4	2
549	из наиболее	2	2
550	жизни а	2	2
551	вследствие чего	2	2
552	в разные	2	2
