N	2gram	Losev_Prob	Problema
102	в то	7	4
103	должна быть	2	4
104	не менее	26	4
105	от всех	2	4
106	но в	19	4
107	о том	25	4
108	понять его	2	4
109	что не	8	4
110	другой стороны	7	4
111	которых мы	2	4
112	как в	5	4
113	о значении	4	4
114	здесь не	9	4
115	в ее	3	4
116	должны быть	2	4
117	в других	5	4
118	перестает быть	3	4
119	и только	7	4
120	известной степени	2	4
121	в нашем	3	4
122	значение слова	4	4
123	да и	11	3
124	и от	3	3
125	в область	3	3
126	помнить что	3	3
127	том что	26	3
128	но это	11	3
129	в тех	2	3
130	говорить о	14	3
131	его как	2	3
132	не будем	5	3
133	вопроса о	3	3
134	тем не	25	3
135	как такового	4	3
136	едва ли	10	3
137	если бы	8	3
138	мы увидим	3	3
139	кроме того	7	3
140	слова и	5	3
141	и тем	16	3
142	сказать и	3	3
143	не является	12	3
144	со всеми	2	3
145	действительности и	5	3
146	в известной	2	3
147	как только	3	3
148	не знает	4	3
149	с одной	4	3
150	не больше	3	3
151	и должно	2	3
152	нет и	5	3
153	или как	4	3
154	также и	22	3
155	и это	13	3
156	и все	9	3
157	только его	4	3
158	с другими	6	3
159	на почве	2	3
160	все что	2	3
161	оно не	6	3
162	и к	2	3
163	одной стороны	4	3
164	этом смысле	8	3
165	работ по	2	3
166	и на	11	3
167	несмотря на	6	3
168	есть его	2	3
169	мы в	4	3
170	языка в	3	3
171	то ни	3	3
172	как нечто	10	3
173	все это	11	3
174	в таком	18	3
175	он не	5	3
176	как его	2	3
177	например в	2	3
178	в дальнейшем	5	3
179	но с	2	3
180	хотя и	8	3
181	мы будем	3	3
182	и даже	19	3
183	бы то	2	3
184	искусства и	3	3
185	ясно что	7	3
186	по поводу	6	2
187	одна из	4	2
188	и вообще	13	2
189	к его	2	2
190	но она	3	2
191	он должен	2	2
192	что это	4	2
193	в таких	5	2
194	или иного	6	2
195	слово и	3	2
196	о которых	6	2
197	или иной	8	2
198	дает нам	2	2
199	не могут	6	2
200	того или	8	2
201	понимать только	2	2
202	мы должны	5	2
203	мы имеем	3	2
204	не совпадает	2	2
205	но как	11	2
206	не имеют	6	2
207	том как	2	2
208	и ее	9	2
209	не все	4	2
210	дело в	3	2
211	особенно в	3	2
212	есть только	16	2
213	действительности в	3	2
214	с самим	3	2
215	что все	9	2
216	отличается от	2	2
217	в значительной	2	2
218	другими словами	8	2
219	не во	3	2
220	и здесь	8	2
221	есть не	10	2
222	можем говорить	2	2
223	слово в	2	2
224	в виде	20	2
225	в другом	2	2
226	или в	5	2
227	но можно	2	2
228	лишь в	4	2
229	тем что	10	2
230	бы не	4	2
231	в связи	7	2
232	этом отношении	2	2
233	и которые	6	2
234	или точнее	4	2
235	себе не	3	2
236	за последние	2	2
237	для того	10	2
238	и при	4	2
239	в этих	7	2
240	у нас	31	2
241	что он	11	2
242	к своему	2	2
243	в частности	5	2
244	нами в	3	2
245	как это	7	2
246	была бы	2	2
247	в чем	3	2
248	поэтому в	2	2
249	же самое	9	2
250	и пр	4	2
251	и значение	4	2
252	в корне	2	2
253	по существу	2	2
254	для понимания	2	2
255	действительности но	4	2
256	языка как	2	2
257	о котором	4	2
258	есть выражение	2	2
259	в него	3	2
260	и искусства	5	2
261	можно говорить	3	2
262	без всякой	7	2
263	она не	5	2
264	а только	9	2
265	это отношение	3	2
266	на то	12	2
267	предмета и	5	2
268	в самой	3	2
269	в котором	5	2
270	в нашей	3	2
271	в определенный	2	2
272	не вполне	4	2
273	в своих	3	2
274	ни одна	2	2
275	совпадает с	2	2
276	что оно	4	2
277	как таковой	4	2
278	и те	2	2
279	из которых	2	2
280	здесь нет	3	2
281	смысле слова	11	2
282	не можем	2	2
283	и должны	3	2
284	анализа и	4	2
285	здесь в	4	2
286	раз и	13	2
287	чтобы его	2	2
288	то или	3	2
289	того чтобы	10	2
290	что и	2	2
291	представляется нам	2	2
292	не было	7	2
293	и что	21	2
294	и во	4	2
295	что эта	2	2
296	того что	18	2
297	той или	10	2
298	связи с	8	2
299	на первый	5	2
300	войти в	3	2
301	этой области	5	2
302	и есть	7	2
303	в истории	6	2
304	случае не	6	2
305	первый план	3	2
306	и весь	4	2
307	и более	4	2
308	можно сказать	9	2
309	или иное	2	2
310	вовсе не	60	2
311	с его	3	2
312	но зато	3	2
