N	2gram	Losev_Dial	Tvorches
177	тем что	2	4
178	на земле	3	4
179	и есть	20	4
180	но без	3	4
181	с этой	3	4
182	времени и	10	4
183	такой же	2	4
184	по крайней	11	4
185	с самого	2	4
186	и более	7	4
187	далеко не	2	4
188	в которых	2	4
189	личности и	2	4
190	еще в	2	4
191	личности в	2	4
192	с точки	18	4
193	говорить о	9	4
194	и тут	6	4
195	но он	3	4
196	до сих	4	4
197	не есть	67	3
198	во времени	4	3
199	на самом	5	3
200	от него	4	3
201	вплоть до	3	3
202	даже не	4	3
203	в другом	6	3
204	отношение к	5	3
205	и внутреннего	2	3
206	таком случае	2	3
207	в виду	9	3
208	на все	2	3
209	и тем	2	3
210	со стороны	2	3
211	в области	2	3
212	действительности и	4	3
213	но что	10	3
214	в один	3	3
215	идеи и	5	3
216	в искусстве	2	3
217	мы находим	7	3
218	не по	2	3
219	любви к	2	3
220	о котором	2	3
221	в него	2	3
222	только с	3	3
223	к тому	6	3
224	гораздо более	3	3
225	к самому	3	3
226	и человек	2	3
227	мифа в	4	3
228	в ней	4	3
229	другой стороны	7	3
230	что оно	9	3
231	всяком случае	3	3
232	во мне	5	3
233	просто не	2	3
234	не то	9	3
235	точно так	3	3
236	и др	2	3
237	должны быть	2	3
238	что с	2	3
239	и до	2	3
240	никто не	2	3
241	можно сказать	10	3
242	заключается в	4	3
243	как мы	5	3
244	да и	11	3
245	сказать что	19	3
246	если в	5	3
247	то в	8	3
248	говорил о	2	3
249	сами по	4	3
250	его с	6	3
251	из этих	2	3
252	и тогда	4	3
253	и еще	4	3
254	к ней	4	3
255	отличается от	3	3
256	а я	3	3
257	ни на	8	3
258	мысль о	2	3
259	только что	5	3
260	я и	3	3
261	кроме того	2	3
262	и вот	10	3
263	не является	3	3
264	ее в	2	3
265	для того	2	3
266	и их	5	3
267	себе не	7	3
268	со всеми	2	3
269	человека но	2	3
270	не с	5	3
271	в жизни	3	3
272	тут и	2	3
273	нет и	2	3
274	но уже	3	3
275	что для	3	3
276	петр александрович	3	3
277	и время	4	3
278	образом и	3	3
279	и если	5	3
280	и к	8	3
281	на этом	4	3
282	не существует	8	3
283	он и	2	3
284	по себе	39	3
285	как она	7	3
286	несмотря на	12	3
287	жизни и	9	3
288	и что	17	3
289	во всяком	5	3
290	нет ни	4	3
291	или в	2	3
292	и только	5	3
293	тому же	3	3
294	в одном	4	3
295	в образ	2	2
296	в отношении	5	2
297	и притом	7	2
298	в первую	2	2
299	не могут	4	2
300	но мы	3	2
301	но как	7	2
302	против этого	2	2
303	о чем	4	2
304	в тех	2	2
305	еще раз	2	2
306	вслед за	2	2
307	не потому	5	2
308	эти два	4	2
309	когда я	2	2
310	не дают	2	2
311	в силу	6	2
312	по своей	5	2
313	сразу же	2	2
314	есть не	8	2
315	должен быть	2	2
316	которую не	2	2
317	ведь это	3	2
318	он всегда	3	2
319	интереса к	2	2
320	после этого	3	2
321	в одно	5	2
322	в современной	2	2
323	не зная	2	2
324	точку зрения	3	2
325	нас не	2	2
326	говорил что	2	2
327	связано с	2	2
328	и где	5	2
329	рождается из	2	2
330	это я	6	2
331	и очень	2	2
332	в другое	2	2
333	смысл и	6	2
334	с тем	2	2
335	нем и	2	2
336	может и	5	2
337	тому что	4	2
338	не мешает	8	2
339	она не	10	2
340	сам является	2	2
341	не могу	9	2
342	тоже не	2	2
343	была бы	4	2
344	жизнь в	2	2
345	так вот	2	2
346	точка зрения	3	2
347	которые были	2	2
348	грань между	5	2
349	он с	2	2
350	и та	8	2
351	то это	6	2
352	же он	2	2
353	что же	5	2
354	нуждается в	6	2
355	не будет	2	2
356	у меня	4	2
357	только через	2	2
358	это время	3	2
359	было бы	14	2
360	же в	2	2
361	связи с	3	2
362	в сущности	2	2
363	в связи	3	2
364	в качестве	2	2
365	всю жизнь	2	2
366	во время	2	2
367	всегда было	2	2
368	образ и	5	2
369	содержит в	6	2
370	и вообще	10	2
371	это еще	2	2
372	но она	4	2
373	всех этих	4	2
374	по способу	2	2
375	что если	4	2
376	в эпоху	2	2
377	времени а	3	2
378	в данном	5	2
379	с другими	2	2
380	ли это	4	2
381	только то	7	2
382	же это	6	2
383	и нет	2	2
384	во всех	3	2
385	время не	3	2
386	о своем	2	2
387	не нужно	2	2
388	из нее	2	2
389	а главное	2	2
390	по мере	3	2
391	тем не	3	2
392	кто же	2	2
393	даже если	4	2
394	сходство с	2	2
395	пространства и	8	2
396	что как	2	2
397	д и	3	2
398	и потом	2	2
399	но ведь	2	2
400	как о	2	2
401	в результате	2	2
402	и о	4	2
403	указывает на	3	2
404	ни к	2	2
405	чаще всего	2	2
406	отношении к	3	2
407	жизнь и	5	2
408	с одной	4	2
409	не стоит	2	2
410	о своих	2	2
411	и должно	3	2
412	то он	2	2
413	очень много	4	2
414	не имеет	15	2
415	и является	2	2
416	со своими	2	2
417	ни в	20	2
418	их в	2	2
419	все что	2	2
420	я в	3	2
421	в сфере	2	2
422	к его	2	2
423	но для	2	2
424	ли что	2	2
425	с которым	2	2
426	мог бы	3	2
427	ко всему	3	2
428	на мир	2	2
429	с их	2	2
430	только как	3	2
431	из этого	2	2
432	и уже	4	2
433	конце концов	4	2
434	не говорит	4	2
435	бы ни	3	2
436	своей собственной	2	2
437	не просто	19	2
438	человек и	2	2
439	отлична от	2	2
440	же и	11	2
441	если же	2	2
442	не к	2	2
443	не значит	6	2
444	как раз	7	2
445	и всякий	3	2
446	мы уже	8	2
447	ясно что	11	2
