N	2gram	Losev_Prob	Morfolog
113	но все	5	4
114	что его	3	4
115	и для	5	4
116	как и	15	4
117	ни одна	2	4
118	входит в	3	4
119	уже не	12	4
120	этот вопрос	3	4
121	и к	9	4
122	смысле слова	19	4
123	несмотря на	4	4
124	того чтобы	4	4
125	с теми	2	4
126	о его	3	4
127	говорить о	7	4
128	никто не	5	4
129	случае не	7	4
130	от того	2	4
131	мы уже	4	4
132	первый взгляд	3	3
133	в таких	3	3
134	как же	3	3
135	то в	4	3
136	время как	6	3
137	утверждать что	3	3
138	мы должны	13	3
139	а и	2	3
140	но как	6	3
141	здесь не	11	3
142	как таковое	2	3
143	в настоящее	4	3
144	в которой	3	3
145	то ни	7	3
146	это было	4	3
147	даже не	3	3
148	что это	3	3
149	который может	2	3
150	и у	2	3
151	друг друга	5	3
152	только что	4	3
153	если бы	9	3
154	в виде	20	3
155	может существовать	3	3
156	не значит	3	3
157	состоит из	6	3
158	это и	11	3
159	на первый	6	3
160	есть нечто	22	3
161	кроме того	5	3
162	и тем	16	3
163	имеется в	7	3
164	не в	21	3
165	для того	5	3
166	и при	2	3
167	с этой	3	3
168	у нас	17	3
169	а во	2	3
170	к ней	2	3
171	в пределах	3	3
172	того что	10	3
173	здесь мы	5	3
174	как таковых	2	3
175	ее в	2	3
176	к нему	3	3
177	это уже	4	3
178	на то	6	3
179	а то	4	3
180	живые существа	2	3
181	ни в	17	3
182	что такое	4	3
183	иное чем	3	3
184	на нем	3	3
185	с собой	6	3
186	что при	5	3
187	заметим что	2	3
188	но для	3	3
189	настоящее время	4	3
190	не существует	6	3
191	совсем не	4	3
192	в начале	3	3
193	и что	9	3
194	то время	6	3
195	и тогда	3	3
196	и по	3	3
197	же в	6	3
198	и его	12	3
199	только в	33	3
200	и есть	9	3
201	и только	10	3
202	значение и	7	3
203	в этой	10	3
204	мы будем	3	3
205	бы то	5	3
206	данном случае	12	2
207	и когда	4	2
208	в нее	2	2
209	самого себя	4	2
210	в каком	9	2
211	или иные	6	2
212	в очень	2	2
213	если они	2	2
214	себя в	4	2
215	в данном	14	2
216	действия и	2	2
217	или другими	2	2
218	том как	4	2
219	от него	2	2
220	одной стороны	2	2
221	таких случаях	2	2
222	к другой	3	2
223	дело не	4	2
224	дается в	2	2
225	бы в	3	2
226	а потом	2	2
227	иное как	6	2
228	не что	6	2
229	в другом	4	2
230	и даже	21	2
231	и тот	2	2
232	сразу же	2	2
233	или менее	2	2
234	является в	3	2
235	что она	5	2
236	что именно	3	2
237	д и	5	2
238	не на	2	2
239	в частности	4	2
240	или очень	2	2
241	ни было	5	2
242	одним из	2	2
243	а вовсе	3	2
244	ничем не	2	2
245	и за	2	2
246	между собою	5	2
247	случаях не	2	2
248	ни к	3	2
249	что иное	6	2
250	в чем	5	2
251	с одной	3	2
252	всех других	2	2
253	или другой	6	2
254	но вот	4	2
255	а с	2	2
256	и более	6	2
257	на этот	4	2
258	с тем	9	2
259	без всякой	3	2
260	не так	8	2
261	и этот	3	2
262	сказать о	2	2
263	в самых	3	2
264	не имеет	12	2
265	вообще не	5	2
266	она не	3	2
267	д в	2	2
268	живое существо	4	2
269	он может	2	2
270	или по	6	2
271	более или	2	2
272	их в	2	2
273	могли бы	6	2
274	но с	2	2
275	в своих	2	2
276	здесь только	7	2
277	быть и	3	2
278	но они	4	2
279	в которых	3	2
280	это так	2	2
281	как таковой	2	2
282	однако в	3	2
283	с другими	6	2
284	для нас	23	2
285	очень много	4	2
286	что мы	12	2
287	это можно	2	2
288	что же	9	2
289	точно так	5	2
290	всяком случае	8	2
291	как они	4	2
292	сразу и	3	2
293	и больше	4	2
294	иначе чем	2	2
295	когда в	4	2
296	все это	9	2
297	она в	2	2
298	в основе	3	2
299	как будто	11	2
300	можно сказать	10	2
301	но оно	3	2
302	который в	2	2
303	для него	4	2
304	в одном	4	2
305	во всяком	14	2
306	без всякого	8	2
307	по своему	6	2
308	тем же	2	2
309	многих других	2	2
310	чем в	2	2
311	здесь имеется	2	2
