N	2gram	Bakhtin_Pr	Komedia
257	или менее	4	4
258	к сожалению	2	4
259	и этим	5	4
260	может служить	3	4
261	все его	3	4
262	от ее	3	4
263	не позволяет	2	4
264	между ними	6	4
265	что же	9	4
266	же как	2	4
267	не на	7	4
268	здесь мы	4	4
269	е в	3	4
270	например в	5	4
271	в основе	4	4
272	одна из	5	4
273	одно из	2	4
274	чтобы в	2	4
275	бы он	4	4
276	то и	3	4
277	его творчества	5	4
278	с их	7	4
279	я не	6	4
280	стороны и	4	4
281	бы не	2	4
282	был бы	6	4
283	него в	5	4
284	и их	3	4
285	у нас	3	4
286	времени и	2	4
287	такой же	4	4
288	в пределах	24	4
289	именно потому	2	4
290	далеко не	7	4
291	а то	3	4
292	должна была	4	4
293	их в	8	4
294	это слово	6	4
295	он знает	3	4
296	выражение в	6	4
297	в той	5	4
298	правда в	2	4
299	все равно	2	4
300	как его	4	4
301	в себя	6	4
302	если мы	3	3
303	нет ни	2	3
304	и потому	7	3
305	в каждой	2	3
306	не могут	10	3
307	указывает на	2	3
308	нисколько не	3	3
309	в одной	8	3
310	при всей	2	3
311	не раз	2	3
312	не был	2	3
313	как к	3	3
314	для себя	3	3
315	его творчество	2	3
316	остается в	2	3
317	на пути	2	3
318	а как	11	3
319	том же	4	3
320	в устах	2	3
321	от своего	2	3
322	только на	3	3
323	своего времени	2	3
324	а его	2	3
325	а с	2	3
326	для понимания	4	3
327	от этого	2	3
328	она не	10	3
329	они не	5	3
330	он говорит	2	3
331	с другом	3	3
332	он в	3	3
333	его и	3	3
334	на себе	3	3
335	таким же	3	3
336	для создания	2	3
337	почти не	3	3
338	искать в	2	3
339	ни одного	3	3
340	с ними	2	3
341	и самого	4	3
342	все еще	2	3
343	всего этого	2	3
344	конечно в	2	3
345	только как	2	3
346	в рамках	2	3
347	но при	4	3
348	это в	2	3
349	ведь мы	2	3
350	и эта	2	3
351	бы к	2	3
352	и уже	3	3
353	друг с	4	3
354	переходит к	2	3
355	и одновременно	3	3
356	же она	2	3
357	для своего	2	3
358	совершенно не	5	3
359	отношения к	5	3
360	сказать о	2	3
361	за пределами	2	3
362	более или	4	3
363	в самой	9	3
364	в большинстве	11	3
365	в диалоге	3	3
366	художественных приемов	2	3
367	по себе	16	3
368	находится в	2	3
369	в один	2	3
370	является не	2	3
371	в таком	3	3
372	и есть	3	3
373	как на	4	3
374	в нашем	2	3
375	однако не	3	3
376	образом и	4	2
377	перед нами	12	2
378	к одному	7	2
379	те же	3	2
380	с которой	2	2
381	как можно	2	2
382	как же	6	2
383	он понимает	2	2
384	ставит нас	2	2
385	и следовательно	7	2
386	поэтому он	2	2
387	человека и	2	2
388	не как	20	2
389	нас перед	2	2
390	правда к	2	2
391	никак не	4	2
392	в речах	2	2
393	в произведениях	6	2
394	к более	2	2
395	слово в	10	2
396	слов в	2	2
397	именно к	2	2
398	во времени	3	2
399	и при	2	2
400	в основном	2	2
401	того что	3	2
402	со всеми	2	2
403	бедного человека	2	2
404	о нем	15	2
405	что все	2	2
406	его творчестве	3	2
407	друга и	2	2
408	была бы	5	2
409	жизнь в	2	2
410	зависимости от	5	2
411	ту же	2	2
412	на свой	6	2
413	которые были	2	2
414	войти в	2	2
415	в уста	4	2
416	не входит	5	2
417	этой точки	2	2
418	друг за	2	2
419	большинстве случаев	10	2
420	и сама	2	2
421	же что	5	2
422	здесь не	7	2
423	и рассказ	3	2
424	не была	4	2
425	мы видим	3	2
426	в зависимости	5	2
427	и до	6	2
428	и иногда	2	2
429	все эти	13	2
430	себя и	5	2
431	почти всегда	2	2
432	мир в	4	2
433	должна быть	8	2
434	известной степени	2	2
435	не принимает	2	2
436	рядом с	19	2
437	приходит в	2	2
438	бы и	6	2
439	художественный образ	2	2
440	особенно в	2	2
441	у вас	2	2
442	то в	2	2
443	как например	2	2
444	они могут	4	2
445	с другими	8	2
446	в литературе	4	2
447	но это	6	2
448	ни был	2	2
449	в противоположность	2	2
450	и так	2	2
451	в которые	2	2
452	чтобы сделать	2	2
453	достаточно сравнить	2	2
454	реакции на	3	2
455	как не	9	2
456	я и	2	2
457	слова и	8	2
458	превращается в	5	2
459	так я	2	2
460	себе не	2	2
461	и со	4	2
462	слова с	7	2
463	зрения на	8	2
464	но они	2	2
465	речь в	2	2
466	отношении к	5	2
467	сюжета в	2	2
468	я ведь	4	2
469	друг на	2	2
470	со своими	2	2
471	для него	23	2
472	в жизни	5	2
473	его жизни	2	2
474	знает что	2	2
475	и является	2	2
476	этот вопрос	4	2
477	его к	4	2
478	подобно тому	3	2
479	него не	4	2
480	ее в	3	2
481	точек зрения	7	2
482	отсюда и	3	2
483	представляется нам	2	2
484	в смысле	3	2
485	за другом	2	2
486	человека из	4	2
487	этом смысле	12	2
488	слова о	3	2
489	в настоящем	2	2
490	к самому	2	2
491	среди них	5	2
492	в лучшем	2	2
493	тому как	3	2
494	к другому	6	2
495	бы ни	3	2
496	мы уже	4	2
497	да что	2	2
498	и только	3	2
499	себя на	2	2
500	в форме	8	2
501	именно на	3	2
502	на фоне	5	2
503	же и	5	2
504	если же	7	2
505	знаю что	4	2
