N	2gram	Bakhtin_Fr	Mirosoze
232	на его	4	3
233	и самый	2	3
234	протяжении всего	5	3
235	начало в	5	3
236	хотя и	4	3
237	проникает в	2	3
238	литературы и	7	3
239	была связана	2	3
240	значительной степени	4	3
241	истории и	2	3
242	и эта	5	3
243	и еще	5	3
244	в противоположность	3	3
245	к этому	2	3
246	конечно не	2	3
247	они стали	2	3
248	об этом	2	3
249	в значительной	9	3
250	превращается в	6	3
251	от всех	3	3
252	его нельзя	2	3
253	для нас	5	3
254	со всеми	2	3
255	в пределах	3	3
256	во всех	13	3
257	на этот	3	3
258	мир и	3	3
259	выходит за	5	3
260	не вполне	3	3
261	было очень	2	3
262	входит в	4	3
263	но для	3	3
264	приводит к	2	3
265	в одном	8	3
266	тому как	2	3
267	всяком случае	2	3
268	роль в	6	3
269	это был	3	3
270	земли и	5	3
271	сравнению с	2	3
272	и перед	3	3
273	но с	2	3
274	и за	2	3
275	учение о	2	3
276	не о	2	2
277	на самом	6	2
278	как ее	2	2
279	в плане	2	2
280	или иной	5	2
281	из всех	3	2
282	его к	2	2
283	есть только	3	2
284	он выводит	2	2
285	на что	3	2
286	всего мира	3	2
287	его творчество	2	2
288	и других	6	2
289	были в	4	2
290	от своего	2	2
291	во многих	2	2
292	самом деле	3	2
293	многие из	2	2
294	связанная с	3	2
295	его от	2	2
296	он так	2	2
297	культуры но	4	2
298	о нем	4	2
299	не менее	2	2
300	она была	6	2
301	в церкви	2	2
302	весь мир	3	2
303	и человеческой	3	2
304	разного рода	3	2
305	и без	4	2
306	и сам	2	2
307	между ними	4	2
308	во франции	11	2
309	от мира	2	2
310	к жизни	2	2
311	власти и	2	2
312	не были	4	2
313	связи с	5	2
314	связаны с	5	2
315	в сущности	20	2
316	во время	14	2
317	во всей	4	2
318	в обычном	3	2
319	их в	3	2
320	относится к	4	2
321	на всю	4	2
322	всего что	2	2
323	своей книге	3	2
324	строя жизни	2	2
325	бы быть	2	2
326	с их	7	2
327	это было	2	2
328	этом отношении	5	2
329	и часто	3	2
330	целый ряд	2	2
331	мире в	2	2
332	мира в	3	2
333	уже к	2	2
334	подобно тому	2	2
335	ее в	2	2
336	было еще	2	2
337	и о	4	2
338	этот мир	2	2
339	ни к	2	2
340	но они	4	2
341	о мире	8	2
342	в какой	2	2
343	у других	2	2
344	можно найти	3	2
345	и искусства	4	2
346	с другой	3	2
347	в смысле	2	2
348	освободиться от	2	2
349	жизни как	3	2
350	вопросы о	2	2
351	и именно	2	2
352	характерно для	3	2
353	он и	3	2
354	что мы	2	2
355	все формы	3	2
356	мир этот	2	2
357	и действительно	2	2
358	ко всему	2	2
359	связанной с	2	2
360	природу и	2	2
361	к какому	2	2
362	бы ни	2	2
363	его было	2	2
364	но эта	2	2
365	мы дадим	2	2
