N	2gram	Potebnia_M	RusskieA
130	в одном	4	6
131	выше мы	4	6
132	что она	4	6
133	и о	6	6
134	должен был	2	6
135	или с	2	6
136	после того	2	6
137	и более	4	6
138	на нее	2	6
139	в таком	6	6
140	на самом	4	5
141	вопрос о	2	5
142	и потому	9	5
143	но если	2	5
144	или же	8	5
145	тогда когда	20	5
146	что он	8	5
147	прежде всего	6	5
148	в разных	4	5
149	к ним	3	5
150	в свою	6	5
151	с этим	12	5
152	заметить что	7	5
153	в то	16	5
154	в целом	5	5
155	тогда как	8	5
156	там где	6	5
157	не было	12	5
158	например в	9	5
159	тот же	2	5
160	в его	6	5
161	по поводу	8	5
162	то и	10	5
163	его с	3	5
164	такие же	2	5
165	только для	3	5
166	ничего общего	2	5
167	не с	4	5
168	с другой	8	5
169	входит в	3	5
170	и к	5	5
171	с ним	10	5
172	связь между	6	5
173	мы уже	5	5
174	что сила	2	4
175	в таких	4	4
176	если в	2	4
177	в глаза	2	4
178	но есть	3	4
179	влияние на	3	4
180	и при	5	4
181	связано с	2	4
182	таким же	2	4
183	только тогда	13	4
184	от них	4	4
185	или по	2	4
186	отличие от	2	4
187	основаны на	2	4
188	в образе	4	4
189	не столько	2	4
190	могут быть	6	4
191	и до	2	4
192	и тогда	4	4
193	этого слова	14	4
194	и другим	2	4
195	во всяком	4	4
196	и от	5	4
197	по своему	2	4
198	а к	4	4
199	к ней	7	4
200	несмотря на	2	4
201	за ним	4	4
202	и здесь	3	4
203	к тем	4	4
204	та же	3	4
205	природы и	2	4
206	и многие	3	4
207	и из	2	4
208	в старину	3	4
209	но все	2	4
210	переход от	3	4
211	что у	4	4
212	что для	5	4
213	именно в	5	4
214	в котором	7	4
215	в своих	2	4
216	уже в	10	4
217	в ней	11	4
218	многие другие	3	4
219	которое в	2	4
220	всяком случае	3	4
221	других случаях	2	4
222	вряд ли	4	4
223	то время	7	4
224	во всем	2	4
225	и после	2	4
226	тем и	5	4
227	но он	3	4
228	никогда не	2	3
229	очевидно что	9	3
230	его к	2	3
231	том как	3	3
232	народной поэзии	10	3
233	в форме	2	3
234	то есть	53	3
235	есть и	3	3
236	это и	2	3
237	только по	5	3
238	на все	3	3
239	тут же	2	3
240	в одно	8	3
241	или менее	6	3
242	и другое	3	3
243	с себя	2	3
244	что все	5	3
245	относятся к	2	3
246	и это	6	3
247	более или	6	3
248	тех пор	5	3
249	на другой	2	3
250	точки зрения	4	3
251	связь с	4	3
252	в различных	2	3
253	с которой	2	3
254	к слову	3	3
255	большинстве случаев	2	3
256	такое же	5	3
257	в области	3	3
258	совсем не	2	3
259	в какой	3	3
260	в ее	3	3
261	них в	2	3
262	но вместе	5	3
263	что с	2	3
264	в своей	2	3
265	в природе	3	3
266	до того	5	3
267	свою очередь	6	3
268	нет и	2	3
269	место в	4	3
270	нечто вроде	2	3
271	хотя и	3	3
272	увидим что	2	3
273	и то	13	3
274	или не	3	3
275	судить о	2	3
276	независимо от	10	3
277	с другими	9	3
278	это в	2	3
279	по отношению	12	3
280	человека а	2	3
281	и наоборот	5	3
282	в которой	9	3
283	не имели	2	3
284	от этого	2	3
285	до тех	5	3
286	на него	3	3
287	в эту	4	3
288	если бы	20	3
289	как средство	2	3
290	известно что	4	3
291	между собою	13	3
292	отношению к	10	3
293	сих пор	4	3
294	не имеем	3	3
295	с одной	8	3
296	есть в	6	3
297	думать что	6	3
298	не к	4	3
299	на то	6	3
300	такая форма	2	3
301	все что	4	3
302	слова в	7	3
303	на которой	4	3
304	с таким	3	3
305	эта связь	2	3
306	находится в	5	3
307	можно назвать	2	3
308	с точки	3	3
309	только как	9	3
310	на другие	7	3
311	и его	4	3
312	же и	3	3
313	как на	6	3
314	что именно	5	3
315	в большинстве	2	3
316	пор пока	2	3
317	по содержанию	2	3
318	при котором	2	3
319	до сих	4	3
320	можно видеть	6	2
321	время и	2	2
322	и притом	3	2
323	следовательно и	2	2
324	и следовательно	3	2
325	могло бы	2	2
326	в себе	26	2
327	от него	2	2
328	по тому	7	2
329	заключить что	3	2
330	в приведенном	3	2
331	и вообще	4	2
332	перед нами	3	2
333	с другим	2	2
334	но даже	3	2
335	не как	3	2
336	в силу	7	2
337	вероятно что	2	2
338	отношение к	2	2
339	судя по	3	2
340	представлений и	5	2
341	и наконец	3	2
342	что между	2	2
343	одним из	3	2
344	и тем	8	2
345	а как	2	2
346	он должен	2	2
347	под ним	2	2
348	между ними	4	2
349	ни одно	2	2
350	самом деле	5	2
351	т п	7	2
352	тем как	4	2
353	в один	4	2
354	себе в	2	2
355	образом в	4	2
356	быть назван	3	2
357	на которую	2	2
358	но так	3	2
359	но мы	3	2
360	в ту	2	2
361	воспоминание о	4	2
362	в более	4	2
363	людей и	2	2
364	представление есть	4	2
365	и без	9	2
366	состоит не	4	2
367	не дает	2	2
368	одной стороны	4	2
369	ответ на	3	2
370	между прочим	5	2
371	с нею	5	2
372	от своих	4	2
373	не были	4	2
374	поэзии и	8	2
375	между двумя	5	2
376	когда в	2	2
377	мы видим	3	2
378	иметь в	2	2
379	себя и	4	2
380	что эти	3	2
381	можно сказать	4	2
382	обращается к	2	2
383	который в	2	2
384	для него	14	2
385	что чем	2	2
386	относится к	6	2
387	так называемых	3	2
388	от земли	2	2
389	и состоит	2	2
390	некоторое время	3	2
391	сказать что	8	2
392	несомненно что	3	2
393	все то	3	2
394	он не	4	2
395	что если	5	2
396	когда мы	4	2
397	другой стороны	4	2
398	значит что	2	2
399	как оно	2	2
400	в начале	3	2
401	тем более	9	2
402	в каждом	6	2
403	должно быть	9	2
404	его как	3	2
405	разница между	3	2
406	из нее	2	2
407	еще до	3	2
408	от другого	3	2
409	и даже	3	2
410	мы можем	13	2
411	целый ряд	2	2
412	ее от	2	2
413	этом отношении	2	2
414	ее с	2	2
415	с этой	2	2
416	представления и	4	2
417	как у	2	2
418	не составляет	2	2
419	смысле в	3	2
420	от одного	5	2
421	такой взгляд	2	2
422	с и	3	2
423	быть только	5	2
424	нас в	3	2
425	не могло	3	2
426	что есть	3	2
427	но нет	2	2
428	вытекает из	2	2
429	но тем	4	2
430	к нам	2	2
431	только одну	2	2
432	в чем	6	2
433	что такое	2	2
434	и если	4	2
435	оно не	7	2
436	быть не	4	2
437	в другой	3	2
438	это так	2	2
439	но на	2	2
440	воспоминания о	2	2
441	но что	4	2
442	виду что	2	2
443	по себе	26	2
444	равно как	2	2
445	должны будем	3	2
446	и теперь	6	2
447	и затем	3	2
448	к другому	3	2
449	от нее	2	2
450	что эта	3	2
451	говорить о	6	2
452	в народной	2	2
453	которого в	3	2
454	у него	3	2
455	друг другу	2	2
456	но оно	6	2
457	но эта	3	2
458	что при	3	2
459	состоять в	2	2
460	все в	3	2
461	значение слова	8	2
462	и сами	2	2
463	из одного	3	2
