N	2gram	Tiupa_Hudo	VeschiIm
258	ни к	2	3
259	нас в	2	3
260	с одной	4	3
261	но все	2	3
262	у него	13	3
263	не имеет	2	3
264	в своих	4	3
265	в самой	2	3
266	я в	2	3
267	или иную	2	3
268	и она	2	3
269	но когда	2	3
270	к другому	5	3
271	однако в	4	3
272	у всех	3	3
273	но еще	3	3
274	или в	3	3
275	с какой	3	3
276	этих двух	2	3
277	мы уже	7	3
278	но он	3	3
279	не о	3	2
280	данном случае	3	2
281	чтобы не	3	2
282	свое время	2	2
283	тем самым	2	2
284	ее и	2	2
285	тому что	8	2
286	о чем	9	2
287	когда же	3	2
288	для нее	6	2
289	для всего	3	2
290	еще раз	2	2
291	именно так	2	2
292	душу и	2	2
293	со мною	2	2
294	не как	3	2
295	в это	4	2
296	наряду с	4	2
297	едва ли	6	2
298	на столе	2	2
299	тех кто	2	2
300	как он	4	2
301	теперь же	4	2
302	на вопрос	2	2
303	одно из	4	2
304	говорить об	2	2
305	со всей	2	2
306	это уже	2	2
307	уже в	2	2
308	своей собственной	2	2
309	так в	2	2
310	что на	4	2
311	нет ничего	4	2
312	а а	2	2
313	этого человека	2	2
314	же касается	2	2
315	не столько	4	2
316	нуждается в	2	2
317	связи с	4	2
318	в связи	3	2
319	в первом	2	2
320	признать что	2	2
321	в первой	6	2
322	в состоянии	3	2
323	тот момент	3	2
324	первом случае	2	2
325	а также	4	2
326	ее на	3	2
327	здесь не	2	2
328	в начале	3	2
329	о котором	2	2
330	по преимуществу	6	2
331	это было	2	2
332	поэтому и	2	2
333	в данной	2	2
334	этом и	2	2
335	нет я	2	2
336	говорится о	2	2
337	человека в	10	2
338	этом отношении	4	2
339	и быть	4	2
340	но ведь	2	2
341	и другие	5	2
342	раз в	5	2
343	та или	4	2
344	чем не	2	2
345	себе и	3	2
346	было ни	2	2
347	жизнь и	2	2
348	же и	3	2
349	самим собою	2	2
350	том чтобы	2	2
351	бытия на	3	2
352	и так	3	2
353	не случайно	14	2
354	именно в	9	2
355	слова в	2	2
356	когда он	2	2
357	и к	6	2
358	приводит к	5	2
359	о которых	2	2
360	он и	2	2
361	для нас	4	2
362	и на	6	2
363	не знаем	2	2
364	ближе к	2	2
365	которая была	2	2
366	раз и	2	2
367	от нее	2	2
368	он сам	3	2
369	и уже	3	2
370	с собой	2	2
371	и уж	2	2
372	только о	2	2
373	как будто	7	2
374	один и	2	2
375	но с	3	2
376	той же	3	2
377	во втором	2	2
378	с его	9	2
379	на основе	2	2
