N	2gram	Tiupa_Narr	Problemy
279	в формах	2	4
280	или менее	2	4
281	каждый из	3	4
282	в точке	2	4
283	только с	2	4
284	а то	2	4
285	более или	2	4
286	по мере	2	4
287	для автора	2	4
288	связи с	3	4
289	в первом	4	4
290	в первой	3	4
291	к миру	2	4
292	одно и	2	4
293	то в	4	4
294	что с	2	4
295	характер и	3	4
296	то и	3	4
297	они могут	2	4
298	в литературе	8	4
299	особенно в	3	4
300	в которой	2	4
301	о своем	2	4
302	это было	3	4
303	героя из	2	4
304	с ее	3	4
305	его внутренней	3	4
306	вот я	2	4
307	только что	4	4
308	автора в	2	4
309	как если	2	4
310	об этом	8	4
311	этом отношении	5	4
312	он уже	3	4
313	с этой	3	4
314	времени и	9	4
315	в рассказе	10	4
316	друг на	2	4
317	сами по	2	4
318	в едином	2	4
319	также и	4	4
320	себе но	2	4
321	все что	4	4
322	установкой на	2	4
323	оно не	4	4
324	героя к	2	4
325	со своим	2	4
326	если не	4	4
327	еще в	4	4
328	личности в	2	4
329	на друга	2	4
330	мы и	2	4
331	данном случае	12	3
332	или даже	3	3
333	во времени	9	3
334	бытия в	2	3
335	вступает в	2	3
336	о чем	6	3
337	по своей	3	3
338	к чему	3	3
339	жизни а	4	3
340	этого не	2	3
341	а его	3	3
342	своего рода	17	3
343	в повести	2	3
344	может служить	5	3
345	зрения как	2	3
346	не слышит	2	3
347	так в	4	3
348	что на	4	3
349	между собой	3	3
350	как образ	2	3
351	того чтобы	7	3
352	нести в	2	3
353	между двумя	6	3
354	и по	3	3
355	же в	6	3
356	можно сказать	11	3
357	обращается к	3	3
358	в других	2	3
359	одной из	2	3
360	меньшей степени	2	3
361	того или	3	3
362	в сознании	6	3
363	в данном	17	3
364	из этих	6	3
365	а к	3	3
366	и еще	2	3
367	дело в	2	3
368	на одном	2	3
369	один голос	2	3
370	и уже	4	3
371	в пространстве	3	3
372	установки и	2	3
373	который не	2	3
374	не является	7	3
375	она в	3	3
376	у нас	4	3
377	но они	4	3
378	мы можем	2	3
379	он является	4	3
380	на нее	2	3
381	а за	2	3
382	но уже	2	3
383	раз в	4	3
384	со своими	3	3
385	из рассказа	2	3
386	со словами	3	3
387	человек в	3	3
388	о них	5	3
389	большей или	2	3
390	только не	2	3
391	которой он	4	3
392	сводится к	10	3
393	говорит о	3	3
394	в таком	4	3
395	нового времени	2	3
396	будто бы	2	3
397	своих героев	2	3
398	однако не	2	3
399	и сами	2	3
400	тем же	3	3
401	и чужого	2	2
402	также не	2	2
403	и сама	2	2
404	она может	2	2
405	в ответ	4	2
406	утрачивает свою	2	2
407	об одном	2	2
408	как для	2	2
409	за границей	3	2
410	одного и	2	2
411	к этому	2	2
412	не всегда	4	2
413	свою очередь	2	2
414	из уст	2	2
415	или напротив	3	2
416	а во	5	2
417	своей жизни	2	2
418	то они	3	2
419	было как	5	2
420	быть в	2	2
421	опирается на	2	2
422	к различным	2	2
423	нем не	2	2
424	внутренняя жизнь	2	2
425	одно из	2	2
426	они и	2	2
427	в особенности	2	2
428	в душе	3	2
429	когда все	2	2
430	она была	2	2
431	это уже	3	2
432	на том	2	2
433	слово это	2	2
434	как она	2	2
435	своей собственной	2	2
436	которая в	2	2
437	где они	2	2
438	глава третья	2	2
439	ответ на	6	2
440	не могла	2	2
441	этих двух	2	2
442	мы его	2	2
443	отнюдь не	6	2
444	этом последнем	2	2
445	с нею	2	2
446	для них	2	2
447	тем или	2	2
448	же как	2	2
449	ней в	2	2
450	когда она	2	2
451	в аспекте	3	2
452	обращает на	3	2
453	глава четвертая	2	2
454	к его	5	2
455	глава вторая	2	2
456	себя но	2	2
457	слово то	2	2
458	в рамках	6	2
459	или не	5	2
460	значимость и	2	2
461	я уже	2	2
462	его жизни	5	2
463	не все	2	2
464	во второй	2	2
465	слово но	2	2
466	стало быть	4	2
467	в качестве	27	2
468	для того	4	2
469	а именно	2	2
470	для нас	2	2
471	не столько	2	2
472	в центре	4	2
473	всех его	2	2
474	было и	2	2
475	к ней	3	2
476	не могло	3	2
477	с одной	5	2
478	в какой	2	2
479	не имеет	3	2
480	и является	2	2
481	и про	2	2
482	не случайно	2	2
483	за пределами	3	2
484	не к	4	2
485	в нашем	4	2
486	столь же	6	2
487	глава первая	2	2
488	пока еще	4	2
489	освободиться от	2	2
490	своего я	2	2
491	в свою	4	2
492	главного героя	5	2
493	как все	2	2
494	роль в	4	2
495	также является	2	2
496	и того	5	2
497	героя на	2	2
498	человека который	2	2
499	иного рода	2	2
500	начала и	5	2
501	не следует	3	2
502	же самое	3	2
503	быть не	3	2
504	один и	2	2
505	что касается	3	2
506	во втором	6	2
507	чем он	3	2
508	с помощью	2	2
509	а потому	2	2
