N	2gram	Bakhtin_Pr	Vvedenie
261	а с	4	2
262	одного и	2	2
263	что если	4	2
264	и был	3	2
265	и другие	4	2
266	и со	3	2
267	должна была	4	2
268	так и	13	2
269	отношении к	3	2
270	от других	2	2
271	лишь как	6	2
272	на котором	3	2
273	на протяжении	3	2
274	целом ряде	3	2
275	говорит он	9	2
276	тому что	3	2
277	в своих	5	2
278	ни одна	2	2
279	себе и	3	2
280	которые были	3	2
281	какой бы	2	2
282	и с	10	2
283	о них	2	2
284	к отдельным	3	2
285	произведения и	2	2
286	но это	7	2
287	выражение в	6	2
288	он и	9	2
289	не столько	3	2
290	что мы	2	2
291	мы можем	3	2
292	тому как	5	2
293	точно так	2	2
294	себя в	5	2
295	несмотря на	7	2
296	для них	3	2
297	жизни и	21	2
298	тем или	2	2
299	не было	5	2
300	нового типа	2	2
301	мы не	3	2
302	что они	3	2
303	романов достоевского	12	2
304	как только	2	2
305	именно на	2	2
306	все равно	3	2
307	должна быть	4	2
308	например в	5	2
309	в дальнейшем	2	2
310	этого слова	3	2
311	если же	3	2
312	них не	2	2
313	из его	4	2
314	рядом с	16	2
315	по существу	5	2
316	на языке	2	2
317	отсюда и	2	2
318	мы уже	4	2
