N	2gram	Propp_Isto	RusskieA
217	в целях	3	5
218	и для	3	5
219	с целью	2	5
220	с другой	11	5
221	входит в	5	5
222	и к	3	5
223	что обряд	2	5
224	с ним	9	5
225	мы уже	6	5
226	этих случаях	10	5
227	в таких	3	4
228	в доме	3	4
229	как можно	2	4
230	показывают что	8	4
231	означает что	3	4
232	если в	4	4
233	чтобы они	2	4
234	но есть	4	4
235	он же	2	4
236	чтобы вызвать	2	4
237	у них	2	4
238	и при	3	4
239	всякого рода	3	4
240	связано с	7	4
241	таким же	5	4
242	в руки	3	4
243	здесь мы	7	4
244	только тогда	4	4
245	его и	2	4
246	от них	2	4
247	но эти	4	4
248	в основном	5	4
249	бросается в	2	4
250	и там	3	4
251	в образе	16	4
252	мы приведем	2	4
253	могут быть	9	4
254	обряд и	4	4
255	и тогда	2	4
256	в основе	3	4
257	в древней	2	4
258	к ней	2	4
259	несмотря на	3	4
260	за ним	4	4
261	и здесь	12	4
262	та же	2	4
263	она в	2	4
264	приводит нас	5	4
265	такой же	3	4
266	и из	3	4
267	но все	8	4
268	переход от	2	4
269	что у	6	4
270	их не	3	4
271	при рассмотрении	2	4
272	в котором	2	4
273	в своих	4	4
274	этот вопрос	2	4
275	уже в	4	4
276	в ней	8	4
277	то время	3	4
278	во всем	4	4
279	на этой	5	4
280	с обрядом	4	4
281	но он	2	4
282	никогда не	5	3
283	под землей	2	3
284	всех этих	2	3
285	очевидно что	3	3
286	ее и	3	3
287	руки и	2	3
288	его к	3	3
289	смерти и	3	3
290	том как	5	3
291	в одной	5	3
292	в форме	5	3
293	с той	2	3
294	есть и	3	3
295	это и	3	3
296	на все	2	3
297	как он	6	3
298	раньше чем	7	3
299	бросают в	4	3
300	в одно	2	3
301	мы здесь	4	3
302	возможно что	2	3
303	представления о	7	3
304	мы знаем	12	3
305	они были	2	3
306	когда они	3	3
307	что все	4	3
308	и это	5	3
309	е на	2	3
310	обрядов и	2	3
311	точки зрения	3	3
312	можно предположить	3	3
313	этот случай	7	3
314	связь с	20	3
315	в различных	3	3
316	живет в	6	3
317	такое же	3	3
318	в ее	4	3
319	но вместе	4	3
320	что с	2	3
321	сюда же	3	3
322	считает что	2	3
323	в своей	3	3
324	он был	2	3
325	смерти в	2	3
326	в другое	2	3
327	из таких	3	3
328	также что	3	3
329	увидим что	3	3
330	и то	5	3
331	с водой	6	3
332	с другими	4	3
333	ее на	2	3
334	по отношению	2	3
335	в которой	4	3
336	которые не	2	3
337	воду и	4	3
338	в обрядах	5	3
339	не имели	3	3
340	от этого	6	3
341	на него	10	3
342	если бы	5	3
343	на деревьях	2	3
344	известно что	3	3
345	на небо	7	3
346	увидим ниже	4	3
347	а именно	8	3
348	представлений о	12	3
349	отношению к	2	3
350	сих пор	7	3
351	в воде	4	3
352	что касается	2	3
353	с одной	7	3
354	тем это	2	3
355	есть в	2	3
356	на этот	2	3
357	ее к	2	3
358	думать что	2	3
359	на то	3	3
360	все что	5	3
361	в русской	8	3
362	когда он	7	3
363	на которой	4	3
364	и этим	6	3
365	из которых	7	3
366	эта связь	5	3
367	находится в	2	3
368	говорит о	4	3
369	здесь не	3	3
370	и его	15	3
371	по его	2	3
372	как на	3	3
373	как только	2	3
374	уже видели	2	3
375	из других	2	3
376	до сих	7	3
377	девушку в	2	2
378	очень ясно	2	2
379	здесь имеем	2	2
380	представления в	2	2
381	к этим	3	2
382	только у	2	2
383	будет ниже	3	2
384	в европе	3	2
385	не имеют	2	2
386	от него	2	2
387	по материалам	2	2
388	и вообще	3	2
389	перед нами	2	2
390	вокруг него	3	2
391	в развитии	2	2
392	но даже	2	2
393	не как	5	2
394	царство мертвых	3	2
395	в силу	7	2
396	путем трения	2	2
397	отношение к	3	2
398	и наконец	2	2
399	вера в	2	2
400	должен быть	2	2
401	одним из	4	2
402	подобного рода	2	2
403	и тем	7	2
404	а как	3	2
405	он должен	2	2
406	же можно	4	2
407	между ними	2	2
408	с места	2	2
409	в частности	9	2
410	самом деле	2	2
411	на место	2	2
412	три дня	2	2
413	на берег	3	2
414	себе в	3	2
415	образом в	3	2
416	может иметь	2	2
417	эти материалы	10	2
418	в него	5	2
419	тот кто	7	2
420	не единственный	2	2
421	но так	3	2
422	воду в	2	2
423	но мы	5	2
424	к этой	3	2
425	они не	5	2
426	с другом	2	2
427	в другую	2	2
428	можно показать	3	2
429	в более	6	2
430	людей и	2	2
431	леса в	2	2
432	ту же	2	2
433	не дает	2	2
434	одной стороны	7	2
435	в приведенных	5	2
436	такие представления	2	2
437	между прочим	2	2
438	полагают что	2	2
439	для чего	2	2
440	очень много	2	2
441	иногда в	3	2
442	не говорится	2	2
443	встречается и	2	2
444	к заключению	5	2
445	в сказке	46	2
446	вот почему	2	2
447	между двумя	7	2
448	описывается как	2	2
449	мы видим	12	2
450	у древних	2	2
451	этого они	2	2
452	травами и	2	2
453	в числе	2	2
454	под влиянием	2	2
455	случаях когда	2	2
456	силу и	2	2
457	в дальнейшем	6	2
458	можно сказать	2	2
459	говорится в	2	2
460	по свидетельству	2	2
461	обращается к	2	2
462	для него	2	2
463	три раза	2	2
464	относится к	3	2
465	речь будет	5	2
466	это нужно	2	2
467	с его	3	2
468	от земли	2	2
469	обрядах и	2	2
470	некоторое время	2	2
471	сказать что	2	2
472	и всем	2	2
473	на тех	2	2
474	это приводит	3	2
475	это еще	3	2
476	он не	5	2
477	нет в	2	2
478	имеем здесь	3	2
479	на ней	2	2
480	право на	2	2
481	в сказках	5	2
482	другой стороны	10	2
483	значит что	2	2
484	и он	9	2
485	обряда и	2	2
486	огонь и	3	2
487	особенно в	2	2
488	ряд других	2	2
489	они идут	2	2
490	из нее	2	2
491	и даже	4	2
492	мы можем	6	2
493	друг с	2	2
494	очень распространен	3	2
495	целый ряд	4	2
496	с этой	4	2
497	не ясно	3	2
498	представления и	2	2
499	совершенно не	2	2
500	как у	2	2
501	души умерших	3	2
502	в античности	3	2
503	в пределах	5	2
504	не могло	2	2
505	борьбы с	3	2
506	что есть	2	2
507	или просто	2	2
508	через него	3	2
509	живут в	2	2
510	с обрядами	2	2
511	этого дерева	2	2
512	предположение что	3	2
513	представляло собой	2	2
514	а через	2	2
515	а когда	2	2
516	более позднее	3	2
517	чтобы она	2	2
518	в царство	6	2
519	в другой	5	2
520	своих целях	2	2
521	это так	2	2
522	основана на	2	2
523	если он	2	2
524	такую же	2	2
525	по себе	2	2
526	и действительно	6	2
527	сделать из	2	2
528	представляли собой	2	2
529	заупокойном культе	2	2
530	они же	2	2
531	в человеческом	2	2
532	также не	2	2
533	и затем	2	2
534	из этого	3	2
535	землю и	2	2
536	будем здесь	2	2
537	что эта	2	2
538	уходит в	2	2
539	представлениями о	2	2
540	у него	7	2
541	что говорилось	2	2
542	но оно	3	2
543	но эта	2	2
544	что при	5	2
545	у которых	2	2
546	более поздняя	3	2
547	смерть и	2	2
