N	2gram	Nazirov_Tv	KulturaY
132	в частности	4	8
133	в своих	8	8
134	что на	3	8
135	в чем	4	8
136	с одной	2	8
137	и о	2	8
138	был бы	3	8
139	что они	3	8
140	с его	12	8
141	своего рода	7	8
142	по преимуществу	4	8
143	и как	5	8
144	в статье	2	8
145	об этом	4	8
146	в этих	2	8
147	тому что	2	8
148	далеко не	3	8
149	что я	4	8
150	не есть	2	8
151	может служить	2	8
152	отнюдь не	9	8
153	в таком	4	8
154	тому же	2	8
155	до конца	2	7
156	в свою	8	7
157	в процессе	3	7
158	казалось бы	4	7
159	свою очередь	2	7
160	всякого рода	2	7
161	и потому	4	7
162	была бы	2	7
163	не знает	2	7
164	а с	4	7
165	она не	2	7
166	на том	2	7
167	с ними	3	7
168	например в	3	7
169	так сказать	4	7
170	не все	2	7
171	же и	2	7
172	в истории	2	7
173	и более	2	7
174	и должно	2	7
175	на этот	3	7
176	столь же	2	7
177	в котором	8	7
178	когда он	4	7
179	с ним	4	7
180	в одном	3	7
181	сводится к	2	7
182	только как	2	7
183	не значит	2	7
184	даже в	4	6
185	перед нами	3	6
186	данном случае	2	6
187	его к	2	6
188	в себе	3	6
189	нуждается в	2	6
190	как к	2	6
191	роль в	2	6
192	отличие от	3	6
193	мы знаем	2	6
194	гораздо более	2	6
195	на себя	2	6
196	в отличие	3	6
197	что оно	2	6
198	не столько	4	6
199	в соответствии	7	6
200	в ее	3	6
201	что с	2	6
202	как будто	5	6
203	то это	2	6
204	дело не	3	6
205	мы не	3	6
206	что как	2	6
207	или в	2	6
208	только для	2	6
209	же время	18	6
210	но только	3	6
211	только что	2	6
212	соответствии с	7	6
213	приводит к	4	6
214	если не	4	6
215	в сфере	2	6
216	никогда не	13	5
217	в конечном	4	5
218	в область	4	5
219	в духе	6	5
220	в конце	5	5
221	но если	4	5
222	и у	3	5
223	в современной	2	5
224	так что	4	5
225	о нем	2	5
226	не так	5	5
227	не то	2	5
228	и тогда	2	5
229	в двух	2	5
230	и от	8	5
231	время в	3	5
232	и он	4	5
233	и еще	2	5
234	и даже	8	5
235	переход от	2	5
236	я и	3	5
237	превращается в	2	5
238	у него	11	5
239	на протяжении	3	5
240	о котором	2	5
241	еще более	3	5
242	есть не	2	5
243	и их	2	5
244	и того	2	5
245	точка зрения	2	5
246	и только	2	5
247	мы находим	2	5
248	к одному	2	4
249	его в	2	4
250	не имеют	4	4
251	в каждом	4	4
252	и далее	4	4
253	к которому	3	4
254	в виде	4	4
255	в современном	5	4
256	в такой	2	4
257	так например	3	4
258	и все	6	4
259	это уже	7	4
260	с большим	3	4
261	и без	2	4
262	одного из	3	4
263	а а	4	4
264	однако в	3	4
265	в известном	2	4
266	свидетельствует о	2	4
267	точно так	3	4
268	же как	3	4
269	вот почему	3	4
270	здесь мы	2	4
271	эти слова	3	4
272	как известно	3	4
273	представление о	9	4
274	в году	22	4
275	то в	2	4
276	ли это	2	4
277	так мы	2	4
278	это в	3	4
279	конечном счете	4	4
280	и по	5	4
281	но ведь	2	4
282	по словам	2	4
283	такой же	4	4
284	на деле	3	4
285	наше время	4	4
286	ли в	2	4
287	ни на	3	4
288	не к	2	4
289	что для	3	4
290	и это	2	4
291	из них	4	4
292	в стороне	2	4
293	но он	3	4
294	не мог	3	4
295	этого вопроса	2	3
296	слова не	2	3
297	действия и	3	3
298	а что	2	3
299	на эту	4	3
300	в наше	4	3
301	наряду с	6	3
302	в россии	5	3
303	который в	4	3
304	а как	2	3
305	и другие	4	3
306	том же	3	3
307	в одно	2	3
308	и со	2	3
309	в романе	24	3
310	в искусстве	3	3
311	все время	3	3
312	его и	2	3
313	в него	2	3
314	в свете	3	3
315	для этой	2	3
316	на него	2	3
317	мы наблюдаем	2	3
318	настоящее время	2	3
319	более того	2	3
320	на его	4	3
321	и рядом	2	3
322	в начале	2	3
323	и я	2	3
324	в устах	2	3
325	во время	2	3
326	следовало бы	2	3
327	в дальнейшем	7	3
328	значение в	2	3
329	но зато	3	3
330	показывает что	5	3
331	если в	3	3
332	это еще	2	3
333	но она	2	3
334	в стихах	2	3
335	тогда как	3	3
336	известном смысле	2	3
337	не знать	2	3
338	говорит что	2	3
339	не нужно	2	3
340	мысли и	5	3
341	по мере	2	3
342	та же	4	3
343	таком случае	2	3
344	одним из	6	3
345	как у	3	3
346	традиции в	2	3
347	не по	3	3
348	что его	4	3
349	в целях	2	3
350	только с	3	3
351	для него	9	3
352	что у	5	3
353	за собой	4	3
354	школы и	2	3
355	жизнь в	2	3
356	давно уже	2	3
357	к жизни	4	3
358	или даже	2	3
359	с большой	5	3
360	все более	2	2
361	начиная с	2	2
362	из всех	5	2
363	представляет собою	2	2
364	от него	2	2
365	в одной	5	2
366	он приходит	2	2
367	приходит к	4	2
368	у читателя	2	2
369	и через	4	2
370	в глаза	2	2
371	не был	4	2
372	в принципе	5	2
373	в основном	9	2
374	себе не	3	2
375	известной мере	2	2
376	достоевского и	5	2
377	одном из	2	2
378	это все	2	2
379	это как	4	2
380	у пушкина	5	2
381	они имеют	2	2
382	одной из	7	2
383	и др	2	2
384	в руки	2	2
385	любви к	2	2
386	только через	2	2
387	указывает на	2	2
388	он говорит	3	2
389	что этот	2	2
390	по природе	6	2
391	заявил что	2	2
392	от мысли	2	2
393	в большой	2	2
394	же не	2	2
395	у достоевского	51	2
396	для них	2	2
397	переходит в	2	2
398	жизни и	3	2
399	и когда	2	2
400	и до	2	2
401	было в	2	2
402	а может	2	2
403	на этих	2	2
404	к осознанию	3	2
405	он стал	2	2
406	ее в	3	2
407	вслед за	2	2
408	в прямом	2	2
409	слова из	2	2
410	одна из	5	2
411	отношений между	2	2
412	имеет в	2	2
413	но эти	3	2
414	х годов	3	2
415	же с	10	2
416	многие русские	2	2
417	дело в	4	2
418	его как	2	2
419	у нее	4	2
420	как правило	3	2
421	известно что	4	2
422	своей известной	3	2
423	должен был	2	2
424	не является	3	2
425	то у	3	2
426	где он	2	2
427	отказаться от	4	2
428	ведет к	3	2
429	не означает	4	2
430	в известной	4	2
431	русской литературы	3	2
432	отношении к	2	2
433	и приводит	2	2
434	в глазах	2	2
435	которого не	2	2
436	раз на	2	2
437	едва ли	2	2
438	сами по	2	2
439	связан с	4	2
440	в жизни	3	2
441	в литературе	4	2
442	от одной	2	2
443	подхода к	3	2
444	не будет	2	2
445	за то	2	2
446	зависит от	4	2
447	во что	2	2
448	меня в	2	2
449	справедливо указывает	2	2
450	первая часть	4	2
451	во многом	8	2
452	а по	3	2
453	так ли	2	2
454	всякий раз	2	2
455	в литературной	2	2
456	традиции и	4	2
457	в быту	2	2
458	это был	4	2
459	и против	2	2
460	в русской	5	2
461	в себя	3	2
462	в пользу	2	2
463	это время	2	2
464	связана с	2	2
