N	2gram	Propp_Isto	VeschiIm
392	зависит от	3	2
393	не вполне	3	2
394	слова в	2	2
395	когда он	9	2
396	приводит к	3	2
397	часто бывает	2	2
398	к чему	4	2
399	в более	2	2
400	он и	3	2
401	для нас	17	2
402	и на	6	2
403	что образ	2	2
404	не знаем	3	2
405	совершенно ясно	3	2
406	то он	2	2
407	которая была	2	2
408	раз и	3	2
409	с собой	2	2
410	конечно не	2	2
411	бы его	2	2
412	является не	2	2
413	только о	2	2
414	как будто	7	2
415	во всем	3	2
416	один и	2	2
417	но с	3	2
418	на основе	6	2
