N	2gram	Potebnia_M	formyVre
134	в этих	2	8
135	отношению к	10	8
136	с одной	8	8
137	в мире	3	8
138	рядом с	2	8
139	и к	5	8
140	во времени	2	7
141	в процессе	2	7
142	в себе	26	7
143	не как	3	7
144	том же	2	7
145	отличие от	2	7
146	не знает	4	7
147	того что	24	7
148	в той	2	7
149	место в	4	7
150	было бы	16	7
151	себя и	4	7
152	например в	9	7
153	к этому	3	7
154	из этих	10	7
155	в которой	9	7
156	т д	5	7
157	этом отношении	2	7
158	не могло	3	7
159	ее в	2	7
160	к ним	3	7
161	нет ничего	2	7
162	то время	7	7
163	в форме	2	7
164	но он	3	7
165	не могут	7	6
166	есть и	3	6
167	есть не	9	6
168	но эта	3	6
169	а как	2	6
170	здесь как	3	6
171	друг от	2	6
172	одной из	3	6
173	с тем	9	6
174	одной стороны	4	6
175	между двумя	5	6
176	мы видим	3	6
177	входят в	3	6
178	сказать что	8	6
179	в начале	3	6
180	за пределы	2	6
181	мы не	17	6
182	мы можем	13	6
183	и самое	3	6
184	в сущности	3	6
185	только для	3	6
186	нет и	2	6
187	о том	7	6
188	именно в	5	6
189	все что	4	6
190	время и	2	6
191	в которых	5	6
192	от друга	2	6
193	уже на	2	6
194	бы ни	6	6
195	в таком	6	6
196	в различных	2	6
197	слова и	8	6
198	следовательно и	2	5
199	и вообще	4	5
200	был бы	2	5
201	он должен	2	5
202	эти образы	2	5
203	только на	4	5
204	так что	14	5
205	одно из	6	5
206	от этого	2	5
207	с другими	9	5
208	тела и	2	5
209	что все	5	5
210	там где	6	5
211	не были	4	5
212	с ними	6	5
213	в ряду	7	5
214	что они	2	5
215	в этой	3	5
216	одно и	7	5
217	и от	5	5
218	хотя бы	3	5
219	в своей	2	5
220	в это	2	5
221	об этом	4	5
222	тем что	13	5
223	с этой	2	5
224	быть только	5	5
225	не имеет	10	5
226	далеко не	5	5
227	да и	2	5
228	он может	2	5
229	в смысле	4	5
230	но на	2	5
231	или в	4	5
232	и только	5	5
233	той же	6	5
234	даже в	3	4
235	перед нами	3	4
236	так в	4	4
237	из того	2	4
238	мы должны	6	4
239	его на	3	4
240	от него	2	4
241	по себе	26	4
242	при всей	2	4
243	по отношению	12	4
244	друг друга	6	4
245	и при	5	4
246	проявляется в	2	4
247	что он	8	4
248	и о	6	4
249	как у	2	4
250	в одно	8	4
251	людей и	2	4
252	в один	4	4
253	сливается с	2	4
254	в чем	6	4
255	что не	12	4
256	другой стороны	4	4
257	на его	4	4
258	формы и	2	4
259	совсем не	2	4
260	языка и	5	4
261	в данном	3	4
262	тем более	9	4
263	на одном	2	4
264	в глаза	2	4
265	только что	12	4
266	в последнем	4	4
267	находятся в	3	4
268	у нас	2	4
269	все равно	5	4
270	же и	3	4
271	или на	2	4
272	и более	4	4
273	человеческой природы	2	4
274	прежде чем	2	4
275	этом случае	2	4
276	в своих	2	4
277	со своей	2	4
278	как она	2	4
279	равно как	2	4
280	несмотря на	2	4
281	всяком случае	3	4
282	же что	8	4
283	это и	2	4
284	природы и	2	4
285	друг другу	2	4
286	же самое	3	4
287	во всем	2	4
288	все в	3	4
289	чем в	2	4
290	нет ни	2	3
291	все более	2	3
292	вопрос о	2	3
293	его к	2	3
294	но мы	3	3
295	образов и	2	3
296	том как	3	3
297	есть только	9	3
298	форма в	5	3
299	в новом	2	3
300	или с	2	3
301	тому что	6	3
302	она не	4	3
303	но оно	6	3
304	не могла	2	3
305	в более	4	3
306	ему в	2	3
307	что на	3	3
308	но это	9	3
309	не столько	2	3
310	на разных	2	3
311	для развития	3	3
312	как нечто	3	3
313	того и	2	3
314	и затем	3	3
315	здесь только	4	3
316	в человеческой	3	3
317	все то	3	3
318	он как	2	3
319	бы в	3	3
320	и между	4	3
321	происходит в	2	3
322	бы и	4	3
323	это было	3	3
324	к ней	7	3
325	из нее	2	3
326	по мере	12	3
327	в таких	4	3
328	и здесь	3	3
329	целый ряд	2	3
330	одна и	2	3
331	бы не	6	3
332	как на	6	3
333	этот образ	7	3
334	в течение	2	3
335	но только	3	3
336	нас в	3	3
337	что есть	3	3
338	по своему	2	3
339	сами по	3	3
340	явлений и	3	3
341	можно сказать	4	3
342	жизни не	3	3
343	если мы	2	3
344	в свою	6	3
345	связь с	4	3
346	если не	6	3
347	что мы	16	3
348	внимание на	2	3
349	находится в	5	3
350	к другому	3	3
351	мы в	3	3
352	человек не	4	3
353	на нас	4	3
354	и есть	4	3
355	не к	4	3
356	в слове	41	3
357	ни был	3	3
358	без всякого	2	3
359	тем же	6	3
360	данном случае	3	2
361	в каком	8	2
362	уже есть	2	2
363	что те	2	2
364	от всего	4	2
365	с чем	3	2
366	человек и	2	2
367	в человеке	4	2
368	если в	2	2
369	а потом	2	2
370	в каждом	6	2
371	виду что	2	2
372	и притом	3	2
373	свою очередь	6	2
374	между прочим	5	2
375	в наших	2	2
376	бы она	2	2
377	столько же	2	2
378	только под	5	2
379	одном из	4	2
380	самом деле	5	2
381	слова но	3	2
382	и вместе	6	2
383	его не	2	2
384	и силы	2	2
385	что даже	5	2
386	в искусстве	6	2
387	образом в	4	2
388	со всех	3	2
389	значит что	2	2
390	от них	4	2
391	в буквальном	2	2
392	или вовсе	3	2
393	к своей	2	2
394	к нему	7	2
395	а только	7	2
396	могло бы	2	2
397	была бы	5	2
398	проч и	2	2
399	и человеческой	2	2
400	него самого	3	2
401	природы в	3	2
402	с которой	2	2
403	для создания	2	2
404	отношении к	3	2
405	и та	5	2
406	внутренняя форма	18	2
407	но как	2	2
408	на ее	2	2
409	по этому	2	2
410	с нею	5	2
411	на них	2	2
412	в поэзии	4	2
413	такие же	2	2
414	слагаются в	2	2
415	можно назвать	2	2
416	на более	2	2
417	связь между	6	2
418	что уже	2	2
419	притом не	2	2
420	было в	6	2
421	на котором	4	2
422	быть названы	2	2
423	до того	5	2
424	из одного	3	2
425	никто не	5	2
426	на другой	2	2
427	этого слова	14	2
428	даже не	2	2
429	должны быть	3	2
430	жизни то	2	2
431	только один	3	2
432	строгом смысле	2	2
433	внутренняя жизнь	2	2
434	вопрос об	2	2
435	мы видели	5	2
436	или не	3	2
437	самое слово	4	2
438	тут же	2	2
439	когда мы	4	2
440	стремится к	3	2
441	перестает быть	5	2
442	то и	10	2
443	можно только	3	2
444	его с	3	2
445	самое это	3	2
446	есть именно	2	2
447	то он	2	2
448	как оно	2	2
449	и тогда	4	2
450	и эта	2	2
451	хотя в	3	2
452	его как	3	2
453	словом и	6	2
454	всех сторон	3	2
455	о котором	2	2
456	которое мы	2	2
457	что должно	2	2
458	но этот	2	2
459	и тот	5	2
460	бы при	2	2
461	и может	4	2
462	которой нет	2	2
463	себе не	6	2
464	для нас	40	2
465	между собою	13	2
466	к своему	3	2
467	в отдельных	2	2
468	но если	2	2
469	человек может	2	2
470	которые мы	3	2
471	должна быть	2	2
472	не можем	8	2
473	но нет	2	2
474	мы различаем	2	2
475	буквальном смысле	2	2
476	непосредственно в	2	2
477	чем больше	3	2
478	человека с	2	2
479	но уже	2	2
480	что у	4	2
481	образом и	3	2
482	из себя	3	2
483	там же	8	2
484	мы говорим	2	2
485	не существует	5	2
486	тогда когда	20	2
487	и связи	2	2
488	влияния на	2	2
489	во многом	3	2
490	между людьми	2	2
491	на мир	2	2
492	от нее	2	2
493	он сам	2	2
494	говорить о	6	2
495	и сама	2	2
496	в языке	19	2
497	только о	2	2
498	и после	2	2
499	них не	4	2
500	явления и	2	2
501	значение его	2	2
502	и сами	2	2
